artist,title,lyric
  Croosh  ,Tell Me,"Uhhh  I wanna tell you how I feel, I really do. And I know I haven't said it but I'm feelin' you. Way- way- more than you would know. I just kept it on the low never let it show. Aye.  Now I'm wishin' that I did that though. Time been flying out the window. Yeah. And I know you been blowin' up I'm hella proud. Always known that you had it never doubt. Yeah.  It's been a while since we known one another. Outta state kept in touch on the phone with each other. You would hit me on the FaceTime. We would talk...  Showin' me your new songs I was shocked. Yeah. Always knew we had connection.  Never made a move didn't wanna lose a friendship. Damn, guess I gotta let it be. Just know I'm right behind U like the letter V.  Always  Woosh  Tell me are you down to see. If we can work it out We can get it wrong. Or we can get it right.  I know this isn't what you're used to now But we would never know. 'Till we give it a try.  So tell me are you down. Wassup Maybe if you felt what I feel. You would know that it's real. Oh yeah.  Cause you know that I'm down- To see. Baby we can make this work. Oh yeah... Oh yeah...  Uhhh"
  Boyz II Men  ,Please Don’t Go,"Hey Baby, I'm sorry, I never meant to hurt you (ohh)  Please Don't Go    Slowly, my eyes begin to see that I need here and with me at all times.  Yeah  My Feelings are so, Deep for you  That I won't let go oh no, Of you    I can't let this love (slip away)  And I can turn it around (see)  and Don't leave me...    (Chorus)  Please don't go away from me (I'll be there for you)  When you call my name (call my name)  I'll reach out my hand to you (to my love)  To My heart (to my heart)  Please don't go away from me  We can work it out  whatever it may be girl  Please don't go  No No No No No, Please don't go.    Hey baby, It's not often that we see each other.  That's why, I cherish every moment that we spend together    When your away, temptation may come  But when i get caught up (ohhh) X3  I let go    THinking about you each day  I feel (I love and I'll never leave you)  Your love make my head spin round and round in a daze  yeah oh yea oh baby    I can't let this love (slip away)  And I can turn it around (see)  and Don't leave me...  Ohhh.....    Chorus X2    Please don't go away  don't go don't  don't go don't go oh oh X2    I'll be there i'll be right there X8"
  Dwele  ,That`s The Way Of The World,"Captured effortlesly. That's the way it was. Happened so naturely. I did not know it was love. The next thing I felt was you. Holding me close What was I gonna do. I let myself go.  And now we're flying through the stars. Want this night will last for ever.  I've been waiting for you. It's been so long. I knew just what I would do when I heard your song. I fill my heart with your bliss. Gave me freedom. You knew I could not resist. I needed someone.  And now we're flying through the stars. I hope this night lasts for ever.  Ain't nobody (NOBODY) Loves me better (LOVES ME BETTER) Makes me happy Makes me feel this way (NOBODY) Ain't nobody (NOBODY) Loves me better (THAN YOU)  I wait for nighttime to come And bring you to me. Can't believe I'm the one. I was so lonely. I feel like noone can feel. I must be dreamin'. I want this dream to be real. I need this feeling.  I make my whish upon a star And hope this night will last for ever.  Ain't nobody (NOBODY) Loves me better (LOVES ME BETTER) Makes me happy Makes me feel this way (NOBODY) Ain't nobody (NOBODY BABY) Loves me better Ain't nobody Loves me better (THAN YOU)  I wish you put your arms around me. Then you put your charms around me. I can't resist this sweet surrender. Oh, my nights are warm and tender. We stare into each others eyes. And what we seek is no surprise. Got a feeling most would treasure. And our love's so deep we cannot measure."
  태민 (TAEMIN)  ,MOVE,묘한 분위기에 취해 너를 놔버려도 돼 나를 벗어나진 못해 나른해진 이 순간 잘 빗은 머리가 헝클어질수록 아름다워 내버려둬 Oh oh 반듯한 자세가 흐트러진대도 괜찮아 날 똑바로 봐 Oh yeah 어두운 조명 아래 또 시작되는 Move 우아한 손짓 은근한 눈빛 투명한 창가에 넌 비쳐서 아른대는 Move 묘한 그 느낌 아찔한 끌림 You got got the rhythm 어두운 조명 아래 날 사로잡은 Move You got got the rhythm 우아한 손짓 은근한 눈빛 잠시 난 모든 걸 다 지워 시각에만 의존해 경이로운 눈빛으로 Oh oh 너만을 감상해 신경 쓴 화장이 더 번져갈수록 아름다워 내버려둬 Oh oh 단정한 셔츠가 구겨져버려도 괜찮아 날 똑바로 봐 Eh eh yeah 어두운 조명 아래 또 시작되는 Move 우아한 손짓 은근한 눈빛 투명한 창가에 넌 비쳐서 아른대는 Move 묘한 그 느낌 아찔한 끌림 You got got the rhythm 어두운 조명 아래 날 사로잡은 Move You got got the rhythm 우아한 손짓 은근한 눈빛 어떤 표현도 어떤 문장도 너를 모두 담아 낼 순 없겠지 우린 이대로 완벽할 테니 걱정 따윈 버려 그대로 그대로 Repeat 그대로 Repeat You got got the rhythm 어두운 조명 아래 날 사로잡은 Move You got got the rhythm 우아한 손짓 은근한 눈빛 You got got the rhythm 어두운 조명 아래 날 사로잡은 Move You got got the rhythm 묘한 그 느낌 아찔한 끌림 You got got the rhythm You got got the rhythm You got got the rhythm You got got the rhythm
  Jclef  ,WAT`S YOUR HOUSE FOR,나도 알아 이걸론 어림도 없다는 걸 난 자꾸 네게서 도망쳐 내 집인 네가 무너져 집이란 네게는 어떠한 의미로 다가오니 나는 말야 너와 있는 시간 어디든 내 집이 되지 what's your house for house for 커다란 집은 꿈의 목록에 없지 다만 난 나의 너가 집이 돼 주면 살아 갈 수가 있지 같이 덮은 이불이 우리의 집의 지붕이 되고 맞댄 살로 전해지는 체온이 나의 모닥불 이였지 예 내게 집이 된 널 부수겠어 망치를 들고 너를 겁줘 하지만 이미 너는 알아 내겐 그럴 용기가 부족한 걸 말야 오 나는 항상 착각을 잘했지 허리케인도 지진도 없지만 이 집은 무너질 것 같지 오 너가 나의 집이 되었을 때의 포근함은 아주 잠시 오 아주 작아지는 나와 달리 거대한 너의 덩치 난 이걸 다 후줄근한 바람이라고 착각 했어 난 너를 내 우주라 여기고 나만 있었으면 했어 넌 나로 충분할 지가 나는 항상 의아 했어 나의 불안은 애꿎은 손톱을 막 뜯어 냈어 I can’t stand any more 역시 너의 밝은 눈은 세상을 보기 시작 했어 나만 살던 공간에 짐 들이 차올라 나를 몰아내고 망치를 들고도 부술 용기가 없는 난 널 겁주지만 너는 날 안아 내게 집이 된 널 부수 겠어 망치를 들고 너를 겁줘 하지만 이미 너는 알아 내겐 그럴 용기가 부족한 걸 말야
  Boyz II Men  ,A Sunday Kind Of Love (Feat. Brian McKnight),I want a Sunday kind of love A love that lasts past Saturday night And I wanna know that it’s more than love at first sight Cause I want a Sunday kind of love Oh somebody help me sing it I want a a love that’s on the square Can’t seem to find somebody Someone to care And I’m on a lonely road That leads to nowhere I need a Sunday kind of love Sunday kind of love I do my Sunday dreaming dreaming And all my Sunday scheming scheming Every minute every hour every day Oh I’m hoping to discover A certain kind of lover Who will show me the way My arms need someone someone to enfold To keep me warm when Mondays and Tuesdays grow cold A love for all my life to have and to hold I want a Sunday kind of love oh Oh yeah I don’t want a Monday or no Tuesday I don’t want no Wednesday I don’t want no Thursday Friday I don’t want no Saturday love I want that Sunday kind of love I want that Sunday that Sunday That Sunday kind of love Oh Sunday kind of love
  Wayne Brady  ,I Ain`t Movin`,"we've been there, done that  flew high, fell flat  love kept us ridin' on this roller coaster  there's no mystery, we've got history  so right here with me  that's where you supposed to be    as long as I'm breathing there's a chance  (oh baby there's chance)  call me hard headed, just stubborn, plain stupid  but I believe in this romance    let the days change, time go by  other girls, other guys  I'm still here, there's no surprise  I ain't movin'  played around, had my fun  girl I know that you're the one  deeply rooted cause we're suited  I ain't movin'    I-I-I, I-I-I, I-I-I, I ain't movin'  I-I-I, I-I-I, I-I-I, I ain't movin'    that dudes into you, I'm sure that he's cool  I've got no problem with that brother  this connection undiminished  girl we've got unfinished business  so go tell that cat to find himself another    as long as I'm breathing there's a chance  (oh baby there's a chance)  call me love struck, sensitive, maybe I'm just plain whipped but I believe in this here romance    let the days change, time go by  other girls, other guys  I'm still here, there's no surprise  I ain't movin'  played around, had my fun  girl I know that you're the one  deeply rooted cause we're suited  I ain't movin'    see baby, I know you think you know me  but I guarantee you that I'm a changed man  so I come to you on bended knee  I'm ready to take your hand  now I'm telling you  that neither wind, sleet, snow, rain, hail, earthquake  I'm not leaving you  trust me, I'm not moving!    let the days change, time go by  other girls, other guys  I'm still here, there's no surprise  I ain't movin'  played around, had my fun  girl I know that you're the one  deeply rooted cause we're suited  I ain't movin'"
  Jacquees  ,B.E.D. (Remix) (Feat. Ty Dolla $ign & Quavo),Aye aye we only drinkin' GTV When we with Stunna ya dig what I'm sayin' So much water on me like I'm gettin' sea sick yeah it's the remix Jacquees Huncho so many chains on me 'Dolla $ign Nash B chillin' I know you wanna ride it's just you and me skrt So wet I wanna dive like I'm in the sea splash We livin' comfortably yeah She get addicted to the palm trees palm trees I'mma keep it honestly honest Pull up and the horn'll beep She can sting like a bumble bee sting But she rather be under me We go to Barbados we makin' tornados She fuckin' up all the sheets I ask if she smoke and she told me no I'm smokin' up all the weed The first day I hit it she tell all her friends And now they on to me Say what it is whatcha wanna know These hoes fallin' out like dominos I got diamonds in my piece Yeah I got diamonds in my piece Couple bands from another show Do it on her now she want some more They still be lookin' out for 'Quees They still be lookin' out for 'Quees Broke niggas miss the old me keep flexin' Yeah lil' shawty couldn't hold me I been fucked on the homies Think it might be the Rollie Remix on a bih Quavo sangin' to the bitch Dolla sangin' to the bitch I'm Jacquees I'm tryna hit I know you wanna love but I just wanna fuck And girl you know the deal I gotta keep it real I know you wanna see I know you wanna be In my B.E.D. grinding slowly I know you wanna love but I just wanna fuck And girl you know the deal I gotta keep it real I know you wanna see I know you wanna be In my B.E.D. grinding slowly Ty Dolla Sign Know you wanna ride it know you want me deep inside it Know I be strokin' just might motor boat ya Baby oil rub you down in baby oil Now you shinin' look just like a diamond Young nigga and I'm rich Dolla need a bad bitch Dolla need that new Rolls with the stars in the ceiling She promise she can take the D promise she won't catch feelings Dolla I can take the D And I won't tell Jacquees I know you wanna love but I just wanna fuck And girl you know the deal I gotta keep it real I know you wanna see I know you wanna be In my B.E.D. grinding slowly I know you wanna love but I just wanna fuck And girl you know the deal I gotta keep it real I know you wanna see I know you wanna be In my B.E.D. grinding slowly Fast life gettin' faster Jacquees say what Rollie wrist I'm the shit say yeah 22 with no kids say yeah I'ma rain on a bitch say yeah really rain on a bitch say yeah Rollie wrist I'm the shit say yeah 22 with no kids say yeah I'ma rain on a bitch say yeah really rain on a bitch say yeah Rollie wrist I'm the shit say yeah 22 with no kids say yeah I'ma rain on a bitch say yeah really rain on a bitch say yeah Rollie wrist I'm the shit say yeah 22 with no kids say yeah I'ma rain on a bitch say yeah really rain on a bitch say yeah I got diamonds on my Rolex say yeah I got diamonds on my chain say yeah Give her the big dick baby say yeah I'm gon' pour the champagne say yeah GTV with the Sprite say yeah Tryna pour a lil' ice say yeah I didn't want you 'till I had ya say yeah Made the bitch a bath say yeah Fast life gettin' faster say yeah Fast life gettin' faster say yeah Fast life gettin' faster say yeah Fast life gettin' faster say yeah Fast life gettin' faster say yeah Fast life gettin' faster say yeah Fast life gettin' faster say yeah Fast life gettin' faster say yeah
  Joss Stone  ,Love Me,Yeh are you diggin on me Yeh yeh yeh Im diggin on u now baby Yeh do u wanna little bit of my love Yeh wait a minute wait a minute  All the time i knew that you loved me Because you were always there Could i be that mistaken Believing that you really care  In the presence of all my friends You'll still be holding my hand And you promise me faithfully That you will be my only man  Yeh are you diggin on me Yeh yeh yeh Im diggin on u now baby Yeh do u wanna little bit of my love Yeh wait a minute wait a minute  Everytime i walk down the street with you Im as proud as a girl can be Just 2 no that u r mine And all that good loving belongs to me  In the presence of all my friends You'll still be holding my hand And you promise me faithfully That you will be my only man  Yeh are you diggin on me Yeh yeh yeh Im diggin on u now baby Yeh do u wanna little bit of my love Yeh wait a minute play it for my little bebo  In the presence of all my friends You'll still be holding my hand And you promise me faithfully That you will be my only man  Yeh are you diggin on me Yeh yeh yeh Im diggin on u now baby Yeh do u wanna little bit of my love Yeh wait a minute your love is super oh baby See im trying to tell you Your love is super duper Super yes it is yes it is Your love is Your love is super Are you diggin on me coz im diggin on you Im just trying to tell you Oh this love is super duper Wait a minute
  원써겐  ,Be My Day (Feat. 김호연),20대가 끝날 때쯤에 아무것도 이룬게 없는 내 인생 불안한 마음 돌아보니 별거 아냐 그럴 때가 한번씩 다 있을 거라고 믿어 어떡해야 날 믿어 쓸데없는 걱정인데 지나보면 정말 쓸데 없었던 걸 알게 돼 아직 일어나지 않은 일들 뿐인데 행복을 난 선택해 햇살은 날 비추네 언제 마지막 우리 웃었던 날이야 바라봐 저 하늘을 원해야 할 수 있어 What I wanna be 내 손에 달려있었지 Let's make my day yeah 오늘의 날 기다려왔어 baby Take my way yeah You and I 느낄수 있어 Let it be my day Baby let it be my day 하고 싶은대로 해도 돼 어차피 그렇게 흘러갈걸 알아 아마 안될거란 말이 정말 나를 위한 걸까 생각 해줘 고마워 거기 까지면 됐어 남과 다른 게 불안해 확인받고 싶은 마음 아무도 날 모를걸 내가 어디까지 갈 수 있는지 You never know 행복을 난 선택해 햇살은 날 비추네 언제 마지막 우리 웃었던 날이야 바라봐 저 바다를 원하면 할 수 있어 망설이지마 이미 난 알고 있어 나를 내 꿈을 Let's make my day yeah 오늘의 날 기다려왔어 baby Take my way yeah You and I 느낄수 있어 Let it be my day Hello Hello Hello Hello Hello Hello Baby let it be my day Hello Hello Hello Hello Hello Hello Be my day Baby let it be my day Be my day
