title,reviews
"먹는 존재 (I Eat, Therefore I Am)","어제 여의도 IFC몰에 있는 CGV 2관에서 열렸던 웹드라마 '먹는존재' 시사회를 다녀왔다.

시사회에 초대 받아 다녀온 것인데 루피형아는 이번에도 역시나 혼자서...ㅠ_ㅠ^
(괜찮아,괜찮아,조조영화도 혼자 보는데 뭐~>_<)

시간이 이른 오후라서 회사에 다니는 친구들이 될 리가 없지...

여튼 카메라 들고 출똥~!

오랜만에 가보는 여의도 IFC몰이었는데 거의 초반(?)에 몇 번 가봐서 그랬는 지 지금은 상점이 많아졌다.

물론 다 프랜차이즈지만...

서론이 너무 길다(?), 바로 시작해볼까한다.

루피형아가 직접 다녀온 '먹는존재' 시사회 현장 속으로 고고.












먹는존재 (2015)

안영미 / 노민우 / 유소영 / 이병헌

코미디/로맨스 / 웹드라마









웹툰이 원작이라는 '먹는존재' 는 천만 조회수를 기록하기도 했다는 작품인데 나,루피형아는 솔직히 웹툰은 몰랐다.
개인적으로 웹툰보다는 웹소설을 좋아하는 지라 >_<

폰트부터 뭔가 알콩달콩 귀여운 느낌이 가득한데?









대충 줄거리를 이야기 해보자면 안영미는 작가를 꿈꾸는 작가지망생이지만 현실은 너무나도 현실적인 직장인이다.

하지만 자신의 꿈을 위해 글을 쓰면서도 원고를 여기저기에 보내는 열정도 가득한 평범한 여자(?)다.











회사를 비롯해서 여기저기서 스트레스를 받는 우리들의 현 모습을 아주 잘 묘사해놓았다.

작품 제목이 '먹는존재'

사실 제목이 뭔가 아리송했고 장르가 뭘 지 내심 걱정도 들면서 궁금했던 게 사실,
하지만 드라마를 보면서 알 수 있듯이 우리가 살아가는 이유,
살기 위해 먹는 것?
먹기 위해 사는 것?

고로 나는 존재한다.

대충 이런 메세지를 던지는 듯한 느낌적인 느낌이 충만하다.

먹는 거 빼면 우리에겐 아무것도 없는 인생이니까...









극장에서 직접 보았다.

1화부터 10화 마지막까지 말이다.

실제로는 웹드라마답게 회당 10분 씩 이어지는 건데 어제는 시사회 겸 제작보고회가 있던 날이라 초대된 사람들에겐 한 편의 영화처럼 10화까지 쫘악 볼 수 있었다.

사운드가 사운드인 지라 주인공들이 유독 먹는 장면이 많은데 그 뭐랄까...

양념 소리? 씹어먹는 소리가 어찌나 귀에 크게 들리던 지...ㅠ_ㅠ

갈비찜보고서 정말 먹고싶었다.

떡볶이는 어렸을 때 먹고 체한 뒤로 별로 안좋아하는데 안영미와 유소영이 얼마나 맛있게 먹던 지...내 입이 아주 고생이었던 현실...-_-;









남자주인공 노민우,
역시...노민우는 내가 생각해도 정말 꽃미남이다.

일본의 자니스주니어라고해도 절대 꿀리지 않는 미모랄까?













안영미와 노민우는 우연찮게 만나게 되어 서로에게 호감을 얻어 사랑하게 되는 연인사이로 발전하는데
드라마를 보면 알 수 있겠지만 그 과정들이 정말 너무 웃기다. >_<









우주 최강 꽃미남.

알아,알아,나도 알아









사실 그냥 이상한놈 ㅋㄷㅋㄷ

맞다, 드라마에서는 사실 이상한 사람이다.









쨘~ 이제부터 루피형아가 직접 찍은 현장 사진들 공개~!

4시 반부터 티켓 배부였는데 본의아니게 너무 일찍 가서...

오랜만에 아비꼬에서 혼자 규동을 찹찹하고 딱 네 시 반에 2관 앞으로 당당히 걸어가 나를 소개(?)하고나서 받은 티켓과 가래떡(?)









이게 티켓이다.

보아하니 영화블로거들 명단을 살짝 봤는데 대충 열 팀?

내가 그 안에 들어있다니...승리다,승리 >_<

더 좋은 건 내가 1순위로 도착해서 좌석을 제일 먼저 정할 수 있었다.

대박 특권.

통로 쪽 자리 주세요~!









가래떡 세 개가 들어있는 떡선물.

팬클럽에서 준비한 거란다.

딱 봐도(?) 노민우 팬클럽에서 팬들이 준비한 선물 같았다.

노민우 팬클럽이 절반이 왔었음...>_<









집에 와서 생각나는 바람에 예쁜 가래떡은 밤 11시가 다 되서야 집에서 하나 집어먹었다.

근데 안에 들어있던 작은 통...혹시 조청인가?

써있지를 않아서 맛을 못봤는데...혹시나 이 포스팅을 노민우 팬클럽에서 보신다면 누가 좀 알려주세요 ^-^









솔직히 넓은 상영관은 아니었지만 독립영화같은 작품을 상영하기에 딱 좋은 곳 같았다.

내가 앉은 자리.

저 앞에서 무대인사를 하겠지?









그리고 다섯시 쯤 진행된 배우들 무대인사.

왼쪽부터 안영미 누나, 그 옆에 배우 유소영,그 옆에는 감독 이병헌, 그리고 맨 오른쪽은 노민우.









와...근데 안영미 누나 정말 거짓말 하나도 안보태고 진짜 예뻤다.

실물 보면 깜짝 놀랄 걸? >_<

무슨 아이돌 같아 ㅋㄷㅋㄷ

몸매도 날씬하고 정말 말로 표현 할 수 없을 정도로 진짜 예뻤다.









배우 유소영.

극중 안영미의 절친.

어디서 많이 봤고 어디서 많이 들어본 이름이었는데 나는 속으로

""설마....? 설마..그...?""

검색해보니 내 생각이 딱 맞았다.

애프터스쿨 1기 멤버였던 유소영이 맞다.

애프터스쿨 맨 처음 5인조로 데뷔했을 때 내가 참 좋아하던 멤버 두 명이 있었는데 유소영과 주연.

갑작스레 탈퇴를 한 유소영을 잊을 수 없어(?) 당시에 싸이월드에 자주 놀러갔던 기억이 난다. -_-;









우리 유소영님,
앞으로 꼭 승승장구하시길 팬으로써 기원합니다~

이렇게 확실히 알았으면 더 찍을 걸...ㅠ_ㅠ









그리고 노민우.

많이 찍었는데 집에 와서 보니 빛 반사에, 흔들린 거에...노민우 사진은 이거 하나 건졌다 ㅠ_ㅠ
아,놔...

노민우는 천만영화 '명량' 에서도 활약을 보여줬던 배우,
(일본 쪽 배역이었고 영화에서 화살에 눈을 맞아 바다로 떨어지던 그 배우!)

그리고 변정수와 나왔던 드라마 뭐였지? 거기에도 나오고.

데뷔는 2005년? 2006년? SM 락그룹 '더 트랙스' 로 데뷔했었다.

더 트랙스에서 '로즈' 라는 예명으로 드러머 담당이었고 동방신기 다음으로 데뷔를 했던 지라 SM에서도 나름 투자를 많이 했었던 걸로 아는데
반응이 별로여서 탈퇴를 하고 배우로 전향하게 된 노민우.

노래 꽤 괜찮았고 메인보컬고 강타를 많이 닮아서 굉장히 잘 생겼던 걸로 기억하는데 시대를 너무 앞서간 컨셉이었나...?

당시 압구정동에서 알바를 하던 난 로데오거리에서 노민우를 자주 봤었다.

내가 알바하던 곳에도 몇 번 왔었고.

머리 노랗게 염색해가지고 홍수아와 다른 친구들과 로데오거리를 누비던 노민우 참 신비했었던 기억이 난다.

근데 그 때는 키가 그렇게 안컸었는데 그새 큰건가? 아니면 오랜만에 실제로 봐서 그런가...키 많이 컸다 >_<
(누가 보면 노민우와 어릴 적부터 보던 사이인 줄...ㅎㅎ)

여튼 그 때나 지금이나 예쁜 남자는 맞다.








근데!!!

무대인사가 끝나고 배우들이 나의 바로 앞 좌석에 앉았다!!!

대박,대박,대박사건!!!

그럼 같이 보는거야?

스무살 때 '하류인생' 을 클릭비의 노민혁과 같은 좌석에 앉아서 봤던 적,
유진누나와 같이 봤던 '그 남자의 책' ,
엔알지의 문성훈과 같이 봤던 반지의제왕...

근데 이번에는 나의 바로 앞 좌석에 노민우와 유소영,이병헌감독,안영미가 앉다니......




 


'먹는존재'가 끝나고 자리에서 일어나는 배우들,
앞에 지나가는 유소영과 안영미누나,
진짜 예쁘다, 지금 생각해도 정말 예뻤던 ㅠ_ㅠ


보는 내내 노민우가 스크린에 나오면 앞에 앉아있던 팬클럽이 어찌나 환호를 하던 지...

""꺄아아~""

안영미와 베드신에서는 

""꺄아아~! 안돼~""

바로 뒤에 앉아있던 내가 노민우와 안영미를 살펴본 결과 팬들이 소리를 지를 때면 노민우도 싱글벙글하더라,
앞에 앉아 있어서 팬들은 노민우가 어떻게 보고 있던 지 잘 모르셨겠지만 여튼 뒤에서 내가 직접 본 노민우의 모습은 그랬다. >_<

베드신에서는 안영미누나 역시 호탕하게 아주 ""하하하"" 하고 웃으셨던...

덕분에 즐거움이 두 배였다.



 


웹드라마 '먹는존재' 메인 예고편.

방영날짜 : 2015년 11월 12일 목요일 밤 11시부터 25일까지. (평일)

총 10부작 (회당 10분)


'먹는존재' 를 직접 볼 수 있는 곳은 네이버TV캐스트.


http://tvcast.naver.com/ieat
웹드라마 먹는 존재 | 네이버 TV캐스트
tvcast.naver.com

윗 링크를 타고 들어가면 볼 수 있다.

이 작품을 볼 때 주의해야 할 점이 하나 있는데 그것은 바로 먹는 것,
그냥 잘 수 없을걸? >_<


저를 이웃으로 추가하시면 최신영화 리뷰를 비롯해 공포,스릴러,액션 등 모든영화의 솔직한 리뷰를 매일 보실 수 있답니다.


* 아래에서 가시기 전 공감 버튼 한 번씩 클릭해주시는 거 아시쥬 ~? *




먹는 존재
감독
이철하
출연
안영미, 노민우
개봉
2015 대한민국
평점
리뷰보기"
"먹는 존재 (I Eat, Therefore I Am)","먹는 존재
감독
이철하
출연
안영미, 노민우
개봉
2015 대한민국
평점
리뷰보기

보통 먹고 살기 위해 일한다고들 하죠.
그런데 살다 보니 반대인 것 같아요.
가끔은 일하기 위해 먹는 것 같달까요.

출근/등교 때문에 아침을 굶고
일/공부 때문에 점심을 대충 때우다 보면
어느새 저녁 시간.

그러다 보면 일주일이 가고 한 달이 가고.
그래서 지금은 12월이고. 이제 2016년이고...

<먹는 존재>는 좀비 같은 일상에 작은 깨달음을 줘요.
아, 그렇구나. 나는 먹을 수 있는 존재구나.
이 사람 저 사람 속에 섞여 있는 사람이구나.

가끔 보면 적(敵)을 너무 쉽게 만드는 게 아닌가 싶어요.
나한테 일을 넘겼다고 해서, 약속에 늦었다고 해서,
심지어는 지하철에서 나를 밀었다고 해서,
순간순간 적을 만들곤 하는데요.

이 <먹는 존재>는 나의 적조차 '먹는 존재'라는 걸 보여주거든요.
10분 남짓한 10회짜리 영상을 차근차근 보다 보면
어느새 무릎을 탁 치는 거에요.

대단한 걸 좇으며 사는 것 같아도 사실 별것 없구나.
그들도 먹을 수 있는 존재구나. 사람이구나.
그래, 먹자. 먹고 풀자.

예전부터 알고 있었지만 연기자 안영미의 생활 연기는 흠잡을 데 없고요,
어색한 연기조차 잘생긴 가수 겸 배우 노민우는... 네, 감사합니당♡
걸그룹 출신이라는 배우 유소영은 예리 캐릭터에 매우 잘 맞았고요,
본업이 감독이라는 배우 이병헌은 왜 하필 바람둥이로 나오는지...(연기는 굿)
누구라도 이 웹드라마를 본다면 잔잔한 위로를 받을 수 있을 꺼에요 ㅎㅎ
(먹는 존재 보러 가기)

======


제1화 굴이 바다를 헤엄치는 방법

제2화 우리는 늘 떡볶이와 함께였다

 제3화 잊고 있던 사랑의 맛

제4화 내 꺼인 듯, 내 꺼 아닌, 내 꺼같은..

제5화 넣으면 뭐든 맛있어지는 마법의 맛

제6화 우리의 비극은 투뿔 꽃등심에서 비롯되었다


제7화 알탕은 라면이 될 수 없다


제8화 진심이 담기면 식어도 맛있다


제9화 당신과 나의 차이는 육개장 한그릇


제10화 접시마다 새로운 인생의 맛 "
"먹는 존재 (I Eat, Therefore I Am)","웹 드라마 '먹는 존재'는 웹툰이 원작인 작품으로 나는 운 좋게 만화 카페에서 단행본으로 먼저 만났다. 



<먹는 존재>의 줄거리는 평범한 것 같으면서도 남다른 등장인물들이 아주 매력적이다. 주인공인 '유양'은 사회에 부정적인 인물이면서 걸출한 입담을 자랑하는 작가 지망생이다. 남자 친구 '박병'은 에일리언을 사랑하는 마음이 한없이 착한 게임 디자이너이고, 유양의 친구 '예리'는 남자 친구와 만났다 헤어지길 반복하는 지루한 연애를 하지만 결국엔 원하는 걸 가지게 되는 욕심 있는 여자다.



웹 드라마에서 가장 놀랐던 건 원작 만화와의 싱크로율인데 '유양'은 안영미가 맡아 미친 싱크로율을 보여주었다. 나머지 등장인물들도 원작과 비슷한 느낌으로 캐스팅되었는데 가장 반대는 유양의 남자 친구 역할인 '박병'이었다. 원작에서는 못생긴 편으로 보이나 드라마에서는 아주 잘생긴 노민우가 연기했다. 로맨스의 재미를 더 살리기 위해서였던 거 같은데 잘생긴 박병도 보는 즐거움이 있었다. 

극 중에서 유양은 작가 지망생으로 나오는데 그래서인지 대사들이 거칠면서도 아주 찰지다. '배고픔이란 질 낮은 양아치 새끼 같은 거야 이 새낀  내 기분은 생각도 않고 삼시 세끼 꼬박꼬박 수금하러 다니잖아' 라거나 '혹시 엄청나게 잘못 살아온 건 아닐까? 브라자 아래 좀 긁으려다 총 꺼낸다고 오해받는 여자가 세상에 몇이나 되겠냐' 같은 대사들이 넘쳐난다.

유양이 바라보는 세상은 우리가 마주하는 세상이다. 그러나 유양이 우리를 대신해 시원하게 욕을 해주고 진상이었던 김 부장에게 연민을 느끼기도 하며 세상에 당당하게 나아간다. 제목처럼 음식에 대한 이야기도 나오지만 조금 색다른 마라탕 같은 웹 드라마 '먹는 존재'였다.


먹는 존재
감독
이철하
출연
안영미, 노민우, 유소영, 이병헌
개봉
2015.11.12. 대한민국
평점
리뷰보기
 "
메이드 인 차이나 (Made in China),"김동후 감독의 연출작이자 김기덕 감독의 여섯 번째 제작, 각본 영화 <메이드 인 차이나>
영화 <메이드 인 차이나>는 김기덕 감독의 제작, 각본 영화이자 김동후 감독의 연출작입니다. 제16회 전주국제영화제에서 코리아 시네마 스케이프 부문으로 상영된 영화입니다. 한국 배우 박기웅이 중국인 첸 역을 맡고, 배우 한채아가 미 역을 맡았습니다. 중국산 장어를 수출한 양식업자 첸이 중심이 되어 이야기가 진행됩니다. 자신의 장어가 수은이 검출되어 전량 폐기당하여, 문제가 없다는 것을 밝히기 위해 한국으로 밀입국합니다.
영화 <메이드 인 차이나> 전체적인 줄거리
중국에서 장어를 수출하는 첸(박기웅)은 자신이 수출한 장어에서 수은이 검출되어 전량 폐기당하는 일이 발생합니다. 아버지는 이야기를 듣고 쓰러지고, 첸은 자신의 장어가 문제가 없다는 것을 밝히기 위해 한국으로 밀입국하게 됩니다. 식약청까지 찾아가서 한국어로 쓰인 피켓을 들고 자신의 장어는 문제가 없고, 재검사해달라고 요구합니다. 이러한 과정에서 식약청에서 검사하는 미(한채아)에게 쫓아가 자신의 장어를 검사해달라고 요구하고, 그 뒤로 자신의 장어에 대한 의혹을 밝혀내려고 합니다.
영화 <메이드 인 차이나> 감상평
영화 <메이드 인 차이나>는 환경오염이라는 큰 주제에서부터 우리나라 일부의 부조리한 현실, 그리고 사람들 사이의 이야기를 담은 영화입니다. 진실을 밝히지 않고 숨기는 것과 관련하여 무엇을 말하는지는 확실히 알겠으나 초반부에서 중반부가 넘어갈 때 갑자기 진행되는 남녀 간의 이야기들은 이해하기 어려웠습니다. 전체적인 주제에서 나오는 인물인 양식업자, 그리고 식약청 검사원의 관계는 어느 정도 연민 때문에 도와주는 정도였다면 어땠겠느냐는 생각도 들었습니다. 왠지 모르게 불법적으로 밀항하고 한국어는 아무것도 몰라 아무런 대화도 못 해봤어도 얼굴이 잘생기고 몸만 좋으면 다이냐는 부정적인 생각도 들었네요.
 남자는 중후반부에 여자에게 잘 해주지만, 여자가 하는 행동들로 '메이드 인 차이나'. 즉, 환경문제와 더불어 중국에 대한 선입견, 고정관념 같은 부분을 잘 꼬집은 영화입니다. 또한 ,남자가 자신의 장어에 대해 밝혀나가면서 자기의 이익을 채우기 위해 나쁜 일을 하는, 그리고 그것을 눈감아주는 부조리한 현실도 잘 꼬집었고요.
하지만 영화는 개연성이 부족하였고, 그러므로 등장인물의 감정과 행동을 이해하기 어려웠습니다. 영화가 담고 있는 환경, 부조리, 편견 등의 주제는 참으로 좋았고, 무슨 말을 하려는 지는 파악할 수 있었지만, 살짝 과하다는 느낌의 남녀 간의 관계 등은 아쉬웠습니다.
'메이드 인 차이나'
솔이의 영화블로그
2015년 극장 관람 81번째 영화
2015년 69번째 후기 (#91)
제 16회 전주국제영화제 관람 7번째 영화
- 박기웅 닮았다 했더니 박기웅이더라. 끝나고 엔딩크레딧 때 알았다.
- 중국어 잘하는 듯?
메이드 인 차이나
감독
김동후
출연
한채아, 박기웅
개봉
2014 대한민국
평점
리뷰보기
 "
메이드 인 차이나 (Made in China),"메이드 인 차이나 언론배급 시사회에 다녀왔습니다

김기덕 작품의 조연출이였던 김동후 감독의 첫 데뷔작입니다
현재는 군복무중인 박기웅과 여배우 한채아, 신예배우 임화영이 함께 했는데요
기존에 김기덕 감독의 작품을 좋아하거나 보신분들이라면
이 작품에 흥미를 느끼셨을거라고 보여집니다
하지만 음... 권해 드리고 싶지는 않군요

과연 이 작품을 통해서 무엇을 말하고 싶어하는지에 대한 의문이 생깁니다
장어를 들고 밀항을 하는 자가
한국에 와서 수은검사를 하는 식약청 여직원과 벌어지는 이야기
아니 그런데... 왜 뜬금없는 러브라인이 생기는거죠?
여기서 아주 초보적인 실수의 오류가 생기는데요
그건 바로 배우의 이미지로 극의 흐름이 진행된다는 점입니다
이는 매우 위험한 요소죠

배우의 마스크, 외모만으로 즉, 첸 (박기웅)과 미 (한채아)가
서로 미모의 남녀고 활기 왕성한 젊은이라서 그럴수도 있다고 생각합니다
하지만 꼭 그렇게 이야기의 흐름이 가야만 했을까요?
도대체 섹스가 꼭 들어가야만 합니까?

이야기는 점점 산으로 가고
과연 관객은 도대체 이 작품을 통해서 무엇을 느끼며 어떠한 메시지를 받을 수 있을까 하는
염려 아닌 염려가 생기며 아쉬움을 토로하게 됩니다





영화가 끝나고 기자들의 질문타임
일반적인 관객과의 대화 GV에서는 관객들이 정말 궁금해하는 영화적 질문들이 나오거나
흥미로움을 유발시키는 기가막힌 질문들이 쇄도합니다

하지만 언론시사회는 많이 다르죠
그래서인지 질문들도 매우 단순하고 평범하더군요

배우나 감독은 언론시사회를 조금은 두려워 하는 편입니다
왜냐면 일반적인 시사회를 참여하는 관객은 제 아무리 파워블로거나 팔로우가 많은 트위터라 할지라도
언론에게는 새발의 피 같은 존재거든요
그만큼 언론에서 다뤄지는 기사가 어떻게 쓰여지냐에 따라서
영화의 흥행이나 작품성에 대해서 선입견이 주어질 수 있습니다
무엇보다도 언론시사회는 국내에서 가장 먼저 치뤄지는
감독, 배우, 배급사, 제작사에게는 시험의 순간이기도 하죠





기자들의 질문수준... 참으로 대단하시더군요
말도 하기 싫을 정도입니다
그리고 이건 무슨 기자인지 사진촬영작가인지
뭐 하기야 배우들의 아름답고 멋진 사진을 볼려고 신문검색하는 분들도 많아서 이겠지만요
어제 메이드 인 차이나 언론사들 기사를 보니...
이게 무슨 기사인지 트윗에 한줄 찍 써놓은건지
고급 카메라 장비로 찍은 고화질의 사진으로
자신의 저급한 글을 감출수는 없다고 생각되어집니다

모든 기자분들이 그렇다는건 아닙니다
훌륭한 분들도 많죠

하지만 이러한 저급한 기자들로 하여금
언론시사회장이 그냥 잠시 시간만 때우고
배우 사진이나 찍어서 글 올리고 월급을 받는다는
오명을 받는 일이 아닌가 하는 생각을 하게 된다고 보여줍니다




동영상이 첨부되었습니다. 원본보기

 예고편




메이드 인 차이나
감독
김동후
출연
한채아, 박기웅
개봉
2014 대한민국
평점
리뷰보기

저의 평점은 10점 만점에 4점입니다

영화는 모든 사람이 함께 이야기 하고 토의할 수 있는
에피소드를 제공해 주어야 된다고 봅니다
아무리 좋은 장면에 숨겨둔 메시지를 넣어둔들
그것을 관객들이 쉽게 알아채지 못하면 그 작품은
평단과 관객에게 매몰찬 혹평이 아닌 그 보다 무서운 무관심을
받을거라고 봅니다

6월 25일 개봉입니다
청소년관람불가구요

김기덕 감독 작품정도의 파격적인 노출은 없어요
혹여나 한채아, 임화영의 노출을 감상하려고 이 작품을 찾으신다면
과감히 없다고 말씀 드리겠습니다

하지만 영화 전공자거나 영화를 공부하시는 분들이라면 꼭 보세요
이렇게 연출을 하면 안되고 이렇게 배우 연기 지도를 하면 안되는다는 것을
배우실 수 있는 좋은 작품입니다

그렇다고 배우들이 연기를 잘 하는데 연출이 문제였냐?
배우들도 고만고만입니다 "
메이드 인 차이나 (Made in China)," 



충돌하는 욕망, 침묵하는 진실


<메이드 인 차이나>

언론시사회 성황리 개최!
편견 없는 소통을 꿈꾸며
대한민국에 새로운 화두를 던지다!











중국산 장어를 둘러싼 충격적인 실화를 바탕으로 한 영화 <메이드 인 차이나>가 지난 19일 롯데시네마 에비뉴엘에서 언론시사회를 성황리 개최했다.


김동후 감독 “영화의 메시지가 소통과 화해인 만큼, 편견 없이 봐주시길!”

한채아 “대사가 아닌 몸짓, 눈빛 연기! 점점 빠져들었다!”

임화영 “한달 동안 중국어 스파르타 연습! 연변 사투리는 현장실습 통해!”

  







오는 6월 25일 개봉을 앞둔 영화 <메이드 인 차이나>가 지난 6/19(금) 언론시사회를 성황리 개최했다. 

이날은 첫 데뷔작으로 대중과 만나게 된 김동후 감독을 비롯해 배우 한채아, 임화영이 함께해 자리를 빛냈다.










국적도, 언어도 다른 중국인 ‘첸’(박기웅 분)과 알 수 없는 감정에 빠져들어가는 식약처 검사관 ‘미’ 역할을 맡은 한채아는
 “시나리오를 보고 대사가 아닌 몸짓, 눈빛 하나하나로 감정을 전해야 한다는 점에서 흥미를 느꼈다.”고 작품을 선택한 이유를 밝혔다. 

뒤이어 “촬영을 하면서 점점 몰입이 됐던 작품인 것 같다. 

처음에 어떻게 표현해야 할지 어려웠지만, 
감독님과 이야기를 많이 나누며 점차 캐릭터에 빠져들 수 있었다. 

이러한 모습이 관객 분들에게 잘 전달이 되었으면 좋겠다.”고 연기 소회를 전했다.





 





낯선 한국으로 밀항해온 연변 출신 ‘길림성’ 역할을 맡은 임화영은 “낯선 사회에서 꿋꿋하게 버티며 살아가는 길림성의 모습이 매력적으로 다가왔다. 

또한 이 영화를 보고 우리가 갖고 있는 편견, 
인식들이 조금이나마 바뀌었으면 하는 바람에서 이 작품을 선택하게 되었다.”고 전했다. 

한국어, 중국어, 연변 사투리를 소화해낸 소감에 대해서는 “한달 동안 스파르타 교육을 받았다.

 중국어에 능통한 연출부 친구가 있었는데, 감독님보다 더 무서웠다. 

(웃음) 연변 사투리는 실제 한국 식당에서 일하고 계시는 분들을 찾아가 행동과 억양 등을 옆에서 보면서 배웠다.”고 밝혔다.











한편, 김동후 감독은 “이 영화는 ‘메이드 인 차이나’라는 편견과 불신을 통해 한국사회의 문제를 지적하는 작품이다.”고 연출의도를 밝히며, 
“김기덕 필름의 영화에 대해 많은 사람들이 편견을 갖고 있다. 

이 영화가 편견과 소통에 관해 이야기하는 작품인 만큼, 
보다 많은 관객 분들과 만나 김기덕 필름에 대한 색안경이 사라질 수 있는 계기가 되었으면 좋겠다.”고 바람을 전했다.

한국사회에 숨겨진 이면을 중국산 장어라는 독특한 소재로 스크린에 옮겨낸 영화 <메이드 인 차이나>는 오는 6월 25일 개봉한다.










진실에 목숨을 건 남자, 진실을 숨겨야 사는 여자.

한국에 수출한 장어에서 수은이 검출돼 전량 폐기처분 당할 위기에 처한 중국인 ‘첸’(박기웅)은 쓰러진 아버지를 대신해 한국으로 밀입국한다. 

‘첸’은 장어의 재검사 요청을 위해 무작정 식품안전처로 향하고,
그곳에서 검사관으로 일하는 ‘미’(한채아)와 만나게 된다. 

국적도, 언어도 다른 두 사람 사이에 미묘한 기류가 흐르기 시작하고, 
숨겨진 진실은 그들의 관계를 파국으로 치닫게 하는데…




 



메이드 인 차이나
감독
김동후
출연
한채아, 박기웅
개봉
2014 대한민국
평점
리뷰보기"
