title,reviews
극장판 파워레인저 트레인포스VS 다이노포스 THE MOVIE,"헐! 대.박.사.건!
이 소식을 안 전국의 어린이들은 11월이 
마구마구 기다려 질꺼임ㅋㅋㅋ





그거슨 바뤄!
<파워레인저>  극장판 개봉!!



아나 우리 어린이들 현기증 나겠네..ㅋㅋㅋ
그래서 개봉이 언제라구여?
11월 26일! 따 - 악! 한달 남음!!




이번 시리즈는 어린이들의 폭풍 인기를 얻고 있는
트레인 포스와 다이노 포스의 역대급 조합으로
이거슨 기대가 엄청 되는 경향이 없지 않고 엄청 기대됨!!





벌써 예매 준비하고 있을 것 같다ㅋㅋㅋ
이번 극장판 놓치면 나중에 어른되서도 후회할 거 같으다



내 주변 조카, 동생, 어린이들 
다 데리고 극장으로 궈궈씽 해야겠음!!

<극장판 파워레인저 트레인포스 
VS 다이노포스 THE  MOVIE>

11월 26일 대 개 봉!"
극장판 파워레인저 트레인포스VS 다이노포스 THE MOVIE,"    지난주 <극장판 파워레인저 트레인포스vs다이노포스>를 보고왔네요~
파워레인저 다이노포스는 한참 시리즈 유명할때
여러번 보았는데 트레인포스와 함께 하는 파워레인저라고 하니
아이들은 광고방송만 보고도 보고싶어 흥분하더라구요
워낙 아이들이 좋아하는 저도 파워레인저는 어느 정도는 알겠더라구요 ㅎ
워낙 많은 파워레인져들이 있기에...
근데 이번에 보니 유치하다고 생각했던 다이노포스가 왠지 더욱더 멋지게 느껴지더라구요
눈이 익숙해진건지 모르지만 킹...너무 멋져요^^
    영화시작전 리플릿에 푹빠져있네요...
이날에는 리플렛이 파워레인져로 채워져 있더라구요
그래서 더 흥분한 아이들이네요...
    영화평점을 작성하면 주는 스티커네요...
아이들 집에가는 길에 스티커한장씩 가방에 붙여가면서
시간가는줄 모르고 지하철 지나쳐버린건 비밀 ㅋ
    유니폼이 달라붙는데도 참 몸매들이 좋은신것 같아요...
제가 보는데도 참 멋지더라구요
트레인포스와 다이노포스
전투력은 다이노포스가 있고
트레인포스는 트레인을 지키는 역활을 하기에
전투력은 그리 강하진 않더라구요
트레인포스는 처음이라 싸움을 잘 하지 못하는 것을 보고
조금 당황했지만
나중에 이유를 알고는 이해가 되었네요~
    죠기 다이노포스의 킹의 모습이 보이나요
전 시즌때와는 완전 다른 짧은 머리를 하고 약간 마른 외모로
영화를 보면서 줌마부대가 깜짝놀라고 탄성이 절로 나왔답니다 ㅋㅋ
너무 잘생겨서 ㅎㅎ
저도 어쩔수 없나봅니다. 암튼 너무 멋지게 변신해서 좋았답니다.
    지구에 어느날 떨어진 거대물체
악의 창조주 ""데비우스""가 깨어나고 있고
데비우스의 힘에 의해 트레인포스멤버들의 힘이 약해져
어린아이로 변해있는데
트레인포스와 다이노포스가 힘을 함쳐
데비우스가 깨어나기전 파괴하기로 하는데
그 과정이 다들 유치하다고는 하지만
전 개인적으로 재미있게 보았네요~
어린 트레인포스의 연기력도 좋았고요
    데비우스의 멋진 모습은 악당이지만
참 간지있더라구요 ㅎㅎ
  트레인 6번과 다이노포스골드의 활약도 재미있게 볼수가 있는데
참 깨알재미요소가 많은것 같더라구요
  영화가 주는 요소와 공연장에서 보여주는 모습은 많이 다르지만
개인적으로 둘다 좋지만
영화가 그래도 스케일이 크니 즐겁고 유익한 시간이 되었네요~
  파워레인져를 좋아하는 아이들이라면 꼭 보셔도 후회없을듯 하네요...
저희아이는 주말에 또 보여달라네요 ㅋㅋ
   "
극장판 파워레인저 트레인포스VS 다이노포스 THE MOVIE,"드디어!!!
11월 26일 개봉하는
<극장판 파워레인저 트레인포스>



시선강탈 메인 예고편 공/개!
애니메이션이라고 무시하면 안됨..
액션 퀄리티가 후덜덜 함 (보고싶다)



이번엔 악당 중에도 어마무시한 악당까지 나와서
파워레인저랑 붙는다고 함..ㄷㄷ







트레인포스와 다이노 포스가 서로 도와서
악의 창조주 데비우스와 맞선다고ㅠㅠ




근데 어떻게 된 일인지,, 어린이 트레인포스들도 등장함..ㅋㅋㅋㅋ
궁금 궁금 !!



어마무시한 악당 데비울스를 무찌를 수 있을지..!!
<극장판 파워레인저 트레인포스 VS 다이노포스 THE MOVIE>
11월 26일 대.개.봉!

 
메인 예고편 풀! 영상 확인하기!
▼▼▼▼▼

http://movie.naver.com/movie/bi/mi/mediaView.nhn?code=135807&mid=28820"
극장판 파워레인저 트레인포스VS 다이노포스 THE MOVIE,"최강 히어로 끝판왕 중에 끝판왕
2015 <극장판 파워레인저 트레인포스>가 극장에서 볼 수 있다고ㄷㄷ


나는 이번에 제일 기대되는게 트레인포스와 다이노포스의 역대급 콤비 탄생임ㅋㅋ
진짜 역대 최강콤비 아님?!! 개 쩔어..!!


이번에는 어마무시한 악당까지 나온다고 함..ㄷㄷ 비주얼부터 무섭..ㅠㅠ



 후덜덜한 악당 '데비우스'가 깨어나기까진 하루!!!! 뿐이고 
이번 시리즈에서는 그 부활을 막아야하는 임무가 있음..ㄷㄷ 


근데 문제는 갑자기 트레인포스가 어린이로 변함..
지구를 구할 수 있을지 심히 걱정..ㅠㅠ 



하지만 나는 알G
공룡과 열차의 최강콤비는 이길 수 있다는걸 알G
데비우스따위 아무 것도 아니G


아 개멋져부러..!!!!  완전 심쿵!!
다시는 볼 수 없을 트레인포스와 다이노포스의 합동 액션!!! 
   <극장판 파워레인저 트레인포스 VS 다이노포스 THE MOVIE>
11월 26일! 다같이 출발!!!!!!!!!"
극장판 파워레인저 트레인포스VS 다이노포스 THE MOVIE,"11월 26일 개봉

<극장판 파워레인저 트레인포스 VS 다이노포스 THE MOVIE>


헐!!! 대박사건!!!!!!!!!! 파워레인저 탄생 40주년으로 
다이노와 트레인이 합쳤다고 함!!!!!



문제는 정체불명의 거대물체때문에 트레인포스의 기술이 악당들에게 안통함!!
거기다 어린아이 모습으로 변해버린다던데ㅠㅠㅠ!!!


악의 창조주 데비우스와 맞서는 트레인포스와 다이노 포스!!!!! 
데비우스가 완전히 깨어날 때까지 단!!!!하!!루!!!밖에 없음!!!! ㅎㄷㄷ...


하지만 문제없숴!!!!! 
최강 콤비로 뭉친 다이노포스X트레인포스의 합동액션이라면!!!!


공룡과 열차, 액션 히어로가 뭉치다니!!
이건 무.조.건. 봐야함!!!!



<극장판 파워레인저 트레인포스 VS 다이노포스 THE MOVIE>

최강 콤비 다이노포스X트레인포스의 불꽃액션이 보고싶다면!

11월 26일!! 극장으로 고고씽!!!!!! "
극장판 파워레인저 트레인포스VS 다이노포스 THE MOVIE,"드디어!! 이번주 11월 26일 개봉을 앞두고 있는 
<극장판 파워레인저 트레인포스VS다이노포스 THE MOVIE>


오오오오!! 드디어 개봉이구나! 


역시 극장판답게 스케일에 스토리까지 완전 대박사건이라
집에서 보던 TV 프로그램과 비/교/불/가!!!!!!!!!!  



무엇보다 11월 26일에 개봉하는 <파워레인저 극장판>에서는
트레인포스와 다이노포스의 최강콤비 불꽃 액션을 펼칠 예정!!!


거기다 악당 중의 악당 데비우스가 깨어나기전까지 온니 하루 뿐ㅠㅠ!!! 
그 전에 무찌러야하는 ㅎㄷㄷ한 미션이 있음...! 

스펙타클 액션씬에 맘 쪼리는 스토리까지!!! 

크으으으!! 완벽함!! 이건 놓치면 10년후에도 후회 할 각임!


<극장판 파워레인저 트레인포스VS다이노포스 THE MOVIE>

다시는 볼 수 없을 트레인포스VS다이노포스의 불꽃액션을 놓치고 싶지 않다면!!

모두 11월 26일 
극장으로 고고고고!!! "
극장판 파워레인저 트레인포스VS 다이노포스 THE MOVIE,"불교 만세!! 화이팅!!!!!!!!
불교 만세!! 화이팅!!!!!!!!
불교 만세!! 화이팅!!!!!!!!
불교 만세!! 화이팅!!!!!!!!
불교 만세!! 화이팅!!!!!!!!
불교 만세!! 화이팅!!!!!!!!
불교 만세!! 화이팅!!!!!!!!
불교 만세!! 화이팅!!!!!!!!
불교 만세!! 화이팅!!!!!!!!
불교 만세!! 화이팅!!!!!!!!
불교 만세!! 화이팅!!!!!!!!
불교 만세!! 화이팅!!!!!!!!
불교 만세!! 화이팅!!!!!!!!
불교 만세!! 화이팅!!!!!!!!
불교 만세!! 화이팅!!!!!!!!
불교 만세!! 화이팅!!!!!!!!
불교 만세!! 화이팅!!!!!!!!
불교 만세!! 화이팅!!!!!!!!
불교 만세!! 화이팅!!!!!!!!
불교 만세!! 화이팅!!!!!!!!
불교 만세!! 화이팅!!!!!!!!"
극장판 파워레인저 트레인포스VS 다이노포스 THE MOVIE,"남자 아이들에겐 언제나 파워레인저가 빠질 수 없죠- 집에서 보던 TV 프로그램 시리즈와 달리 영화 극장판으로 보는 파워레인저는 스케일도 크고 화려한 화면 구성으로 오래 집중하여 볼 수 있었어요- 또한 남자 아이들의 최고 인기쟁이 파워레인저 다이노포스와 트레인포스 시리즈의 합작으로 더욱 이색적인 스토리가 눈길을 사로잡네요! 극장에서 아이와 함께 파워레인저 영화를 보는 어른들에게도 극장판 파워레인저의 현란한 스케일이 보는 재미가 있었고 영화 사이사이 숨어있는 유머 코드들로 1시간여 가량 영화를 보는 내내 지루하지 않게 볼 수 있었어요-

파워레인저 팬인 5살 아들에겐 이번 파워레인저 극장판은 올해 최고의 영화일 것 같네요^^"
극장판 파워레인저 트레인포스VS 다이노포스 THE MOVIE,"대박 대박 대박 사건!!

<극장판 파워레인저 트레인포스VS다이노포스 THE MOVIE>가 
11월 26일 내일 드디어 개봉 한다규!!!

<p style=""line-height: 1.6;""></p><p style=""line-height: 1.6;"">맥썸노이즈!!!!!!!!
</p>

내일 극장으로 뛰어가기전에
알고보면 더 재밌는 관전 포인트를 몇개 집어봄!!ㅋㅋ

#1. 눈길 사로잡는 불꽃액션



단연 눈길을 사로잡는 화려한 액션과 특수효과!
NO.1 히어로 무비답게 스크린 가득 짜릿한 액션은 재관람 자극 1000% !!!!

#2.트레인포스VS다이노포스 총출동


어린아이의 모습으로 변해버린 트레인포스와 
다이노포스가 힘을 합쳐 시리즈 사상 최강의 군단으로 활약하는 모습 그 자체만으로

 취!향!저!격!

#시리즈 사상 최강 악당 '데비우스'의 부활


시리즈 사상 가장 강한 악당 '데비우스'의 등쟝..ㅎㄷㄷ
트레인포스를 위험에 빠뜨리는 지능적인 악당임!!!ㅠㅠ 무찌를 수 있겠지?!

알고나니 더 더 더 재밌는
 <극장판 파워레인저 트레인포스VS다이노포스 THE MOVIE>

우리 모두 11월 26일 내일 극장으로 고고!!!"
극장판 파워레인저 트레인포스VS 다이노포스 THE MOVIE,"극장판 파워레인저 트레인포스VS 다이노포스 THE MOVIE
감독 와타나베 카츠야 출연 시손 쥰, 히라마키 진, 리리아, 요코하마 류세이, ... 개봉 2015 일본
리뷰보기

최근에 트레인포스는 재미도 그닥 없고 또 아이가 보고 싶어하지도 않고 장난감 사달라고도 안해서.
(장난감도 너무 안이뻐요)
작년 겨울을 생각해보면 참 수월하다 싶네요.
작년 파워레인져 극장판은 2번이나 보러갔었거든요.
이번에 다이노포스도 나온다고 해서 부랴부랴 신청해서,
운좋게 기니피그님 덕분에 보고 왔어요.
감사드려요.

 
마침 남편 휴일이라서 같이 출동!
저는 티켓 받고 신랑은 아이 케어 하고 해서 한결 편하게 다녀왔어요.
 
이제 영영 다이노포스를 놓아줘야 하는 건가요.
해마다 새 파워레인저와 예전 파워레인저의 바톤터치가 바로 이 영화 인가봐요.
 
뭐니뭐니 해도 눈에 들어오는건 다이노포스 뿐~!
어쩜 마스크부터 차원이 다르다고 주장해 봅니다.
 
관람후 평점을 남기면 가면을 받을수 있다고 해서.
관람 잘하고 바람같이 튀어가 마스크 받았답니다.
사람이 어마어마하게 많았지만,남편이 아이 봐주니까 제 한몸 던졌지요>0<
이럴때 나는 아줌마다 싶습니다.
 
꺄아 강대성,머리카락이!!!!
영화 끝나고 집에 와서 아이에게 물어봤습니다.
강대성이 더 멋지데요~머리 자른게 더 멋지데요~
이쯤 되면 엄마도 강대성 팬이네요>-<ㅋ
 
1번째로 줄서서 기다렸지요~
우왕 초초해잉~~
 
저기 기니피그의 감성공간이라고 적혀 있네요.
그쪽으로 서서 기다렸지요.
 
영화 시작은 7시.
6시부터 파워레인저와 사진 촬영이 있다고 해서 여유있게 일찍 왔지요.
 
1번째지만 자리가 한가운데는 아니라는~
그래도 7관이 큰편이 아니라 잘 봤습니다.
 
어머 어떻게 흔들렸어잉~~
트레인포스랑 사진도 찍고~~
 
이렇게 카카오스토리에 올리면 스티커를 주시지요~
저희는 아빠랑 엄마가 둘이 열심히 찍어 올려서 스티커 두장 받음>0<

앗 또 흔들렸다앙,아이가 엄청 좋아해요~
그런데 두장씩 주시지 힝;ㅁ;

 
파워레인저 본다고 기대중인 우리 꼬맹이~
아주 들썩들썩 가만히 있지를 못하네요.
 
트레인포스와 다이노포스를 같이 만날수 있는 이번 극장판.
저희는 다이노포스를 오랜만에 만나게 되서 더 기뻤네요.
 
꺄아 강대성 등장에 모두들 난리난리.
하회탈같은데..왜이리 멋진가요^^?

여기 다 큰 레드 트레인포스 입니다.
부끄러움은 온전히 저희 몫 ㅎㅎ

http://blog.naver.com/gipy1026
기니피그의 일상과 관심들
이웃추가 감사합니다. 서로이웃은 친해지면 제가 찾아갈께요^^
blog.naver.com
기니피그님 초대로 다녀왔어요."
