artist,title,lyric
"  Usher ,  Zaytoven  ",You Decide,"(Zaytoven) Yeah, been a minute But I still feel the same Yeah, yeah You know I want you  [Chorus: Usher] Give me another chance to be your man, be your man, no I promise I won't let you hurt again, hurt again, no Don't be afraid, baby, take my hand, take my hand, no Give me another chance, give me another chance, oh Just give me another chance, give me another chance, oh  [Verse 1: Usher] Girl I can't lie, things are just not the same without you The sun just don't shine no more All it does is, all it does is just rain without you Girl I ain't too proud to beg, your love is that good I miss the thrill, baby, girl if I could... Show you how I matured, I'm ready to settle Ready to take this love to another level  [Bridge: Usher] What's up with you and I, you and I, babe? Let me back in your life, second try, babe Between them thighs, spread Girl you decide, girl you decide-cide, babe Girl you decide, girl you decide, oh  [Chorus: Usher] Give me another chance to be your man, be your man, no I promise I won't let you hurt again, hurt again, no Promise I'll never hurt you again Don't be afraid, baby, take my hand, take my hand, no Give me another chance, give me another chance, oh (Woah-oh-oh, woah-oh-oh) Just give me another chance, give me another chance (Woah-oh-oh, woah-oh-oh)  [Bridge: Usher] What's up with you and I, you and I, babe? (Babe) Let me back in your life, second try, babe Between them thighs, spread Girl you decide, girl you decide-cide, babe Girl you decide, girl you decide, oh  [Chorus: Usher] Give me a chance to be your man, be your man (Oh) Said I'll promise to be better or whatever it takes (Oh) Oh, yeah Girl just let me back in your life Give me another chance to be your man, be your man, no Give me another chance, I'll promise to be better, baby I'll promise I won't let you hurt again, hurt again I promise I won't let you hurt again, oh no Don't be afraid baby, take my hand, take my hand Don't be afraid to take my hand Give me another chance, give me another chance, oh (Give me another chance, give me another chance) Just give me another chance, give me another chance, oh (Woah-oh-oh, woah-oh-oh)"
  Mis-Teeq  ,All I Want,(Rap) La la la la la (Rap) Boy I wanna be with you (Rap)  Sitting Looking In The Mirror Like Alice Through the Looking Glass Life's a never ending journey Be careful not to go too fast Sometimes I can't help myself from falling in too deep I know it my be hard to tell Your love is calling me  All I want is to be with you But I wanna live my own life too All I want is to have it all That's all (That's all) I need to know that the world is mine I snap my fingers and everything is fine All I want is to have it all That's all That's all  La la la la la La la la la la La la la la la La la la la la  Floating On a river of dreams on a magic carpet ride Take control of my destiny I know it's just a matter of time That I will find that Midas Touch And everything will turn to gold It would mean nothing without you here to hold  All I want is to be with you But I wanna live my own life too All I want is to have it all That's all (That's all) (That's all) I need to know that the world is mine (is mine) I snap my fingers and everything is fine (is fine) All I want is to have it all That's all That's all  I can read it in the stars that what I want is who you are I will lay my hair down for you a thousand times to show you That when you reach me at the top I'm gonna give you all I got And wherever we will go Our hearts will follow  (Blacksmith Rap)  All I want is to be with you All I want is to have it all That's all (That's all) I need to know that the world is mine (is mine) I snap my fingers and everything is fine All I want is to have it all That's all That's all  All I want is to be with you All I want is to have it all That's all (That's all) (That's all) I need to know that the world is mine I snap my fingers and everything is fine All I want is to have it all That's all That's all  La la la la la la la la la la la la la la la la La la la la la la la la la la la la la la la la La la la la la la la la la la la la la la la la La la la la la la la la la la la la la la la la  All I want is to be with you But I wanna live my own life too All I want is to have it all That's all (That's all) (That's all) I need to know that the world is mine (is mine) I snap my fingers and everything is fine All I want is to have it all That's all That's all
  JP Cooper  ,Party,"We got a problem, sitting in front of two piles of albums We were so happy the times that we bought them All that we know about love is in them All that we have learned Helping you out when I don't even wanna Carrying boxes and memories for ya I'm not a smoker but now I'm searching For a light  Now we're having a party And all our friends are having a laugh, hey But it's not so funny to me When morning comes, you'll be gone  We got a problem, they playing our song but we're done with the dancing It won't be long before everyone's asking Wishing that we could still talk about it Over all that we have got Your decisions will come back to haunt you And I'll be the ghost of a lover who lost it Is there a way we can talk about it Oh no  Now we're having a party And all our friends are having a laugh, hey But it's not so funny to me When morning comes, you'll be gone We're just having a party But it's feeling like a funeral, hey And nobody knows it but me When morning comes, you'll be gone  That's when the music stops And I see faces drop I'm beside myself, have you forgot All that we've been through  We're just having a party But it's feeling like a funeral, hey Seen so much in here When morning comes, you'll be gone, you'll be gone We're just having a party But it's feeling like a funeral, hey Seen so much in here When morning comes, you'll be gone"
  Aretha Franklin  ,Make It With You,"Hey have you ever tried Really reaching out for the other side I may be climbing on rainbows But, baby here goes  Dreams they're for those who sleep Life is for us to keep And if you're wond'ring What this song is leading to  I want to make it with you I really think that we can make it boy  No, you don't know me well In ev'ry little thing only time will tell If you believe the things that I do And we'll see it through  Life can be short or long Love can be right or wrong And if I choose the one I'd like to help me through  I'd like to make it with you I really think that we can make it boy  Baby you know that Dreams they're for those who sleep Life is for us to keep And if I choose the one I'd like to help me through  I'd like to make it with you I really think that we can make it boy"
  Joss Stone  ,L-O-V-E,L is for the way you look at me O is for the only one I see V is very very extraordinary E is even more than anyone that you adore can love It's all that I can give to you Love is more than just a game for two Two in love can make it Take my heart but please don't break it Love was made for me and you  L is for the way you look at me O is for the only one I see V is very very extraordinary E is even more than anyone that you adore can love It's all that I can give to you Love is more than just a game for two Two in love can make it Take my heart but please don't break it Love was made for me and you Love was made for me and you Woo Love was made for me and you Woo woo woo you're Love was made for me and you Uh huh was made for me and you Woo yeah was made for me and you you you you you you you you Yo now Yo now was made for me and you
  John Legend  ,You & I (Nobody In The World),You fix your make up just so Guess you don't know that your beautiful Try on every dress that you own You were fine in my eyes a half hour ago If your mirror won't make it any clearer I'll Be the one to let you know Out of all the girls You my one and only girl Ain't nobody in the world tonight All of the stars you make them shine like they were ours Ain't nobody in the world but you and I You and I Ain't nobody in the world but you You stop the room when we walk in Spotlights on everybody staring Tell all of these boys they wasting their time Stop standing in line cause your all mine And this evening I won't let the feeling die I never wanna leave your side Out of all the girls You my one and only girl Ain't nobody in the world tonight All of the stars you make them shine like they were ours Ain't nobody in the world but you and I You and I Ain't nobody in the world You keep wondering if you're what I'm wanting You don't even have to try You don't have to try Don't try Don't try You don't have to try Out of all the girls You my one and only girl Ain't nobody in the world tonight All of the stars they don't shine brighter than you are Ain't nobody in the world but you and I You and I You and I Nobody in the world tonight Ain't nobody in the world but you and I
  Alice Vicious  ,Beep x 3,난 baby baby 새침한스타일에 아주 솔직해 넌 왜이래 왜이래 니 옆에 쟤네는 나만보는데 또 매일매일 연락할수 있게 물어봐줄래 니 전화번호 뭐냐고 혹시 혼자 사냐고 비밀스러운 눈빛과 꿈속에 보던 body line 몰래 훔쳐본 입술도 woo woo 다신없을 one of a kind 그리 어리지 않은나이 come on boy i'll give you a sign woo woo three two turn the dial BEEP BEEP BEEP JUST CALL ME BABY YEAH YEAH YEA E YEA E E E wild child can't deny it BEEP BEEP BEEP YOU'LL CALL ME BABY YEAH YEAH YEA E YEA E E E call me bad bad bad bad bad boy i can do everything boy you're just my type call me bad bad bad bad bad boy you know what ya do for me i know that you want me 넌 baby baby 눈깜짝할 사이에 나를 홀리네 난 왜이래 왜이래 뒤로 숨고싶게 니등이 보이네 또 매일매일 연락할수있게 물어봐줄게 니 전화번호 뭐냐고 전화기는 있냐고 다신없을 one of a kind 그리 어리지 않은나이 come on boy i'll give you a sign woo woo three two turn the dial BEEP BEEP BEEP JUST CALL ME BABY YEAH YEAH YEA E YEA E E E wild child can't deny it BEEP BEEP BEEP YOU'LL CALL ME BABY YEAH YEAH YEA E YEA E E E i need a man like rodeo someone who can make me dizzy moaning with falsetto cuz i'm sexy when i'm screaming don't hesitate boy you make me smoke cigarettes i'll medicate you and take you to the golden gate see i'm a greatest doctor while i'm naked guys gonna be dirty monster snapbacks and tattoos like tyga i love that shit imma ride you like woo woo i gotcha this game will set three two turn the dial BEEP BEEP BEEP JUST CALL ME BABY YEAH YEAH YEA E YEA E E E wild child can't deny it BEEP BEEP BEEP YOU'LL CALL ME BABY YEAH YEAH YEA E YEA E E E call me bad bad bad bad bad boy i can do everything boy you're just my type call me bad bad bad bad bad boy you know what ya do for me i know that you want me call me bad bad bad bad bad boy i can do everything boy you're just my type call me bad bad bad bad bad boy you know what ya do for me i know that you want me
  Minnie Riperton  ,Lovin` You,Lovin' you is easy cause you're beautiful Makin' love with you is all I wanna do Lovin' you is more than just a dream come true And everything that I do is out of lovin' you La la la la la la la do do do do do Ah No one else can make me feel The colors that you bring Stay with me while we grow old And we will live each day in springtime Cause lovin' you has made my life so beautiful And every day my life is filled with lovin' you Lovin' you I see your soul come shinin' through And every time that we oooooh I'm more in love with you La la la la la la la do do do do do Ah No one else can make me feel The colors that you bring Stay with me while we grow old And we will live each day in springtime Cause lovin' you is easy cause you're beautiful And every day my life is filled with lovin' you Lovin' you I see your soul come shinin' through And every time that we oooooh I'm more in love with you La la la la la la la do do do do do Ah
  BUMZU  ,GOOD LIFE (Feat. DOK2 & THE QUIETT),GOOD LIFE 내 위로 올라타 내 위로 올라타 Ma Shawty It's Be alright 핸들을 잡아 널 데려갈 거야 Paradise 내 위로 올라타 내 위로 올라타 Ma Shawty I'll Take you To the Good Life 내 위로 올라타 좋은 House 좋은 차 좋은 날과 좋은 삶 좋은 Thoughts That's What I'm Talkin bout 행복은 가까이 있는데 너는 어딜 봐 Life is good that's that has shit good vibes only live positive chillin in hawaii so bossy 이 모든 게 끝나면 후회 또는 아쉬움이 남지 않게 나는 매 순간에 집중해 하고 싶은 건 반드시 하고 싶을 때 Let's do it for the power Justice respect illinaire and bumzu goin all out 불어오는 시원한 바람 눈을 감고 한 번 느껴 봐 나를 따라와 이제부터가 GOOD LIFE 내 위로 올라타 내 위로 올라타 Ma Shawty It's Be alright 핸들을 잡아 널 데려갈 거야 Paradise 내 위로 올라타 내 위로 올라타 Ma Shawty I'll Take you To the Good Life 내 위로 올라타 시원한 입 고양이 같은 눈 넌 모두 가지고 있어 차분해 보여 성격 있어도 돼 쉽지가 않아 좋은 GIRL 불꽃 튀는 두 눈동자에 밝은 미래가 닿길 바래 No Way No Way 멀어지면 안 돼 Just Follow Me Now 불어오는 시원한 바람 눈을 감고 한 번 느껴 봐 나를 따라와 이제부터가 GOOD LIFE 내 위로 올라타 내 위로 올라타 Ma Shawty It's Be alright 핸들을 잡아 널 데려갈 거야 Paradise 내 위로 올라타 내 위로 올라타 Ma Shawty I'll Take you To the Good Life 내 위로 올라타 if you wanna live like 1llionaire put yo handz in the air 난 slumdawg 에서 self made millionaire 최고의 상태야 new song new money new whips man 대체 뭐가 문제야 mo money mo prob I don't really care 내 인생은 마치 떠오르는 태양 fuck a record deal 난 새 차를 살 때 빼고는 절대로 하지 않아 계약 난 정상에 올라서는 순간을 평생 기다렸지 지금이 바로 그 때야 yeah 불어오는 시원한 바람 눈을 감고 한 번 느껴 봐 나를 따라와 이제부터가 GOOD LIFE 내 위로 올라타 내 위로 올라타 Ma Shawty It's Be alright 핸들을 잡아 널 데려갈 거야 Paradise 내 위로 올라타 내 위로 올라타 Ma Shawty I'll Take you To the Good Life 내 위로 올라타
  AZIATIX  ,Nothing Compares To You,Baby wait a minute Took one look and I knew Nothing in this world compares to you a moment even a second is all I Need for us to fall in love if we can just fall in love Let me tell you no other would compete Miss Universe doesn't deserve to be up in your league No one truly knows what beautiful really means when it's more then a miracle just seeing you in my dreams We both know that you don't need to boast no need to stand out like high notes when you keep it low key come on Something I gotta' let you know baby you're just so beautiful So amazing so amazing yeah you are What I've been looking for Never seen a star so bright like this before and I've been searching baby Trust in me when I say that from here on out 'till always Girl in this world there's nothing I just want a glimpse of your loving tonight Oh Oh Oh Oh Oh Oh Nothing compares to you Oh Oh Oh Oh Oh Oh Nothing compares to you Oh Oh Oh Oh Oh Oh Nothing compares to you Oh Oh Oh Oh Oh Oh Nothing compares to you Baby you know I mean it when I say you and me there's something special here that feels so right I can't deny that you're my Baby my one and only that makes me Wish that I was so in love if we can just fall in love Nothing compares to my baby the truth without the maybes your smile with your style so wild it makes me crazy a dose of you daily is all it needs to make me I'll put my life on the line if that's where it takes me Sun moon and stars girl you're the brightest flyest and Heaven looks up to where the Sky is Something I gotta' let you know Baby you're just so beautiful So amazing so amazing yeah you are What I've been looking for Never seen a star so bright like this before and I've been searching baby Trust in me when I say that from here on out 'till always Girl in this world there's nothing I just want a glimpse of your loving tonight Oh Oh Oh Oh Oh Oh Nothing compares to you Oh Oh Oh Oh Oh Oh Nothing compares to you Oh Oh Oh Oh Oh Oh Nothing compares to you Oh Oh Oh Oh Oh Oh Nothing compares to you Perfection just can't compare from your feet to your hair from the way you stare Baby girl there's nothing nothing nothing nothing I can sit back here and think for the rest of my years but i t's oh so clear that there is nothing nothing nothing nothing Nothing compares to you So amazing so amazing yeah you are What I've been looking for Never seen a star so bright like this before and I've been searching baby Trust in me when I say that from here on out 'till always Girl in this world there's nothing I just want a glimpse of your loving tonight Oh Oh Oh Oh Oh Oh Nothing compares to you Oh Oh Oh Oh Oh Oh Nothing compares to you Oh Oh Oh Oh Oh Oh Nothing compares to you Oh Oh Oh Oh Oh Oh Nothing compares to you
