artist,title,English_clean_lyric
  우석 (펜타곤)  ,DOMINO,domino domino domino domino blah domino domino domino domino sing
  방탄소년단  ,FAKE LOVE,love fake love love fake love man love love love love fake love love fake love love love love love love love fake love love fake fake love love love love love love love love love love love know know know love love love love love love love love sick fake fake sorry fake fake good route bad bad mad mad bad bad mad mad sick fake fake sorry fake fake fake fake fake bad bad mad mad bad bad mad mad sick fake fake sorry fake
  마마무 (Mamamoo)  ,봄타,phone yes somebody yes somebody love spring love spring love
  준케이 (JUN. K)  ,Mr. NO♡,baby thinkin day night time day night time girl think think thinkin think think know aint know think know aint know think think think still still still still still even even still even even still still still
  ATEEZ (에이티즈)  ,Twilight,twilight baby mine twilight baby sky sky fly twilight baby ummm twilight see see see see tell tell tell tell love love think fly think fly see see tell tell tell tell love love tell tell tell tell love love twilight twilight ummm twilight ummm pire ummm even twilight right
  비스트  ,Mystery,love love love break mystery mystery mystery mystery mystery mystery mystery mystery mystery mystery mystery break question mystery mystery girl mystery mystery scene mystery mystery love mystery mystery girl mystery mystery scene mystery mystery love girl question mystery mystery girl mystery mystery scene mystery mystery love mystery mystery girl mystery mystery scene mystery mystery mystery mystery mystery mystery mystery mystery mystery mystery pain tell show tell show break tell show tell show tell show tell show pain love lady lady
  씨스타  ,Give It To Me (Inst.),baby babe sorry baby baby need give give give give give give give give babe give give give give give give give babe give give give give give babe give tonight usually really babe babe babe babe babe babe babe babe
  XIA (준수)  ,Tarantallegra (Acoustic Ver.),music music music music music music music music tarantallegra tarantallegra tarantallegra tarantallegra tarantallegra music music music music music music music tarantallegra tarantallegra tarantallegra tarantallegra tarantallegra tarantallegra tarantallegra tarantallegra tarantallegra tarantallegra tarantallegra tarantallegra tarantallegra tarantallegra tarantallegra tarantallegra tarantallegra tarantallegra tarantallegra tarantallegra tarantallegra tarantallegra tarantallegra tarantallegra listen listen listen come listen listen listen listen come listen tarantallegra tarantallegra listen listen listen listen listen listen listen tarantallegra tarantallegra tarantallegra
  에릭  ,세월의 흔적 다 버리고 (Duet. Lyn),man nothing love love sight heard rumor rumor apostrophy call sight thank first second third sight true good destiny destiny even forever queen
  서인영  ,신데렐라,attack cinderella time class cinderella cinderella time class cinderella time class come tell baby come let see get let see get let see get right high bad right high bad right high bad back back damn damn damn
  동방신기 (TVXQ!)  ,I Wanna Hold You,baby hold hold hold
  엠블랙  ,남자답게,never never
  효린  ,니가 더 잘 알잖아 (youknowbetter),baby
  태연 (TAEYEON)  ,사계 (Four Seasons),world world give give
  SF9  ,이러다가 울겠어 (Fall Down),tear fall tear baby cry spring dream tear tear fall fall fall fall fall shadow beautiful fall fall fall fall
  현아  ,어때?,feel
  태민 (TAEMIN)  ,Flame of Love (Korean Ver.) (Bonus Track),flame love flame love flame love flame love flame love flame love flame love flame love flame love
  god  ,나쁜여자,
  소녀시대 (GIRLS` GENERATION)  ,Trick,lady heart spade heart king queen king trick spade trick trick magician queen
  Red Velvet (레드벨벳)  ,Stupid Cupid,cupid cupid cupid cupid wake stupid stupid stupid stupid stupid cupid stupid cupid stupid cupid stupid cupid stupid
  소녀시대 (GIRLS` GENERATION)  ,Kissing You,love kissing love kissing love kiss love kiss love kiss
"  웬디 (WENDY) ,  슬기 (SEULGI)  ",밀지마 (Ballad Ver.),ballad ver
  방탄소년단  ,Serendipity (Full Length Edition),love touch let love let love let love love touch let love let love let love let let love let love let love let love let love let love let love let love
  EXO  ,Damage,damage damage damage damage damage damage damage damage damage damage damage damage damage damage damage damage damage damage damage damage damage damage damage damage damage
  육성재 (비투비)  ,뭍 (陸),far far always always always
  라비(RAVI)  ,"파블로프의 개 (Feat. Cold Bay, Basick)",replay yuth replay replay madass hbd overdose drop top groovl groovl drop bay time day time day stop way make look fool wolf blueprint yes party curry birthday stop droppin bomb flop stop cold waste dream waste dream spittin get workin killin win hot stop good big bad feelin dirty stop maybe never never rain never never never always perfectly
  NCT 127  ,텐데… (Timeless),real
  구구단 오구오구  ,ICE CHU (Inst.),chu ice chu girl ice chu ice chu ice chu bear let let cute aloha
  K-Pop  ,매력,smooth true
  FTISLAND (FT아일랜드)  ,원해,head body fall time mind life fall time mind fall time mind take fall break give get tie sing get tie sing take fall break give get tie sing get tie sing get tie sing get tie sing get tie sing nanana first even even slowly even even even even even
  신화  ,All Your Dreams (Remix),let place cheer dream cheer dream dream shelter shut shut
  이창섭  ,In Your Light,stay please
  샤크라  ,Christmas 시리즈,
  제국의아이들 (ZE:A)  ,Love Coach,coach girl coach day night love
  AB6IX (에이비식스)  ,BLIND FOR LOVE,love lipstick something nothing love blind love blind love anything love blind love blind love blind love blind love blind love make babe red high valentine
  동방신기 (TVXQ!)  ,Opening Ment,asia concert concert concert mirotic concert mirotic concert activity tour tour tour tour mirotic
  아스트로 (ASTRO)  ,니가 불어와 (Crazy Sexy Cool),cool babe cool rule babe baby face body cool zoom move babe babe baby feel love love love love darling love love love crazy sexy easy easy gorgeous crazy sexy easy easy gorgeous sexy crazy sexy easy easy gorgeous easy ahh pretty ahh ahh
  티아라  ,넘버나인 (No.9),addict addict addict addict addict addict addict addict dark dark dark dance
  f(x)  ,Cash Me Out,cash cash cash cash cash cash cash cash cash cash cash cash cash cash cash cent bank nothing cash rock bottom treasure cash cash cash cash cash get leave
  SHINee (샤이니)  ,Lock You Down (Special Track),lock nobody nobody lock nobody nobody lock lock lock nobody nobody lock nobody nobody time lock lock lock lock girl time get get run run get run run get get get run run get get run run run
  SS501  ,Love Ya,guess song baby baby baby please sea baby let hate listen let love love love let love love love win let love love love let love love love let get take let love love love let love love love cross let love love love let love love love let love baby perfect baby happy perfect perfect perfect back really
  에이프릴 (APRIL)  ,Luv Me x3,boy story girl baby baby please baby baby baby baby baby let luv luv call luv luv call luv luv luv luv luv luv luv luv luv luv call luv luv call tell please tell baby luv luv luv luv luv luv luv luv luv luv luv luv luv luv luv luv luv luv luv luv luv luv luv never never never never never never never never
  BIGBANG  ,WE LIKE 2 PARTY,man champagne sayin man party party party party yquem aye man party party party party love song play love song party party party party slow slow play aye aye good good
  동방신기 (TVXQ!)  ,I Swear,baby thank thank love baby thank thank love baby thank thank love baby thank thank love love baby thank thank love baby thank thank love baby thank thank baby love fall fall forever
  태민 (TAEMIN)  ,I`m Crying (Korean Ver.),cause cause cry cry cry try try try forget cry cry cry miss
  박지훈  ,360,stage place shot shot flash hurry screen angle shot shot shot shot take take feel see take take take take flashlight flash anywhere
  G-DRAGON  ,Butterfly,butter fly time time time baby matter time time time girl baby matter girl love life time time time day eye lip heart love time time time turn butterfly feel dream check hit know kiss dream hold dream kiss say break hold dream butterfly drama much butterfly beautiful butterfly hug natural high special close close close never ever close
  CLC  ,No,lip heel handbag lip heel handbag lip lip heel handbag lip heel handbag lip lip heel handbag lip heel lip red high red high red red high red high red red high red high red
  러블리즈  ,The (Lee Mi-Joo & Ryu Su-Jeong & Jeong Ye-In),baby baby boy baby kiss lip boy baby kiss lip baby kiss lip come boy
  BIGBANG  ,STUPID LIAR,lady bigbang love love monday baby lie baby hate liar liar liar liar baby hate liar liar liar liar baby baby hate liar liar liar liar touch sunday stupid stupid stupid stupid stupid stupid like liar stupid liar stupid stupid stupid stupid stupid stupid stupid stupid stupid stupid liar stupid already
  오렌지 캬라멜  ,방콕시티 (Bangkok City),city bangkok city tonight bye city bangkok city tonight bangkok city bangkok city bangkok city tonight city bangkok city tonight kiss stop stop stop stop stop stop stop stop stop stop tonight bangkok hot good
  백퍼센트  ,Only U,girl girl lovely lovely
  서인영  ,세수,
  솔지  ,처음 그 느낌처럼 (Remix),
  EXO  ,Lucky One (Chinese Ver.),kong tan kai zai fang hua chu zuo biao matter zhu shi zhun kong hao zuo tian mei yao yan guang mang zhuan cheng hui shi wei mind zai dao lai lang lai juan zai jie jiu dang geng yao yan tie mian shi mei one girl kan cang zhe tou kao jin baby neng mei neng zhi bai rule cheng yan shi wei mind zai dao lai lang lai juan zai jie jiu dang geng yao yan tie mian shi mei one ren duo dao clover dao jia shuo tai hui geng liao jie men jiao luo shi cause juan zai jie jiu dang geng yao yan tie mian shi mei one one wang zhen lang jian ping xing hui ying ting quan shi lan live live keep come tell ming hui ying ting quan shi lan live live keep come xing let shi ting quan shi lan live live keep come tian liang qian miao tian gan jue qian tian tian xian niu dian jian xian zhong dian qian nan mian jian liu shi xian jian geng lucky mian tong jian dian nian lucky tou neng cong tian bian qian jian xian zhong dian qian nan mian jian liu shi xian jian geng lucky mian tong jian dian nian lucky zai zhong zhao shu lucky jian liu shi xian jian geng lucky mian tong jian dian nian lucky lucky lucky right never back tui mei
  크로스진 (CROSS GENE)  ,비상,dream whiskey roll camera turn light tomorrow let kid let kid day hero zero day stereo tomorrow let kid let kid kid let kid let kid let fly let kid let kid let kid let kid get get catch fly come come get get catch fly come come come come come kid come come come come fly old old cold cold fly high high
  베스티  ,짱 크리스마스 (Zzang Christmas) (Feat. 유세윤),christmas christmas tonight love christmas christmas christmas christmas lonely lonely lonely lonely lovely lovely lovely
  나인뮤지스  ,Hate Me,miss miss need need need bye hate miss miss need need need bye hate win win tonight leave love miss hate hate hate hate hate hate hate win win tonight leave like love miss love miss hate hate hate hate hate hate hate good good back still back
  서태지와 아이들  ,환상속의 그대 Part Ⅳ,let
  진진 (ASTRO)  ,"Like a King (Feat. SUPERBEE, myunDo) (Prod. Dok2)",james step cook chainz chance hobby face ben simmons put ballin ballin way hater gang chain yah simon king astro building king astro building cash tomorrow king king gonzo beat brother brand car myundo king astro building king astro building king moolood hang undefeated walk walk swing walk walk new bubble rap maximum raf dat new superbee back
  베스티  ,Hush Baby,hush baby baby babe hush baby baby hush babe hush baby baby hush cuty boy boy baby baby hush love love love hush baby baby baby baby hush hush baby baby hush hush stupid hush hush hush slowly slowly slowly slowly slowly slowly slowly slowly slowly
  VIXX (빅스)  ,Heaven,vuela amor angel angel heaven paradise angel angel heaven angel angel please cry wake stand wake paradise eden heaven cry
  SHINee (샤이니)  ,Ready or Not (SHINee WORLD 4 Ver.),girl girl girl girl girl girl girl girl girl stop girl girl mind brrrrrrr ready ready girl girl girl ready ready ready ready girl speak
  H.O.T.  ,"고마워, 미안해 (Together, Forever)",forever
  마마무 (Mamamoo)  ,나만의 Recipe,shake shake mommy spoon spoon step step recipe sugar sugar sugar sugar sugar sugar recipe recipe scramble ready recipe sweet sweet sweet recipe recipe recipe recipe
  레인즈 (RAINZ)  ,MUSIC UP,music everybody everybody music everybody everybody music everybody everybody music everybody everybody music everybody everybody music everybody everybody talk ready
  승리  ,I KNOW (With. 아이유),monday cause baby cause day baby cause baby cause cause
  장우영  ,뚝,baby baby baby baby baby baby baby baby
  SHINee (샤이니)  ,JoJo,get heart stay stay night everything stay stay heart baby baby stay stay get love love make alright tell love love love love many right blind
  여자친구 (GFRIEND)  ,짠 (ZZAN),girl friend party time party time party time party time high high high
  EXO  ,Tender Love,love tender love baby tender love baby love tender love baby love love tender love baby tender love baby love tender love baby love tender love tender love baby tender love baby love tender love baby love give tender love give tender give tender love give tender give tender love give tender tender tender tender
  오렌지 캬라멜  ,Superwoman,boy girl baby doll girl woman goodbye goodbye boy woman goodbye goodbye woman goodbye goodbye wonder wonder superwoman wonder stupid girl baby girl superwoman stupid fine superwoman lonely lonely
  몬스타엑스  ,In Time,time time time time time time
  XIA (준수)  ,Tarantallegra (Feat. Flowsik Of Aziatix) (Oriental Ver.),music music music music music music music music kind music breakaway cliche way day world time way mind fool tarantallegra regeneration music tarantallegra hesitation tarantallegra feeling tarantallegra moment tarantallegra forget control sayso time moment choice music music music music music music music music tarantallegra regeneration music tarantallegra hesitation tarantallegra feeling tarantallegra moment tarantallegra forget igotta tarantallegra music start mind heart soul gold baby girl move beat bottom world map tarantallegra regeneration music tarantallegra hesitation tarantallegra feeling tarantallegra moment tarantallegra forget regeneration music tarantallegra hesitation tarantallegra feeling tarantallegra moment tarantallegra forget igotta tarantallegra music music music music music music music music music music music music listen listen listen listen come listen listen listen listen come tell turn care open feel get lose waste criticize get make listen listen listen listen come listen listen listen listen come feel get give let choose let control shine show sound give get top hold feel get feel get give let listen listen listen listen come listen listen listen listen come listen listen listen listen come shame tarantallegra sick tired right tarantallegra lover savior magical wish true much overseas wide tarantallegra tarantallegra tarantallegra lover savior magical faster listen back back
  비투비  ,Catch Me,fall love girl girl please venus jesus pop girl girl catch please step love love catch catch let catch catch catch let love beat come come let catch catch catch let please catch catch catch let catch catch let get come touch baby
  EXO  ,One and Only (Chinese Ver.),bei chu huai meng ming wei night night shuang dou kai cong zhi gan dao shi guang jiu zhe yang gou suo yao gei shi peng jiao chu peng shou chu zhe qie shi zhi gan zhu zai zui shi qiu jin zhi peng man yan zai zhe zai zhe tou geng die ren xin chu jie dou shi shou zhi luo guang liu wen rou yang guang girl shi peng jiao chu peng shou chu zhe qie shi zhi gan zhu zai zui shi qiu jin pang nobody man man lun kuo feng zan wei bie yun girl zhe shi jie man zai shui shang dao dang yang kong hai lan hua bei qiu jin girl arm jie yan wei cai bei qiu jin girl bei qiu jin jing shi ying xing qing xun chu ting ming bei qing xin ming shuang meng xun chu ting ming bei shen qing jing ting qing zhan ying ying xing get get shi get get get chu jian jian shou shui yan nuan beautiful jian kong jian quan jian yuan mian tian jian jian jian tian jian bian gan quan yan jian xian jian kong jian quan jian yuan mian tian bian yan quan zai shu mian tian yuan yong quan
  Apink (에이핑크)  ,UNE ANNEE,angel day let show dear good
  Pinkrush  ,Fingertips,fingertip fingertip hip lip fingertip love love hip lip fingertip fingertip love love hip lip fingertip fingertip hip lip fingertip fingertip feel get get get get get get get get get get get get get get feel get get get get
  라붐 (LABOUM)  ,잡아줄게,light light light light love sign light light light light light light light light light light light light light light light
"  후이 (펜타곤) ,  진호 (펜타곤) ,  우석 (펜타곤)  ",How Can I Do,yesterday yesterday yesterday baby baby forever
  블락비 (Block B)  ,눈감아줄께,baby girl god girl girl okay god okay okay baby okay okay okay
  박봄  ,봄 (Ballad ver.) (feat. 박고운),pull lay always
  달수빈  ,미워,thought day night thought day night thought day night cry cry cry real real real real real real real real
  클릭비 (Click-B)  ,Break It (Min Hyuk Theme),sick break break break break break break break break make make break break take break make make break break break break break break break break make make break break take break make make break break break break break break break break break break break break make make break break take break make make break break break break break break break break make make break
  브라운아이드걸스  ,2019년 겨울 첫눈으로 만든 그댈 2020년 눈으로 다시 만들 순 없겠지만,love love love love love bass love love love love love love love love love love love love love love love make love make make make love
  BOBBY  ,텐데,girl baby baby baby girl friend benefit baby girl baby baby baby baby play baby baby baby get know set get know get know set set know fyah wavy know fyah fair fyah
  신화  ,Perfect Man,cause cause cause man top liquor money hoe clothes clue one sittin let fear call cause perfect strong nob swifter
  BLACKPINK  ,아니길 (Hope Not),wrong wrong
  서태지와 아이들  ,난 알아요,
  BIGBANG  ,Wonderful,girl girl man care honey honey girl high alright wonderful everybody bang bang wonderful wonderful wonderful cool wonderful wonderful wonderful high high high high high fly wonderful wonderful wonderful big big right right
  서태지와 아이들  ,제킬 박사와 하이드,
  (여자)아이들  ,Help Me,baby baby baby baby feel help help feel help help feel help feel help help feel
  달샤벳  ,그냥 지나가 (수빈 Solo) (Feat. 일훈 Of BTOB),bye lover die bye lover die die die die die die die died memoriese die died memoriese
  4minute  ,I My Me Mine,minute pop top reset stop stop reset stop replay click click click click return click click click click click click click mine mine girl girl girl girl girl crazy pop top reset stop stop reset stop replay click click click click return click click click click click click click mine mine break world top reset stop stop reset stop replay click click click click return click click click click click click click mine mine get let stop reset get break let stop reset take take change stop reset mine mine crazy top top stop click mine minute ready gettin stupid crazy top top stop click mine top top stop click mind
  러블리즈  ,비밀정원,time time time time time time time time stop stop stop stop stop stop stop stop stop stop stop stop stop stop stop stop
  BIGBANG  ,사랑 먼지 (Special Edition Ver.),sauvignon blanc long
  B.A.P  ,I GUESS I NEED U,crazy body guess guess day move guess guess day story story story body guess guess day move guess guess day control body guess guess day move guess guess day paradise paradise paradise crazy crazy lady
  에이프릴 (APRIL)  ,손을 잡아줘,
  려욱 (RYEOWOOK)  ,우리의 거리 (One and Only),one one one love
  여자친구 (GFRIEND)  ,해야 (Sunrise) (Inst.),
  박봄  ,"눈, 코, 입",
  클릭비 (Click-B)  ,잊혀진 사랑,
  라붐 (LABOUM)  ,Fantasy (Inst.),boy dream mind feel matter matter matter matter matter mind romance matter matter matter light matter night matter time mind mind mind see come stop stop stop stop say stop stop stop stop stop stop fantasy baby true happy beautiful candle never never right never never never
  서은광  ,봄을 꿈꾸다 (겨울잠),stay stay
  EXO  ,The Star,girl lady gentleman lady gentleman star star star star lady gentleman lady gentleman star star star star night rock star ima place drop shape bass play lady gentleman lady gentleman lady gentleman lady gentleman star star star star star star tell shin tell shin tell shin tell shin tell shin tell shin tell shin tell shin crank play come tell shin tell shin tell shin tell shin tell tell shin tell shin right fine fine secret yes always
  육성재 (비투비)  ,Love Song (Feat. 박혜수),love song feat love love love love
  신화  ,"인형 (With 혜성,지훈)",
  현아  ,Attention,attention attention attention attention attention attention attention attention attention attention attention attention attention attention attention attention attention attention attention attention attention attention attention attention attention attention
  K-Pop  ,케세라세라,chance smooth
  효린  ,태엽시계,
  Red Velvet (레드벨벳)  ,바다가 들려 (Hear The Sea),
  레인즈 (RAINZ)  ,Turn it up,turn come come turn music turn brand feel turn feel beat night party feel turn night party feel night party feel night turn come turn let burn wrap turn turn turn turn turn turn turn turn turn turn turn turn turn turn turn turn turn turn turn turn turn turn turn turn turn turn loud new crazy right right right right long
  JYJ  ,소년의 편지 (The Boy`s Letter),
  GOT7 (갓세븐)  ,Like Oh,babe babe heart babe tell tell ready ready loud right
  김재환  ,누나 (NUNA),girl girl girl
  택연  ,Be My Merry Christmas,merry christmas lover merry christmas christmas baby lover face merry christmas lover merry christmas christmas baby lover lover baby merry christmas lover merry christmas christmas baby lover lover baby baby merry lover merry merry
  GOT7 (갓세븐)  ,니가 하면,day night fool day night fool get get know good
  브라운아이드걸스  ,Magic,magic let ever ever ever
  정세운  ,SHADOWS (PROD. 키겐),baby fallin girl one shot baby fallin give baby shadow late never back still back
  VERIVERY  ,Lay Back,game let step step step step face lay face play face heart light emotion everybody shh swagger swagger please step step step step face lay face play face heart light love face heart move light stop stop stop stop show lay show play show pay pay take love hit stop stop stop stop show lay show play show pay pay let ready broken red ocean true lie ready broken broken light back back right back back
  DIA (다이아)  ,파라다이스 (Limited Ver.),daylight today paradise paradise paradise sunshine paradise paradise paradise paradise paradise paradise paradise paradise paradise paradise call hot baby maybe
  XIA (준수)  ,UNCOMMITTED,player dream reality picture dream something psychology something something baby thing baby right type night everything player game player part history heart part system baby thing baby right type night baby right type night baby right type night baby right type night say commit say come paint tell believe dissipate leave confuse see say tell believe say commit say get say commit let say leave say trust baby tellin lock leave say tell believe say commit say get say commit say commit say get say commit uncommitted get get say commit say get say commit say commit say get say commit much uncommitted uncommitted uncommitted safe compelled messin sayin wrong fix ready ready real unfaithful good ready breakin ready ready real unfaithful good good uncommited uncommitted right good good far suddenly really never stay never never never never really never stay really never stay never maybe never right never maybe never really never stay really never stay
  BIGBANG  ,LOVE SONG,hello love song love song love song love song love song love song love song love song hate love song love song love song love song love song love song love song love song love song hello
  소녀시대 (GIRLS` GENERATION)  ,It`s Fantastic,love dream feel sky day love dream take fantastic beautiful sunny sky fantastic always always
  소진 (Sojin)  ,매일 그대와,
  세븐틴  ,Happy Ending (Korean Ver.),stand action baby hmm dash vroon vroon arm boon boon lip brr duru scene baby scene end end end end end end end end hit end end end end end end end end end end end end end end happy happy happy happy happy happy happy happy hmm umm umm brr duru happy happy happy happy happy happy happy happy happy happy happy happy happy happy
  헨리 (HENRY)  ,1-4-3 (I Love You),want yey yey know want know send send send send know want know send send send send say love send send send send
  GOT7 (갓세븐)  ,Tic Tic Tok,tok love tok time keep girl diamond let see want baby let see let let see want baby let see baby watch let see want baby let see let let see want baby let see baby baby show run get let see want baby let see let let see want baby let see know get let see want baby let see let let see want baby let see let let see want baby let see let let see want baby let see girl right full good real good
  4minute  ,Already Gone,time baby baby baby destiny stop stay take stay take okay please already already already already already already already already already away away away already away already already already already already already already already already away away away already away already already already already already already already already already already already already already already already already already already already already already already
  레인보우  ,To Me (내게로..) (Club Ver.),come one come love fancy car come come love come come come come gossip girl class come come come boy come come come come girl listen come come come come come boy come come come come come come come boy come come come come come come come come come come let come come come come come come come come come come come come girl come come girl baby come come come come sexy come come come right baby yes baby always never
  보아 (BoA)  ,"안돼, 난 안돼 (No Way)",player
  피에스타  ,We Don`t Stop,time girl fun turn turn time girl turn delight stop stop stop stop work time girl fun turn turn time girl turn delight stop stop stop stop everyone face girl face stop stop stop stop stop stop stop stop work stop stop stop turn stop stop stop stop stop turn stop stop shut stop win stop stop stop bad delight delight hot hot hot ready sir yes never never never
  모모랜드 (MOMOLAND)  ,상사병,
  JJ Project  ,꽂혔어,babe babe tonight tonight tonight tonight babe tonight tonight tonight tonight free free free free free free free free
  젝스키스  ,네겐 보일 수 없었던 세상,bye bye
  효린  ,립스틱 짙게 바르고 (Feat. ZICO Of Block B) (Red Lipstick),mind please love love love hurt lose long actually actually actually actually
  티파니 (TIFFANY)  ,Once in a Lifetime,lifetime lifetime lifetime lifetime lifetime lifetime lifetime
  젝스키스  ,예감 (2016),
  EXO  ,Boomerang (Chinese Ver.),lai duo men jue fang xin rang jin cheng zai zhuan shen zhi zui hou pan xin man alright lie yuan cai zui hou reng fan zhuan bei gei pao yuan hao gen zhe kuai shi reng wei yuan turn tak move zhan shi sheng wei zhi wei lai jiang xin zai zhan dan fang dou juan jiu neng goodbye dang zhan hua shi zhan alright lie huang ban man chu dai zhe bei gei pao yuan hao gen zhe kuai shi reng wei yuan turn tak move jiu hao kai need zai feng dai hui lai baby bye bye zai yao bei gei pao yuan hao gen zhe rong jin zhe bao jue duo bei gei pao yuan hao gen zhe kuai shi reng wei yuan dian dou qing jiang jing qing shi shui qing fei get make kai zen jing zui jing shen turn shuo qing fei get make shi fang look pan turn kao xiang shuo qing fei dao mian jian kong tian dian qian dian kong good suan piao yue hui yuan dian tik chong yan qian xian mian shu good nian yan hui yue hui yuan dian tik hou qian xian xuan yue hui cong yong yue hui yuan yong yong back yong yao yong back
  피에스타  ,하나 더 (One More),feel level level matter matter level wrong wrong
  에이프릴 (APRIL)  ,WOW,boy star everybody star everybody star star everybody boy shin shin shin shin yes
  TWICE (트와이스)  ,Truth,alright truth baby baby truth love love love love baby fight baby baby truth love love love love baby fight everything love love love love baby fight right truth truth truth
  걸스데이  ,큐피트 (Acoustic Ver.),sweety girl hello hello hello hello heart love love love boy love love love boy love love love boy love love sweety girl hello hello hello hello heart heart get get get lovely girl boy lovely girl boy
  BP RANIA  ,Beep Beep Beep,burn love jesus lip lock love split make pop band man fan love get build break love bring bring build break love bring bring use get put get love bring bring serious hilarious dangerous expensive single free single single single
  SHINee (샤이니)  ,In My Room (Unplugged Remix),cause sun moon cause room repeat repeat key key still
  조이 (JOY)  ,내게 오는 길 (Inst.),
  FTISLAND (FT아일랜드)  ,미워하고 원망하고,
  제국의아이들 (ZE:A)  ,이별드립,mystery mystery game come come tell comin miss miss kiss kiss
  전효성  ,STARLIGHT,year paradise starlight sky starlight sky starlight sky give give give give give give give give give give give give light light light light shine shine shine afraid light light light light shine shine shine light light light light shine shine shine always always maybe always always always always
  천상지희 더 그레이스 (The Grace)  ,The Club (Feat. 비),rain turn everybody dance dance club dance dance club come come come everybody dance dance club dance dance club come come come everybody dance dance club dance dance club club rain rain head get everybody dance dance club dance dance club everybody dance dance club dance dance club dance dance club jump jump come come come jump jump come come come jump jump let get jump jump jump jump jump wet mad
  TWICE (트와이스)  ,녹아요,baby ice cream baby ice cream baby ice cream baby ice cream ice cream baby ice cream
  여자친구 (GFRIEND)  ,White (하얀마음),
  FTISLAND (FT아일랜드)  ,남자의 첫사랑은 무덤까지 간다,
  한승연  ,I Love Me,bye bye bye bye bye day star day star star lonely lonely really really really really really really
  CNBLUE (씨엔블루)  ,Catch Me,level carrier world studio hater role highway way fender gibson martin gretsch marshall night world night highway way bottom bottom way turn catch catch catch catch catch break catch break catch satisfy catch catch catch catch catch break catch break catch catch catch catch break catch break catch catch warrior wide high wide high showtime
  f(x)  ,All Mine (Inst.),baby baby mine mine fantasy heart baby baby mine mine fantasy heart mine mine mine mine mine mine mine mine
  조이 (JOY)  ,좋은 사람 있으면 소개시켜줘,
  박지훈  ,Hurricane,baby night hurricane hurricane come come feel hurricane baby night hurricane hurricane come come feel hurricane baby night hurricane hurricane come come feel hurricane call call call feel come call call call feel come call call call feel come lonely lonely lonely lonely lonely lonely lonely lonely lonely
  EXID  ,1M,
  원더걸스  ,I Tried,
  SHINee (샤이니)  ,SAVIOR,savior pleasure treasure darling door soul pleasure please door soul treasure treasure treasure door soul savior get darling get get get get get get savior cruel savior savior savior gentle savior savior savior savior savior savior savior savior savior
  백현 (BAEKHYUN)  ,Stay Up (Feat. Beenzino),fall love tonight sun tonight sun baby girl clyde tonight fall love love foggy closer richie hit hit name fall love love take tell tell stay stay lay mean stay stay window tint get get stay stay stay dive sleep sleep tonight bonnie lionel many love love late
  엠블랙  ,말하지 말걸..,baby baby baby baby baby baby hate love love love hate love love
  H.O.T.  ,그래! 그렇게! (We Can Do It),time tear dispair cause someone falth trust put away always
  서태지와 아이들  ,내 맘이야,
  태연 (TAEYEON)  ,비밀(Secret),
  업텐션 (UP10TION)  ,미치게 해 (Going Crazy),baby baby baby baby action please low low sorry low low sorry
  H.O.T.  ,너는 Fast 나는 Slow,baby grine mone baby let fast get feel come take slow show last real good baby everybody slow slow together never forever even really really fast fast
  소녀시대 (GIRLS` GENERATION)  ,예감 (Bump It),girl boy head bump bump bump bump boy baby eye bump bump bump bump control bump cool bump bump listen lay bump bump bump bump bump bump baby bump bump bump bump listen throw listen bump bump bump bad cool bad cool ever close
  EXO  ,중독 (Overdose),one love love fantasy someone doctor love love love destiny someone doctor love love heart exo doctor someone doctor someone doctor love love overdose stop get call overdose love get call stop call call bad overdose much much overdose much much much much overdose overdose overdose overdose
  몬스타엑스  ,미쳤으니까,everything baby love crazy love crazy yes love girl yes love crazy love crazy yes love love crazy love crazy yes love grab take take take make lose lose crazy crazy crazy love crazy goodbye right crazy love crazy crazy love crazy yes
  클릭비 (Click-B)  ,Dreaming,
  정일훈  ,Fancy Shoes,girl gucci thom browne girl rewind rewind rewind girl girl girl girl girl girl girl girl prolly prolly prolly prolly prolly prolly prolly prolly prolly prolly prolly
  핫펠트 (HA:TFELT)  ,새 신발 (I Wander) (Feat. 개코),wander
  신화  ,웃다가...,pain love alone
  블락비 (Block B)  ,11:30,girl girl weather girl emotion evidence girl girl shop baby girl want baby let holla want baby adore
  정민  ,스물한살 그때,
  태연 (TAEYEON)  ,Do You Love Me?,love love love love
  SHINee (샤이니)  ,Feel Good,baby emotion girl emotion make make baby make feel make feel get make feel make feel get make feel make feel get make feel make feel get make feel make feel make feel make feel make feel get make feel make feel get make feel make feel make feel sweet good good good good true sweet good good good good good good good good good good good good good good good good
  티아라  ,Cry Cry (Ballad Ver.),cry cry music boy baby look eye cry cry music boy baby look eye baby look eye
  Apink (에이핑크)  ,Secret Garden,
  에이프릴 (APRIL)  ,MAYDAY,baby
  손동운  ,In The Cloud,cloud cloud cloud cloud cloud cloud cloud cloud cloud tonight cloud cloud cloud cloud cloud cloud cloud cloud cloud tonight cloud cloud cloud cloud cloud cloud cloud cloud cloud tonight cloud cloud cloud cloud cloud cloud cloud cloud beautiful beautiful beautiful beautiful beautiful beautiful
  SUPER JUNIOR (슈퍼주니어)  ,I Think I,lip skin mood rule girl girl girl step girl girl girl fuerza bruta movie star senorita let come dance dance dance dance dance dance dance dance dance dance dance dance dance dance dance dance dance dance dance dance dance dance dance dance dance dance dance dance dance dance ready girl good mamacita senorita
