artist,title,English_clean_lyric
  페이  ,One More Kiss,baby baby baby baby baby kiss kiss kiss kiss kiss kiss kiss kiss kiss kiss kiss kiss kiss kiss
  FTISLAND (FT아일랜드)  ,Falling Star,star star star star star freedom star star star freedom star star star star star freedom star star star freedom star star star star star freedom star star star freedom star star star dream tell find dream take catch fall fall fall fall fall fall fall fall fall catch fall fall fall fall fall fall fall fall fall catch fall fall fall dream take catch fall fall fall fall fall fall catch fall fall fall neverland neverland
  태연 (TAEYEON)  ,11:11,
  티아라  ,Sugarfree (DJ Big Bounce) (Kor.),drop drop
  카라  ,못 지킨 말,
  원타임  ,Can`t Let U Go,feeling dark mean pain let let let leave let let let let leave let let let leave let let let leave let please please please please
  엠블랙  ,천국이니까 (Winter Rain),tell baby make fly
  첸 (CHEN)  ,안녕 못해 (I`m Not Okay),
  B.A.P  ,HONEYMOON,till dawn feel honeymoon feel honeymoon feel honeymoon time world null justify day day feel honeymoon feel honeymoon life world feel honeymoon shower film life world feel life world feel feel honeymoon moonlight wake let talk take take afraid different okay whole new good true colorful best high good true colorful cool good true colorful cool already ever
  대성  ,"날 봐, 귀순",baby sexy
  동방신기 (TVXQ!)  ,Remember,please face love please cause let know call let know stay last forever forever ever
  EXO  ,Artificial Love (Chinese Ver.),lover cong shi zhi duo zhe shi shi geng jia yin yin wang rang shi hao huan jue love ceng chun jie ban love gao shi zhen jia love wei yan love wei love zhe dou shi dao zhe yang hai shi hui zhi dao mei hai shi mei leng love lover tai feng zhong shang kou pan shi hui pao man lei jiu sha tan shang shui jiu chen guo hui diao zhe zhan deng lover love kong love gao shi zhen jia love wei yan love wei love zhe dou shi love jie men jiu gei jiang jin zai mei turn lover lover lover love wei yan love wei love zhe dou shi lover qing hao dui kou zhi qing qing ming qing trust get wei qing ming xing ming fang xiang bing qing qing qing bing ling bing liu trust get wei qing xiang yue zhi ming quan trust get wei qing artificial yan xian jin jian tou shi artificial shi wei artificial artificial artificial zhi lian guo chu artificial artificial wang gan nei shui leng chuan artificial cuo artificial artificial shi wei artificial artificial artificial tiao tian artificial artificial artificial wei artificial artificial artificial undercover yong
  첸 (CHEN)  ,고운 그대는 시들지 않으리,
  소녀시대 (GIRLS` GENERATION)  ,Sign,sign pin tock sign sign sign sign sign sign sign sign tick right light sign right right yes yes yes
  천상지희 더 그레이스 (The Grace)  ,아니기를 (Not To Be),
  걸스데이  ,Darling,kiss love call soda pop pop pop love call call fell darling darling darling darling fell darling darling darling darling call darling darling darling darling baby
  태연 (TAEYEON)  ,Starlight (Feat. DEAN),love starlight starlight starlight starlight starlight starlight emotion baby baby amazing starlight starlight starlight starlight
  베스티  ,Thank U Very Much,thank thank thank thank thank thank thank thank thank thank thank thank thank thank much much much thank much much much thank much much thank much
  이달의 소녀  ,위성(Satellite),talkin bout boy talkin talkin talkin talkin talkin talkin talkin talkin satellite fly talkin talkin talkin talkin talkin talkin make make satellite
  라붐 (LABOUM)  ,아로아로,
  Red Velvet (레드벨벳)  ,Attaboy,atta attaboy atta attaboy atta atta atta type yah yah yah attaboy yah yah yah let yah yah yah attaboy yah yah yah kinda style cause yah yah yah attaboy yah yah yah boy let let check boy boy ready ready
  정세운  ,White,moment slow snow love life love life love life love moment love life love life love life love moment love life love life love life love moment love life love life love life love moment love moment make take white white white white white
  러블리즈  ,그녀는 바람둥이야 (Feat. 동우 Of 인피니트) (Babysoul&Kei),baby boy baby boy boy take baby
  여자친구 (GFRIEND)  ,기적을 넘어 (L.U.V.),love love love boy love give love love love love boy bounce bounce bounce bounce love give love love love love boy love love boy love love give give give love right right right right right right right right right right
  방탄소년단  ,잡아줘 (Hold Me Tight),please cry cry please trust trust trust trust trust cry trust trust trust trust trust girl trust trust trust trust trust
  신화  ,Angel,way sky love matter side please let know fall let admit kiss smile beautiful miss
  배틀  ,Icarus,sunshine finally
"  용준형 ,  양요섭  ",Thanks To,thanks fan stage thank paper beat love columbus song bird thank sing thank track rockin fly sing alright alright mic sing thank let sing alright alright everybody good good fly pen unconditional good good fly always still always fly together always always always fly
  레이나 (Raina)  ,모르겠다,baby baby
  효민  ,으음으음(U Um U Um),love love love love love love love love love love love love love love love love love love love love make feel make feel make feel make feel make feel make feel
  틴탑  ,혼자 사니? (Alone?),sexy baby baby baby baby baby baby baby nice fine fine happy fine fine beautiful beautiful beautiful beautiful never never never never
  EXO  ,狼與美女 (Wolf) (EXO-M Ver.),duo tun tian shang pin chang jiu bie nao shen shi shi chang shang shi hei kuai lai bie zhe gan jue jue neng shi shi jin tai yao gao lie bie zai tuo hei jiu style deng dao man zhi dao wolf zhi wolf saranghaeyo shi mei lang wolf zhi wolf saranghaeyo shi mei hao tou gei tiao jin jing zhi zhi hui geng tong mang hui man man kan zai zhuo que shi dao dou shi wei lie bai wei tao zai tao zai tao jin feng che mang lie bie zai tuo hei jiu style deng dao man zhi dao wolf zhi wolf saranghaeyo shi mei lang wolf zhi wolf saranghaeyo shi mei lang mao dun hou liao jiu nan hui tou cheng huang man shou kuai zhi zhui qiu pin shi zhi feng shi rang hao tou gei tiao jin jing zhi zhi hui geng tong mang hui man man hao tou gei tiao jin jing zhi zhi hui geng tong mang hui man man wolf zhi wolf saranghaeyo shi mei lang wolf zhi wolf saranghaeyo shi mei lang xing yong yang xiang zen xing hei shi shi shi shi xin ming jing kuang shi shi shi shi shou huo huang ming dan shi shi shi shi kou wei hong yong bian jian hui guo bie shi qian zhua lang gong xian zha tong kan pan xian shi qian zhua gou gan chao tong kong gong xian zha tong gong xian zha tong yong
  라붐 (LABOUM)  ,두바둡 (only u) (Inst.),crazy mayday girl girl girl girl time living baby baby baby baby crazy mayday girl girl girl girl dance time girl girl girl girl get tell love get tell love love baby mayday good good good good easy baby mayday good good good good good good good good really really really really really really really really really really really really really really really really really really
  신화  ,LEVEL,baby way way way baby name baby name baby name name gold chain feature dem money swag level millennium boy tryin level loser baby way way way baby name baby name bar rhyme mythology baby way way way baby name baby name play win win win win win make retire stand play win win win win win baby reply play win win win win win furniture german high nice nice whole little homie baby baby fast baby
  GOT7 (갓세븐)  ,Lullaby (Spanish Ver.),hoy sueno puede siente como mentira estas suspiro chica dice todo floreces que sorpresa cayendo corazon nunca paran chica cada palabra que puedo parar quiero parar amar siempre error quiero lado hablame dulce magico deseo mucho hablame dulce magico como trampa quiero seguirte quiero quiero cerrar los quiero por siempre quiero como fuera vuelves viento suave tus manos cabeza esta atmosfera perfecta corazon para cuando estas fin todo bien eso esta bien estare quiero parar amar siempre error quiero lado hablame dulce magico deseo mucho hablame dulce magico como trampa quiero seguirte quiero quiero cerrar los quiero por siempre quiero quiero quiero quiero terminar quiero hasta por favor con dulce voz quiero hasta hablame dulce magico deseo mucho hablame dulce magico hablame dulce magico susurras atraido sueno atraido real una por nombre florezco algo penetra dulcemente encontrar encontrar sweet lullaby puedo una ojos pesados lento como certeza esta real encontrar encontrar sweet lullaby puedo una ojos pesados final llename final sweet lullaby puedo ser entiendo vuelven entiendo vuelven
  CNBLUE (씨엔블루)  ,고마워요,
  SHINee (샤이니)  ,Real (SHINee WORLD 3 Ver.),bit fashion solution style style mentor feel fashion solution fashion solution style little funny real old real old old real
  티아라  ,완전 미쳤네 (Korean Ver.),party tonight party tonight good good
  지코 (ZICO)  ,날 (Feat. JTONG),spit king cobra rise legend damn name problem child sex name mic life start play groove feel appeal unfair real eternal
  DAY6 (데이식스)  ,반드시 웃는다,smile
  BIGBANG  ,천국,life baby baby baby becuz heaven heaven heaven heaven heaven
  레인보우  ,So Cool,boy yes yes yes man yes cool love dance dance dance dance love yes yes cool yes yes let get boy get love try love love love love love love boy cool cool cool cool cool cool cool cool cool cool cool cool cool cool cool cool cool cool cool cool cool yes yes yes yes yes yes yes yes yes yes yes yes
  CL  ,+소중한 추억190519+,
  원더걸스  ,2 Different Tears (Remix Ver.),tear love pain tear love pain tear love pain way nothing reason matter tear love pain tear love pain give give give give give give give give give feel leave say miss give give give give give give different good bad different good bad different good bad hard different good bad different good bad still still
  f(x)  ,You Are My Destiny f(Luna+Krystal),cause cause cause destiny destiny destiny
  라붐 (LABOUM)  ,Like U Love U (소연 With YUN Of LUNAFLY),beat dumdum digidum dumdum digidum dumdum digidum dumdum dumdum digidum dumdum digidum bring come come love digidum digidum digidum everyday everyday digidum maybe maybe maybe maybe maybe maybe
  에이프릴 (APRIL)  ,봄의 나라 이야기,
  X1 (엑스원)  ,괜찮아요,night night night good beautiful good
  클릭비 (Click-B)  ,One,tell tell tell tell tell
  VIXX (빅스)  ,향 (Scentist) (Inst.),know natural already
  신화  ,기회,girl love night please repeat imagine listen breakdown cry come love come tell repeat back back
  예성 (YESUNG)  ,우연을 모아 (Wish),love
  에이프릴 (APRIL)  ,눈을 뜨면,baby dream magic holic holic baby
  VIXX (빅스)  ,Navy & Shining Gold,gold gold color gold star light star gold gold color gold star light star gold gold color gold star light star shining gold shin shin shin shin baby shin shin shin shin shin navy navy light navy everyday navy light navy navy light navy
  옹성우  ,우리가 만난 이야기,
  애프터스쿨  ,뱅(Bang) !,pick bang bang school school pick school school bringin school playgirlz fellow life life life school school pick follow catch bang check follow catch check daily know get forward raise raise raise catch check follow catch follow best fresh cool right tasty crazy never right never right fast right never
  Apink (에이핑크)  ,Secret,
  펜타곤  ,Dr. 베베,fall hurt gratatata baby fall hurt love fall hurt love fall hurt crazy fall hurt love fall hurt love fall hurt crazy please fall hurt love fall hurt love fall hurt crazy love love love crazy crazy crazy true crazy crazy crazy crazy
  JBJ95  ,CRUSH,rewind love crush girl crush girl crush stop game interview phone smile facetime facetime rewind love crush girl crush girl crush stop game eye game love game night truth rewind love crush girl crush girl crush stop game eye game love game make crush get get get play put see killin make crush get get get play get send call tell make crush get get get play get mine stuck big facetime mine stuck alright good mine stuck anyway right anyway anyway anyway anyway anyway anyway
  방탄소년단  ,피 땀 눈물,peach cream sweeter cheek chocolate wing bitter lip lip kiss baby kiss sweet chocolate sweet bitter
  라비(RAVI)  ,Where should I go (Solo Ver.),day hustle virus live hard hard fuckin
  에이프릴 (APRIL)  ,YES SIR,yes yes cause yes yes sir wait wait sir sir love
  에이프릴 (APRIL)  ,찌릿찌릿,day day love let day girl boy
  비투비  ,For You,heart heart heart love love love one one problem bye bye goodbye heart heart heart love love love one one one one feel get feel trust right
  Wanna One (워너원)  ,활활 (Burn It Up),burn burn burn type gee pow time stage burn burn diamond dream time burn burn life life burn burn make let fly burn burn live know live young wild double light white burnin white light white burnin white uhh uhh uhh uhh uhh right
  브로맨스 (VROMANCE)  ,Now,
  신화  ,Hurts,nobody girl let hurt let hurt let hurt let hurt let hurt let hurt bad bad bad bad bad bad bad bad else wrong back back
  EXO  ,Lucky One,matter mind living one girl rule mind living one cause living one one live keep come tell baby live keep come let live keep come lucky lucky lucky lucky lucky lucky lucky lucky lucky right never back lover
  Wanna One (워너원)  ,불꽃놀이 (Flowerbomb),
  CLC  ,어느 별에서 왔니 (What Planet Are You From?),god baby god god
  SF9  ,Dear Fantasy,angel angel angel angel darling darling darling darling darling darling darling darling darling darling darling darling lovely lovely lovely lovely comma angel lovely lovely lovely lovely lovely forever lovely lovely lovely forever lovely lovely lovely forever
  SUPER JUNIOR (슈퍼주니어)  ,2YA2YAO!,swim mob style showmanship chapter direction direction direction forever showmanship answer yao gap showmanship come come come come come hit yao mix swipe let hit yao mix catch super mix come come come gap young ready pied adrenaline gap young ready junior young ready well well well come well well well ever well well well
  Red Velvet (레드벨벳)  ,7월 7일 (One Of These Nights),minute stay story night night minute stay story day year story night night minute minute
  Amber Liu (엠버)  ,Borders,cause mom border way way way people head anger cruelty anything place eye eye eye eye eye eye cause mom border way way way border border border way way border border border way way pressure train fear hand plan fog feeling road eye eye eye stance eye eye eye cause mom border way way way border border border way way border border border way way play play border border border way way border border border way way border border say cross corner fight fight star look shake tell tell find call walk keep say cross corner fight fight fight fight fight fight jump win cause see trust get say cross corner fight fight fight fight fight fight win pretend win fight fight fight fight afraid straight strong wrong wrong perfect belong strong afraid straight thick tough strong afraid straight never even fight maybe never even fight fall slowly surely never even fight much ahead ahead much ahead
  브라운아이드걸스  ,클렌징크림,honey honey baby bye bye love bye bye honey honey baby honey honey baby love ever ever really
  씨스타  ,Yeah Yeah,baby baby come baby baby feeling baby baby come baby baby baby baby come baby baby come call call call call call call call call come call call call call
  화사 (Hwa Sa)  ,그대 내 맘에 들어오면은,
  NCT 127  ,Sit Down!,habit space fly game movin cruise baby babe show zip hand day thanks jealousy jealousy way highway baby show zip show zip show zip get lose tell sit tell sit sit get put make tell renegade let let babe tell sit tell sit sit tell sit tell sit sit tell sit tell sit sit sit bad pilot cruel groove please nonsense heaven always
  업텐션 (UP10TION)  ,Stay,girl stay stay night let girl girl stay stay goodbye side night let girl girl stay let listen get know stay say stay let stay stay get baby right girl curious baby girl pretty around baby
  소녀시대 (GIRLS` GENERATION)  ,힘 내! (Way To Go),yes way yes love set set free free boy ready
  우주소녀  ,Mr. BADBOY,boy boy control boy boy boy boy badboy badboy badboy emergency danger boy boy boy boy badboy badboy badboy boy boy boy boy badboy badboy badboy badboy bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad bad
  방탄소년단  ,여기 봐,holy shhh seoul city tragedy baby bless baby mon genie weenie mini mercedes miny mind come come show get let switch let walk get come minute baby girl teenie menie pretty
  보이프렌드  ,Super Hero,hero star star hero star star star star super super shiny shiny shiny shiny shiny shiny
  BIGBANG  ,Forever With You,life love drama love girl love love luv pretty forever long together forever
  VICTON (빅톤)  ,Beautiful,feelin baby baby baby baby baby girl anything baby girl baby baby baby baby baby baby good beautiful beautiful utiful untouchable beautiful beautiful orchestra girl beautiful beautiful always together together always always together together always together together always
  god  ,애수(哀愁),everything heart please live come cold back
"  써니 (SUNNY) ,  옥탑방 작업실  ",심쿵주의보 (Inst.),
  몬스타엑스  ,"인터스텔라 (Feat. Yella Diamond) (Performed by 주헌, 형원, I.M)",boy starship minute let let let mercy tar circle let let let coach fashion bye mother tryin let let let let let let recognize get ride let ride let ride get ride let ride recognize get ride let ride let ride get ride let ride die recognize get ride let ride let ride get ride let ride recognize get ride let ride let ride get ride let ride astronaut real real countdown bish high bish high climax astronaut real real countdown bish high bish high flow bad high astronaut real real countdown bish high bish high astronaut real real countdown bish high bish high
  신화  ,진담,
  H.O.T.  ,너와 나 (You & I),
  세븐틴  ,나에게로 와,
  원더걸스  ,Like Money (Feat. Akon),love money listen heart tryin girl pearl everything heart treasure money car money car diamond star friend man misery company feed side fear promise let heart beat care care money car love money car diamond star love thing sunshine rain heart pain thru lettin listen instruction teach dollar bill brand wheel hair cut boy pair kick ice risk money car money car diamond star love love love screamin show touch get hold let give measure let teach love love love babe love love babe love love babe hold love babe listen trust let win win love babe love love love love love babe love hold love see see love love love love love love love love love babe love love babe love love babe hold love babe love babe love babe love babe love babe love babe precious baby stop little girl girl look thru little little upfront new fresh new new baby close far hard ever lonely close far back close far
  NCT 127  ,Wake Up,minute world world world world beat noise illusion come world world world world world world wait wake let wake let wake let wake come let show let wake let wake let wake let wake let wake let wake wake let wake let wake let let right right right
  BIGBANG  ,But I Love U (GD Solo),year nothing girl girl nothing girl late well anymore anymore
  블락비 (Block B)  ,Give & Take (B-BOMB Solo),take take baby baby baby moon take take take take feel baby baby baby moon take take take take tonight take take take take take take take take take take take take tell show let let let let give give sexy sexy give give give give real sexy sexy give give give give real give give give give real give give give give real give give give give real
  몬스타엑스  ,넘사벽 (Incomparable),heart beat promise break break break break promise break break break break baby erday everything promise break break break break break break break break break break break break break break break break break break break break stop get break break break break break break break break much baby crazy everyday erday maybe maybe baby baby baby
  조권  ,고백하던 날,angel angel
  f(x)  ,나비 (Butterfly),butterfly yey butterfly
  러블리즈  ,이별 Chapter 1,
  PRODUCE 101  ,Hands on me,hand hand love hand boogie tonight tonight boogie tonight hand hand hand hand hand hand dum dum dum dum dum dum dum dum dum dum dum dum look babe hand boogie tonight tonight boogie tonight hand hand hand hand hand hand break break hand boogie tonight tonight boogie tonight hand hand hand hand hand hand shake shake shake shake shake shake lay shake shake lay shake shake take let dance lay lay lay lay lay lay pick take let dance lay lay lay lay lay lay shake shake shake shake shake shake shake shake take let dance come lay lay lay lay lay lay dum dum good girl tonight yes
  GOT7 (갓세븐)  ,Look,eye eye question yes eye eye begin make make afraid ready ready hurry
  NCT 127  ,TOUCH,stay baby feel stay baby touch baby touch touch true good true touch touch touch stay baby touch touch
  소녀시대 (GIRLS` GENERATION)  ,영원히 너와 꿈꾸고 싶다 (Forever),
  동방신기 (TVXQ!)  ,You Only Love,love life love life everything eye love life life love love love know love love love know love love wonder love give love love love everyday never never never never never
  씨스타19  ,Ma Boy (마보이),sistar baby stop breakin heart time boy boy girl boy boy baby boy boy baby boy try game stop breakin heart time boy boy baby boy boy baby boy boy boy boy baby boy boy baby boy let hear get girls alright get get get let play let get let let next right last well back boy boy
  방탄소년단  ,FAKE LOVE (Rocking Vibe Mix),love fake love love fake love man love love love love fake love love fake love love love love love love love fake love love fake fake love love love love love love love love love love love know know know love love love love love love love love sick fake fake sorry fake fake good route bad bad mad mad bad bad mad mad sick fake fake sorry fake fake fake fake fake bad bad mad mad bad bad mad mad sick fake fake sorry fake
  소녀시대 (GIRLS` GENERATION)  ,Mr.Mr.,boy mister rock world mister mister let bad bad bad bad
  (여자)아이들  ,달려! (Relay) (hue Remix),runnin runnin runnin runnin power alright let end alright runnin runnin keep keep put let run keep alright right alright right together run never right right
  SHINee (샤이니)  ,Tonight,miss tonight tonight tonight tonight tonight tonight tonight life stop tonight tonight tonight tonight tonight tonight tonight tonight tonight tonight tonight tonight tonight baby tonight tonight sad tonight
  영재  ,Forever Love,baby baby love baby love love love love forever forever forever forever forever forever forever forever
  젝스키스  ,여우사냥,
  아이오아이 (I.O.I)  ,Crush,crush honey wait minute rush rush rush crush boy crush boy crush boy god rush rush rush crush boy crush boy crush boy crush boy crush boy crush boy blah blah blah boy wait gosh gosh gosh light gosh gosh okay okay gosh gosh right
  FTISLAND (FT아일랜드)  ,Primadonna,
  f(x)  ,미행 (그림자: Shadow),
  핑클 (Fin.K.L)  ,첫키스,kiss chance kiss chance kiss chance get get get kiss get get get kiss get get get kiss kiss kiss kiss
  이민혁 (HUTA)  ,HUTAZONE,baby baby baby baby baby baby far away far away
  XIA (준수)  ,Chocolate Girl,chocolate girl chocolate girl chocolate girl chocolate girl
  하이라이트 (Highlight)  ,잘 지내줘,
  브레이브걸스  ,유후 (우린 아직 여름),sound boy boy boy boy boy wait brave
  동방신기 (TVXQ!)  ,Lucky Star,star star star star star star lucky lucky lucky lucky lucky lucky
  뉴이스트  ,Fine,doin let bye girl girl baby baby baby fine girl lady lady candy candy candy girl girl girl girl star baby girl girl love fine girl love girl girl baby baby baby fine girl lady lady candy candy candy girl girl girl get listen tell pump pump shin kiss tell love girl tell girl fine fine lady fine fine fine fine lady fine fine fine fine lady fine fine fine alright alright alright
  동방신기 (TVXQ!)  ,Apology (Sung By Max),baby home sorry night let girl apology apology apology apology happiness apology girl apology beautiful apology apology apology apology apology apology come let say say come sorry sorry sorry apology sorry sorry sorry sorry back late home
  나인뮤지스  ,휘가로 (Figaro),midnight midnight midnight midnight dance dance dance dance midnight midnight midnight midnight time time midnight midnight midnight midnight midnight midnight give give give give give give come come get get get give give give give give give tonight tonight tonight tonight tonight tonight tonight tonight
  SHINee (샤이니)  ,SHIFT,shift shift choice shift shift shift shift saw begin saw begin get run together together
  Red Velvet (레드벨벳)  ,Lady`s Room,friend meet lady room party party room lady room lady room lady room lady tonight lady room party party baby talk party party room lady room lady room lady room lady room lady room lady room lady room lady number like follow follow follow meet like like get best
  EXO  ,Heaven,city street light city street light city street light city street light know win hello angel angel hello angel hello
  EXO  ,으르렁 (Growl）(EXO-K Ver.),okay babe babe babe dangerous
  틴탑  ,I Love Girl,body baby sweety girl girl girl girl girl story nobody nobody way way nobody way way girl girl girl girl girl girl dream get get girl good good
  서태지와 아이들  ,수시아,
  SHINee (샤이니)  ,투명 우산 (Don`t Let Me Go),baby
  민아 (걸스데이)  ,My First Kiss,kiss come kiss kiss kiss kiss kiss kiss feel know kiss kiss kiss first first first first first first first first first first
  TWICE (트와이스)  ,SUNSET,boy night night baby sunset boy boy night night baby sunset sunset baby sunset sunset boy sunset sunset sunset long long long long together together
  온유 (ONEW)  ,사랑이었을까 (Illusion),
  라붐 (LABOUM)  ,주문을 풀어 (La li:lalala) (Inst.),miss boy time spell memory boy end start cast erase red sun red sun obliviate
  동방신기 (TVXQ!)  ,주문 - Mirotic,ocean rule skin heart crystal skin skin come come skin skin devil skin skin skin break get get get get kiss get come come get get get get red skin chrome kiss
  B1A4  ,짝사랑 (산들 Solo),
  서태지와 아이들  ,너에게,
  마마무 (Mamamoo)  ,여름밤의 꿈 (Midnight Summer Dream),tonight night nightmare fiction blood way night way night nightmare happen freeze happen happen nightmare non nightmare nightmare nightmare long long long
  육성재 (비투비)  ,또 사랑하고 만다 (Inst.),
  B1A4  ,Sweet Girl,please love please baby girl baby girl butterfly baby butterfly eye please love please baby girl baby girl please love sweet girl baby girl fly get fly fly smile sweet girl sweet girl sweet sweet girl sweet deep girl smile sweet girl sweet girl sweet sweet girl sweet girl girl sweet girl sweet sweet girl sweet
  젝스키스  ,아프지 마요,heart mean break sorry never forever forever well
  SHINee (샤이니)  ,"소년, 소녀를 만나다 (Romeo+Juliette)",confuse girl love way love girl little deep
  신화  ,Yo! (악동보고서),dream birdy birdy birdy track money power job rock daddy song baby come live answer dust dust rap check boogie live niggas niggas baby
  걸스데이  ,둘이서,everything everything one everything everything
  승리  ,그딴 거 없어 (Come To My),come life bye come night life bye life bye love tonight love love come right right
  효린  ,널 사랑하겠어,
  러블리즈  ,인형,
  샤크라  ,If,night night love night night love night night love night night love night feel take hold wating wating wating wating feel take hold feel tell hold feel take hold tight tight tight tight well
  펜타곤  ,판타지스틱 (Prod. By 기리보이),baby ayo shot shot shot shot shot shot play day day stand wake make ayo hot netflix complete aye
  f(x)  ,Ending Page,page door page thing page end end end irony good bad lonely
  양요섭  ,남자라 울지 못했어 (Inst.),
  CLC  ,I Need U,yes eye look explosion earth love arm heart ride feeling heart pow pow pow feeling heart pow pow pow powow powoppowow pow pow powow yes pow pow powow love eternity key fire burn deeper live moment time love arm heart ride feeling heart pow pow pow feeling heart pow pow pow powow powoppowow pow pow powow yes honey night love lip feeling heart pow feeling pow powowow pow powowow powow pow pow powow heart pow ride feeling heart pow pow pow feeling heart pow pow pow powow powoppowow pow pow powow yes get lose excite rise shake hit get look pound lie ride get lie last feel deeper hit get look pound lie ride get lie love kiss feel kill hit lick lie ride lie ride get lie lie ride get lie first universe full enough long powoppowow last enough long powoppowow deep powowow powoppowow alright alright right alright alright right long
  4minute  ,HUH,volume moment attention everybody corner cube humph humph humph humph plz magazine scene work humph humph humph humph plz lady work humph humph keep way music lady humph humph humph humph wait show say kid chingaling chingaling chingaling work work kid chingaling chingaling chingaling work work fake hai top top famous hai top touch real young skill top top
  정세운  ,Feeling (Feat. PENOMECO),irony beautiful feeling feeling feeling feeling blah blah fiesta babe side beautiful feeling feeling feeling feeling feeling feeling feel fall feel fall blind blind feel fall feel fall good beautiful beautiful wonderful fiesta tonight beautiful beautiful wonderful
  몬스타엑스  ,Jealousy,baby jealousy baby jealousy jealousy baby baby guy jealousy rat baby baby jealousy jealousy baby jealousy jealousy baby jealousy baby jealousy baby jealousy make stop keep get think stop swag swag stop jealous funny little jealousy jealousy jealousy good little jealousy jealous little jealousy little jealousy jealousy jealousy jealousy
  오렌지 캬라멜  ,아빙아빙 (Abing Abing),
  미쓰에이  ,Bad Girl Good Girl,boy boy boy hello hello hello girl girl girl girl hello hello hello girl girl girl girl girl girl girl girl boy boy boy shut know know know shut shut shut shut shut know know know shut shut shut shut bad good bad good bad good bad good bad good bad good
  오하영 (에이핑크)  ,Do You Miss Me?,tok tok tok wait wait miss say miss miss miss miss say miss miss tell miss say miss miss miss tik baby tik tik really really
  JIN  ,너만 없다,
  동방신기 (TVXQ!)  ,Hey! (Don`t Bring Me Down),girl love girl girl girl girl cut cut cut cut bring break break break break break break break break break break break break love break kinda let love give love give bring break bring break bad
  방탄소년단  ,Lost,way way way way way way way way way way way way way dream way way way way way way way way felt lose lose lose lose lose find lose find lose lose lose lose lose lose lose lose lose lose find lose find never never alone alone long long never never never
  BIGBANG  ,맨정신,doctor doctor taxi
  이홍기 (FT아일랜드)  ,COOKIES (Feat. 정일훈 of 비투비),love friend fam nobody fact hello care care cooky control make fall fall fall fall fall fall fall fall fall wait many high high high high happy high high spotlight lovely baby baby hello baby baby baby baby
  마마무 (Mamamoo)  ,Gentleman (With eSNa),eeh gentleman type gentleman good eeh eeh eeh eeh type gentleman boy dreaming dreaming gentleman eeh eeh eeh good good good nice good good eeh eeh gentleman
"  예지 ,  정채연  ",그림자,
  소유 (SOYOU)  ,내게 말해줘 (Inst.),
  애프터스쿨  ,Someone Is You,someone thing someone someone someone alright
  키 (KEY)  ,Forever Yours (Feat. 소유),forever forever forever forever forever forever forever forever forever forever forever forever forever forever forever forever forever forever forever forever always forever forever forever forever forever forever
  유연정 (우주소녀)  ,마음이 하는 일 (Inst.),stay
  EXO  ,破風 (The Eve),zheng situation huang yan kan zui hou dao wei qiang beng lie jie man man chen fan mei jin tou pin yao zhu yin man yan zhi jin hai shi neng jie zai gao song cheng qiang wei ruo juan cheng chui feng bao yan jing feng bao lei yan hou han mie jie zhi dao zhe wei guang liang jin kuai yao zai jie man shi chao feng dang hui shen zhi zhong kuang kou chu peng shu meng sui zhe cui jin tou kan zhe bai hua xin sheng chuan feng bao lei yan hou han chuan jie zhi dao zhe wei guang liang jin kuai yao zai jie hao jiao ceng ceng tun shi guo kai chuang sheng shi beng bian pao dao sheng jie zheng yan wei zhe wei guang zai jiu jue chuang xin shi jie mei kan kan qing qing ming qing ting ning xing xing xing ying ming zao xing kai jing tai xing xing xing ying ming ting xing xing hei yao xing luan zhong bian qia yuan duan feng mian qian xuan qian chuan dian tian guan chuan qian bian qian dai dian yuan xian tuo xiong chong dian tian guan qian bian qian dai dian yuan jian tian tian nian nian qian dai lian xian xian yong
  G-DRAGON  ,삐딱하게 (Crooked),
  NCT 127  ,시차 (Jet Lag),babe alright girl night sky night circle get get get get get get get alright alright right good full alright alright
  Stray Kids (스트레이 키즈)  ,Hellevator,hellevator hellevator hellevator hellevator hellevator hellevator hellevator hellevator hellevator hellevator hellevator hellevator hellevator hellevator hellevator run away
  비스트  ,Virus,virus virus virus virus virus virus girl virus
  씨스타  ,넌 너무 야해 (Feat. 긱스) (The Way You Make Me Melt),rappin babe burn turn grandline babe already
  쥬얼리  ,사랑해,baby baby baby baby say maybe maybe
  마마무 (Mamamoo)  ,"다라다 (휘인, Jeff Bernat, B.O.)",song love gentle breeze song one everything moment breathe morning night morn road sing sing sing hold sunshine maybe never together
  송지은  ,Date Mate,baby date mate date mate date mate buddy buddy baby date mate date mate date mate buddy buddy date date mate date mate buddy buddy wait get get wait get get mate wait get get
  효린  ,Slow (Feat. 주헌 Of 몬스타엑스),slow everything slow slow slow hello baby point please vibe girl baby heart babe slow slow slow slow slow slow slow ride kill slow slow slow slow slow hot slow slow slow slow slow nice slow slow slow slow slow baby deep
  GOT7 (갓세븐)  ,Never Ever,romance let romance let mine mine baby woh let ink romance let romance let mine mine baby mine mine baby silence dance let make cry mine try let sign get get let make cry miss let make cry sorry ready mine mine mine pen mine mine mine mine mine mine love love never ever ever never ever ever love love never ever ever never ever ever never ever ever never ever ever never ever ever never ever never ever ever never ever never ever ever never ever never ever ever never ever
  예지  ,아낙수나문 (Anck Su Namum),nina head come foot mouth show bottom say kiss follow follow warn come obliviate queen young
  하이라이트 (Highlight)  ,CAN YOU FEEL IT?,baby baby baby baby baby
