artist,title,English_clean_lyric
  Lindsay Lohan  ,Rumors,steppin club music turn energy body sound space privacy chorus thing understand fun life way rumor sick people way club people picture floor hand air beat camera room privacy chorus thing understand fun life way rumor sick people way mind mind dance time time rumor rumor rumor sick people way rumor sick people way tell stop move tell watch write need breathe please respect let bring live chorus tire start follow tire lie say let live take take throw like breathe please respect let bring live chorus tire start follow tire lie say let live take need free tire follow follow follow follow follow take tire start follow tire lie say let live take tire start follow tire lie say let live take saturday little pre verse enough got little pre bridge good good followed live chorus probably well back back respectfully back back back
  Demis Roussos  ,When Forever Has Gone,heart flame brush lip name arm mystery forever forever friens child break thing mystery forever forever close true weak strong still forever together forever together still yet forever together forever together
  Lana Del Rey  ,Dark Paradise,friend ocean song remedy memory face melody head soul everything everytime eye paradise one side everytime eye paradise one side friend tell love stay remedy memory face melody head soul everything everytime eye paradise one side everytime eye paradise one dream tonight tonight relief sleep everybody release dream everytime eye paradise one side everytime eye paradise one dream tonight tonight move lie sing love win move play win haunt tell scar win wait scar win wait ask win haunt tell scar win wait tonight rush feel touch tell scar win wait tonight wrong leave fine dead dark dark strong true leave fine dead dark dark fine dark dark forever even
  J.Fla  ,Bohemian Rhapsody,mama man gun head trigger mama life mean time tomorrow carry nothing matter time sends shiver spine body time goodbye everybody truth mama die silhouetto man scaramouche scaramouche fandango thunderbolt galileo galileo galileo figaro magnifico boy nobody boy family life monstrosity bismillah bismillah mamma mia mamma mia mamma mia beelzebub devil eye baby outta nothing matter anyone nothing matter nothing matter kill put pull begin throw make cry come ache get face bear lightning ning spare come let let let let let let let let let let let let put stone spit love leave die baby get get get get see dead mama late got wish little fright galileo galileo poor poor poor easy easy bismillah right away back really sometimes never aside really really really
  Ricky Martin  ,Vida (Spanish Ver.),superstition cat voodoo doll premonition sensation kick candlelight addiction day night clothes dancing rain life pain bullet brain vida loca push vida lip skin color mocha loca livin loca loca york city hotel heart money sleepin pill water order champagne taste clothes dancing rain life pain bullet brain make fall get make take make take pull loca wear wake take take slip make make take make take black new new new crazy livin livin devil red linvin livin new funky cheap french insane crazy upside never never
"  Jermaine Jackson ,  Pia Zadora  ",When The Rain Begins To Fall (서울패밀리 `이제는` 원곡),sand finger day day way way forever rain rainbow sky rain sunshine life everything time dream dream reality dream rain rainbow sky rain sunshine life everything sun light rain rainbow sky rain sunshine life everything rain rainbow sky rain sunshine life everything seep help find get fall ride catch ask fall get hold begin fall ride catch ask fall allright hide see fall ride catch ask fall allright fall ride catch ask fall right last allright fast last allright never forever never still together never never
  Andreas Johnson  ,Glorious,master plan control trash man brand day room moonlight sway rhythm groom grace tonight start lose taste bring check make dance bring check make bring check make bring turn make ready glorlous new glorious glorious glorious belly well
  Black Coast  ,Trndsttr (Feat. M. Maggie) (Lucian Remix),flavour brand paper something figure call guess heart cause head time something love thing fire strobe something heat room dare card trndsttr strobe something starin room bet trndsttr level crew select confidence crowd preference fire trndsttr fire strobe see bet something heat room dare card trndsttr heat fire strobe something room bet trndsttr learn see take look look figure love call set get see come look star look star new underneath hard right new new bulletproof good powerful free key new new still fire ahead never closer
  Elias  ,Scars,lover place room head space time scar scar baby scar light lie something hand light thing mind baby scar scar baby scar light lie something lie something lie something lie something lie scar light lie time place mind time baby scar tie get win stay hang win let give walk give hold hold hold hold win stay hang win let give give give give win stay hang win let dream let hide win hang wrong wrong wrong forgive many wrong wrong wrong forgive wrong forgive fucking
  The Moody Blues  ,For My Lady,boat sea battle ocean tear port view life lady lady life breeze head cry word action word hurt sail sun warmth share dream everyone fill discover give give drift bow hear say drive set feel begin stormy last gentle sigh loud lightly freely completely gently slowly softly alone
  Laura Doggett  ,Searching,candle signal table plate delayed time life time something yesterday face feature photograph mind look mine recognise time life time something life time life time something baby time life time recognise light incase look wait lay win recognise search leave search try see replace memories change leave match age search leave search search search search recognise leave recognise win recognise search leave search recognise leave recognise hundred long middle maybe never maybe long long long long long long long long long maybe
  Prince  ,Life `O` The Party,life party havin party goody people cool time cause news life party party thing sun candy switch eye paper morrow hang head cry party welcome nobody party night life party party yard party mine people record door milkman everybody everybody day stay party welcome nobody party night life party eye life party eye body leaf cutie dance chemistry life party dollar year life labor knife making cut party wall eye care hit eye nothing fun voice hippy head party welcome nobody party night life party party welcome nobody party night life party get get start get right give smell funk know know come start get get come get make holler sentence keep pack wall think get start get start get right beautiful good sweet beautiful fine window altanta trippin special let good tree mad come makin hard plus high nose purple right even dre right long still gay never right
  HRVY  ,Told You So,cancel subscription issue addiction night fight work time kinda hate help clock tick night fight work time kinda hate work time kinda hate night fight work time kinda hate hate quit try make feel miss try hurt forget fight know think get use call tell want prove say tell tell tell tell say remember tell forget fight know think get use call tell want prove say tell tell think get use call tell want prove say tell tell tell forget fight know think get use call tell want prove say tell tell tell tell tell say tell tell bad right good strong wrong first kiss good right mine good strong wrong mine good strong wrong right good strong wrong alone
  BØRNS  ,Seeing Stars,side road sidewalk chalk balcony window cause someone walk wind name love letter airplane cause butterfly begin dream target star diamond time love dream come love puzzle piece girl kite sky dream target dream reality star diamond time love dream come let let star diamond time love dream come saw walk sight make look see catch try get write turn look tell come hit wish darling wish get see shin keep miss try find get learn fly paint come hit dream get see shin get get baby get get get get see shin light true hard true high true true baby true first twice never quickly enough never brighter ever brighter ever aside never brighter ever brighter ever brighter ever brighter ever
  Mariah Carey  ,Can`t Take That Away,anything try anyone hangin cloud matter refuse faith dream light anything pride peace somethin soul darkness cause light love lord anything try face ground reach lord matter refuse faith dream light say say brin allow succeed try make feel falter try take win win push learn possese win fade try take take inside guide say say break win rise try hard make feel falter try take hard inner afraid precious brightly away ever brightly away always certainly steadily brightly away
"  Topic ,  Vigiland ,  Christopher  ",Let Us Love,eye control cause something people attention mind try love tomorrow life tomorrow love tomorrow life tomorrow cause feeling tonight cause feeling mind rhythm body closer something people attention mind try love tomorrow life tomorrow love tomorrow life tomorrow cause feeling tonight cause feeling love tomorrow life tomorrow tonight see give get try find win give give mean let love let love mean let love let love get let let love get let love let love let get try find win give give mean let love let love mean let love let love get let let love get let love let love mean let love let love unaware good special tonight tonight free special tonight even maybe even tonight even maybe even even maybe even tonight even maybe even tonight even maybe even
"  WENGIE ,  민니 ((여자)아이들)  ",EMPIRE - Korean Ver.,world majesty empire empire let empire empire minnie minnie hail kiss bag cash name day world majesty empire empire let empire sun shine shot haha day world majesty empire empire let empire let empire see lay let build see lay let build top top top take see lay let build lay let build high kiss bad high queen high later bang
  Angel Olsen  ,Lark,verse love verse plan answer anything beauty try space chance chance bridge scene line thing life thing heart heart heart heart heart see feel leave make look see understand get know stand walk say see give know tell believe promise refrain say love say love say love hard enough rare hard hard hard outro maybe ever back well forever forever far forever forever far forever forever far
  Miss Li  ,Tuck You In,day ear arm park heart arm breathe wait use walk kiss hold tuck feel tuck close bad long alone long back
  Lukas Graham  ,Funeral,time suit tie boy one life look everyone welcome everyone way friend room party party tap bartender whiskey cause closure everyone welcome everyone way friend room party party friend room party party everyone everyone way welcome everyone way welcome everyone way welcome tailor buy look say waste pour cause live amaze live mean watch waste pour cause live amaze waste pour cause live amaze waste pour cause live amaze waste pour cause live amaze new new good right good young good funeral sad good funeral welcome funeral funeral funeral welcome funeral funeral never well closer well well well well
  Blue  ,When Summer`s Gone,type heart passion life love art picture heart kind everything everything everything chorus alright night leaf summer leaf summer man pride passion passion life life think rest heart chest kind everything everything chorus alright night leaf summer leaf summer somehow thing chorus night yeahhhhh leaf summer leaf summer disguise paint stand get look stand get look let hold walk walk take get stand get look stand get get look let hold walk walk believe mean let hold walk walk lonely art tall tall simple tall tall alright
  Northern Lite  ,Treat Me Better (Original Ver.),life look eye mouth lie anything question understood treat treat year place thinking time dream treat night phone people devil reason treat watch open tell treat ask come follow hang know good good good good good good good late stuff good good back
  Carlie Hanson  ,Numb,head call need week way love baby bit company ride die ride die roll heart way love baby bit company ride die ride die ride die ride die keep keep chill think cause deep stay know know find run get lie leave lie leave overdose lose get stay get cause stay know know find run get lie leave lie leave lie leave lie leave cool couple little numb fine numb fine numb much close numb cold little numb fine numb fine numb fine numb fine numb numb numb twice alone right
  Lara Fabian  ,No Big Deal,distance everyone girl heart control devil feeling darker side soul fight sense lie fall feel nothing deal anybody demand ego fight sense lie fall feel nothing deal nothing fall fight sense lie fall feel nothing deal look lose wait fall miss lose know work try exorcise hide complete tread sell move lose make get build save subject expect know expect understand treat freedom move lose make get build save subject expect know leave say fall take move lose make get build save subject expect know full alright big silent alright big alright big never simply simply
  Joe Cocker  ,Two Wrongs,bar limousine car pink lady style name men come dark night wrong right money man home clothes microwave thing lovin dark night wrong right people wrong right backseat limousine car night wrong sun let mind dark night wrong right people wrong right sit get start drink say say keep accompany make say get fame get get make make make come drop pick say know make make great big black white trained fancy good black white best right black white best never sometimes well oven never sometimes lonely fast far sometimes well sometime never sometimes lonely
  Sabrina  ,We Are Never Ever Getting Back Together,time cause month space baby day night time friend friend talk fight peace mind indie record time friend friend talk togather friend friend talk friend friend talk break say see say need say change remember last call call tell tell get get talk get miss pick fall scream hide find mine call tell tell get get talk get use think use say get get talk get talk get first last cool enough around never ever ever back together never ever ever together never ever ever ever back together ever really right away much tonight never ever ever back together never ever ever together never ever ever ever back together forever ever never never never ever ever back together never ever ever together never ever ever ever back together never ever ever ever together
"  Youngr ,  Endor  ",Give It Up (Youngr x Endor),chorus mind time mind time post chorus chorus mind time mind time chorus mind time mind time post chorus chorus mind time mind time outro mind mind mind mind mind mind mind mind give give give give waste give give give give waste give give give give give give give give give give give give waste give give give give waste give give give give waste give give give give waste give give give give give give give give give give give give waste give give give give waste much much much much much much much much
  J.Fla  ,Hand In Hand,everytime flame hand sky morning calm harmony time hand hand land world place hand hand wall time arirang lift live make live start understand break good eternally
  Svala  ,Close To You,baby baby moment treasure feel love baby night world lover star sea thing world baby baby word way thing love cold light day love baby night world star sea lover thing moonlight love glory look heart world world world star sea lover thing keep fall dream give hold feel touch keep get lie say say pray give hold feel touch mean dream feel touch keep mean special deep strong like easy simple cold strong tonight sweetly always close always close clearly close
  Laleh  ,The End,letter smile end nothing way day name way glory day breath name name breath name breath name breath heart part mean way glory day name way glory day breath name name breath name word word word something voice something explain breath name name name name name fell stop smile stop hop know say lie say say say make make say make make speak play say say say say make make say say say close loud glory proud last last last last loud proud last last last last last last well almost even never ever never ever together together even
  Westlife  ,Try Again,hush day promise mind baby kind weather day try love stumble fall heart feeling surrender heart love baby day try love stumble fall heart baby heart feel drop rain baby day try love love try love stumble fall heart work know think find search stop believe try try lie let fight remember set think find search stop believe try try cry die think find search stop believe try try stop believe try try good free tear forever never never alone forever always together never sometimes forever always together never never
  Tyde Levi  ,AAA,kid cause stay room home sick death world place bed life chorus thing thing thing secret lie piece piece mind weather verse castle time head night death cause pavement tonight bed life chorus thing thing thing secret lie piece piece mind weather piece piece mind weather bridge chorus piece piece mind weather piece piece mind weather outro piece piece mind weather scar decide play hide stay tell cry tell die tell come talk feel wonder hide lose stay scar win run crack stay tell cry tell die tell come talk feel talk feel feel feel feel feel feel feel feel feel talk feel talk feel talk feel lets alive outside long free alive outside outside good good good outside outside outside maybe sometimes back well back well well well well well well well well
  U.S. Girls  ,Mad As Hell,love nothing way screen everything love year side chorus tell mad hell forget supply reason boy land home hair grey one situation shone eye line bug coward weapon choice winner smile moist hand air supply cry day day music tell mad hell forget tell mad hell forget come size start fell clean portray want believe take want believe question win roll leave watch shade tell use get leave know grip choke get write win live win live local physical local insular forgive first good forgive forgive vital really nice ride never always manly well hell never still long long
  Coldplay  ,Sparks,drive heart let spark spark spark spark say sing win saw saw saw saw sing wrong always
  Nelly Furtado  ,Say It Right (Radio Edit),day night hand time hole plan mean nothing mean nothing everything fault light dark mean nothing mean nothing everything hand something mouth brick body place god space say get break joke get set mean say lose say say show get set mean give make sing show know want right free alive free holy really
  Tegan And Sara  ,"Hey, I`m Just Like You",backflips secret something share someday memory track one one wait word luck verse dream place place way way hand chorus one one word luck bridge outro backflips drag care keep wait win make bring win hold lose hold try let learn learn wait win make bring win hold drag strong long good hard lonely strong long even lonely never still upside
  Delta Goodrem  ,Just Call,rain foot day sun ray light cloud mind fire soul light flame name heart doubt love name love name mountain feel breathe night star cause reach name heart doubt love name love name name heart doubt day page world fire day flame flame name heart doubt love name name name heart doubt name pour flood hide feel call say call say call high climb see dark see call say call say call call spend live lose change rewrite set call say call call call call good cold next wish next next next next far soon soon soon soon soon
  Paul Simon  ,Kodachrome,crap school wonder lack education none writing wall kodachrome color green summer world day camera photograph kodachrome girl night imagination everything learn think hurt read get take take know bring match high nice bright sunny nikon mama single sweet bad black white back away together never
  Aldous Harding  ,Imagining My Man,thought man time classic man man life love time dream life love time dream way chance answer wish life yes time life love time answer protect forgive picture imagine give imagine imagine imagine fight stay try stay get give fight stay love fight stay hard nervous right fold honest respectful right lucky right right apparently twelve never back
  Naughty Boy  ,La La La (Feat. Sam Smith),hush speak venom messiah theory fire silver lining mean judge speech ear kid word nothing volume heart way way love time count hour coward word mind silver lining mean judge speech ear kid word nothing volume heart way way way way ear kid word nothing volume heart way ear kid word nothing volume heart way keep cause find tire cover turn cause stop block block run win drown find tire cover turn cause stop block block block find block cover turn cause stop block cover turn cause stop block shut new enough enough enough enough rather
  Kuwada  ,Cherry Cola,liquor soul unfortunate cause mine devil mojo soco breath stop centerfold something sweet cool summer heat vanilla try men cherry cola soda sweeter champagne smoother coltrane chardonnay thing cherry cola soda sweeter champagne smoother coltrane chardonnay thing way fountain surface way sweet sugar cane cloud sky cause sunshine cherry cola soda sweeter champagne smoother coltrane chardonnay thing cherry cola soda sweeter champagne smoother coltrane chardonnay thing chase chase make stop say sell search take coke chase search find keep sober let keep keep sippin keep sober let keep keep sippin win win win drown pull come hold hold hold let drown let drown keep sober let keep keep sippin keep sober let keep keep sippin harsh old lime hard classic timeless close close glad close close much well much well bubbly bubbly deep bubbly bubbly
  Michelle Branch  ,Are You Happy Now?,everything care use lie truth care eye face plate care game blame cause care eye oohhh face ohhhh everything somethin eye tell face ohhhh eye eye cause walk pretend look tell tell erase take take leave givin leave look tell tell erase give get run look tell come replace look look take break happy happy happy empty happy happy happy happy happy happy happy happy happy really ever away
  Jamiroquai  ,Automaton,way love someone rain head think thing drive fool time star fool time air cloud kick trick crush game catch wall night world hollywood time fool time star fool time air cloud one one one one fool time one star one fool fool air cloud put seem find see lose find seem make care take walk heaven walk walk cloud get play find get set match feel mean walk heaven walk walk change baby change baby walk heaven walk walk much mine stupid drive cary understood mine cloud mine cloud away away right really clearly away away away away
  LunchMoney Lewis  ,Whip It! (Feat. Chloe Angelides),night bout mind baby whip time ride baby whip time trip child hip bruce room glow hand air show body girl floor whip front day hood wood hop cause car runnin window anything girl card master limit time trip child hip move hip whip night mind baby whip time ride baby whip phone thing egg morning smile booty band treat body brick whip whip man boy foot jump room leather party stop time trip child hip move hip whip night mind baby whip time ride baby whip get bounce hand knee bounce bounce bounce bounce hand knee bounce bounce hand knee basket ball bounce bounce hand knee night mind baby whip time ride baby whip time trip time trip child stop hip hip night mind mind baby whip time ride baby whip baby whip baby whip blow come hold come let whip let whip whip move whip like get get get get see cause tint get cause get let whip let whip whip move blow come hold come hit say get show give get miss sit get flip leave take let head get let whip let whip whip whip move blow come hold come make bounce put work put work make bounce get put work make bounce put work blow come hold come let whip let whip whip move blow blow come hold come shy tight bumpy child black movin slow low real real good real good good child shy tight bumpy cheese hard fat hard parliament hard real good real good big clean soft cool top child shy tight bumpy low low shy tight bumpy child shy tight bumpy never back lonely
  Glenna Bree  ,How Long Has It Been,night love touch time day life happiness love staring star sky love eye way day promise promise love staring star sky love night love touch time day kiss exchange feel fill float tell say look tell believe hold till come ask float tell kiss exchange feel deep last long blue goodby deep separate single fill last good long blue deep last long long away long long never tightly forever long long long never away
  Jasmine Sokko  ,1057,heart eye fear monster chorus baby baby baby baby baby baby baby chorus name name heart eye fear monster chorus baby baby baby baby baby baby baby chorus name name name name bridge day life dollar drunk number day life dollar drunk number day life dollar drunk number day life dollar drunk number name name name name break till let know care know care break till let know care know care know care know care live chase get live chase get live chase get live chase get know care know care know care know care open pre verse open pre close even even close even even even even maybe maybe maybe maybe even even even even
  Bread  ,Baby I`m-A Want You (LP Ver.),thinkin money back tax way spent track bet thou dime irs money time millionaire cent sad way governmeant somebody cause hand knee dungaree governmeant bread get pay jump make save come get give say lose say fight sposed say get get burn learn sure funny daily governmeant hundred best fair afraid shot never ahead somewhere back never finally
  Various Artists  ,Melancolie,seule devant glace vois triste sans ferais importe place appelles habitude vie connais solitude melancolie fait pour chiens leur demain peut etre puisque peut arriver seras saurai reconnaitre appelles habitude vie connais solitude melancolie fait pour chiens leur ressemble quoi pourquoi pour est une est ensemble ressemble importe vous est une est ensemble oublier oublier
  Sharlene San Pedro  ,Everything Will Be Alright,eye coffeeshop friend chance man something way way hand blue ocean life sky everything kind life lookin star thinking man something way way hand blue ocean life sky everything blue ocean life sky everything everything think saw get meet wait take let take take let fall saw look act talk keep take let take take let fall take take let fall alright think beautiful deep alright odd deep alright deep alright somewhere together long somewhere together long somewhere together long
  Britney Spears  ,"I`m Not A Girl, Not Yet A Woman (Remastered)",answer everything life way feel middle girl woman time moment girl need time eye girl woman time moment girl eye girl way girl girl woman woman time moment girl woman time moment girl woman use think catch protect face see tell shut see find tell believe try find mine mine mine mine mine always yet much yet closely always yet yet yet
  Justin Timberlake  ,Sexy Ladies / Let Me Talk To You Prelude,bottle adam mess flow heart head toe girl lady floor lady betty downtown anything people dance groove girl lady floor lady sexy sexy body talk body sexy walk body talk body sexy walk body talk body sexy walk body talk body bit left let part girl sexy sexy sexy body talk body girl sexy walk body talk body girl sexy walk body talk body girl sexy walk body lady floor lady love love love love love love love love love love love love love love love love love way lip cotton candy love mean stop dancing way love let cruise control crib soul love love love love love love love love love love love love love love love love love love walk place cozy glad toast love indecent proposal back love let trip investigator love piece pie love love love love love love love love love love love love love love tell get keep talk let see work talk get talk let get take wait cater rock sound cocky talk let see work talk get talk let get let take move see walk let see slow slow slow get talk let get let take stand get put let take let ease take slow let let let talk come let make let make let take take let let let talk girl beat sexy great late sexy let little girly uptown little cocky true sexy great late sexy sexy sexy sexy sexy sexy sexy sexy little right sexy sexy sexy sexy sexy sexy sexy great late sexy sweet demanding nice first great suppose private first cold soon back back really back back back back back really
  Paul McCartney  ,One Of These Days (2011 Remaster),day foot ground breathe air day job song breathe air day ease time breathe air day foot ground breathe air breathe air look see see sing see see find want please see see find want see look see see right fresh long right fresh got right fresh right fresh fresh ever ever ever ever ever ever ever ever
  D`Sound  ,Real Name,day sun song thought sun day call name name name tear tomorrow feeling week cloud love something lightyears today desire call name name name tear tomorrow feeling name name night name lesson feeling name name name talkin bout feeling name name name tear tomorrow feeling name tear tomorrow feeling name reapear cloud blow find stay find sing give shin get find find call sorrow call call let float fall make find find need hold remember share find cause call sorrow call call let call call call talk fight take dance take walk breathee call let call call sorrow call call let call let call rainy much warm bad late real real real talkin first dizzy proud bad wrong confusing strong real real real talkin real present real real real real real real real real talkin real talkin real first away away away away never lonely learn maybe away
  Electric Light Orchestra  ,Last Train To London,city sun music night night world stop turnin music air chorus train train town tonight forever music play line night night fire everybody everybody share lookin repeat chorus starry time hour eye repeat chorus felt stand know stay london headin london tonight felt know say rush realize love street big right last last leavin want last burnin sky back away really really right else away still really really
  Cherie  ,Betcha Never ,betcha anything eye notice baby whatcha heart betcha surrender betcha betcha cause catch line whatcha heart betcha surrender betcha heart betcha surrender betcha heart betcha surrender betcha betcha tell see hide feel try fade betcha think get betcha betcha betcha think think get think think afraid try hide feel fade betcha think get betcha betcha betcha think think get think betcha betcha think betcha betcha think try fade betcha think get betcha betcha betcha think think get think betcha betcha betcha think get betcha betcha betcha think think get think betcha touch betcha touch betcha touch touch never never ever never never ever maybe maybe never never never far never never ever never never never never never ever never never never ever never even maybe maybe maybe never never never far never never ever never never never never never ever never never ever never never never never ever never never never maybe never never never far never never ever never never never never never ever never never never never far never never ever never never never never never ever never
  Celine Dion  ,Heart of Glass,breathe night sky closing closing scream dream pity sleep darkness closing closing need need need need need need need heart glass heart glass heart glass heart glass heart glass heart glass arm face til hold need need need need need need need heart glass heart glass heart glass heart glass heart glass heart glass chance risk hand risk hand chance risk hand risk hand heart glass heart glass heart glass heart glass heart glass heart glass heart glass heart glass heart glass heart glass heart glass heart heart heart glass felt say see say see live live live live live live keep love embrace kiss say see say see say see live live live live live live take bleed bleed take bleed bleed say live say live say live say live live live live live live live live live breathe breathe high safe glass glass
  The Chainsmokers  ,It Won’t Kill Ya (Feat. Louane),night someone tongue lookin room stranger face forget time moment dance kill road dance kill kill road dance dance jacket moment face forget time moment dance kill road dance kill kill road dance dance night someone tongue dance kill road dance kill kill road end bite know notice know win know leave win win win mon put regret win know leave win win win mon end bite win win win stay stay stay stay stay much little long much little long amour amour little little little long little little little long yet dance yet dance dance longer longer longer longer
  The Piano Guys  ,Just The Way You Are,eye eye star hair hair yeahh compliment time face face face thing cause amazing way world stop stare cause girl amazing way lip lip day laugh face face face thing cause amazing way world stop stare cause girl amazing way way way amazing way face thing cause amazing way world stop stare awhile cause girl way shinin try win believe think see change amaze smile amaze kiss let change search stay ask change amaze smile amaze amaze change amaze amaze beautiful everyday sad okay whole sexy beautiful everyday perfect whole girl whole perfectly never even bother
  Troye Sivan  ,The Fault In Our Stars (MMXIV),weight emotion tank pain okay control star someone star part existence light light sadness time control star someone star minute minute minute control star someone star determine demand ache let lose see say tell see lose light tell let lose see say tell see give give give give give let lose want see say tell see simple human goodbye goodbye stay grand stay grand stay grand stay grand stay grand stay grand goodbye ever yet yet yet yet yet yet
  James Arthur  ,Remember Who I Was,time see boy life wish dream star tear bet everybody year one one feeling see misfit place cause someone tear bet everybody year waste lose take change grant overnight saw deserve knock wake get lose hurt validate feel love end wake get lose unkind ungrateful young lost poor whole quiet long black blue okay quiet long far
  Faces On TV  ,The Image Of Boy Wonder,story quicksand image wonder ground bellman waiter one escalator story quicksand image wonder verse night ground fight light story quicksand chorus head head way way head head way way verse night neon light circle leaving track ear face laugh hand thought idea chorus head head way way head head way way bridge lie meltdown mind thing meltdown mind image wonder chorus head head way way head head way way head head way way fall slip move ask control slip get catch fall slip lift saw whisper dissapeared walk write slip lift get get leave get break break break get lift boy high safe sound boy white light high easy easy high easy easy first fresh high easy easy high easy easy little close close close close boy high easy easy high easy easy high easy easy slowly slowly blind slowly lift lift skeleton still slowly lift lift lift lift lift
  Why Don`t We  ,Just To See You Smile,focus magic moment slight hand truth dream way eye world stop way world stop way question heart hand exception care nobody point view dream way eye world stop way world stop way side gravity need everything eye walk world stop way world stop way world stop way world stop way control win look walk felt make feelin learn fly see smile see smile see make see make guess walk felt make feelin learn fly see smile see smile see make see make attract run learn fly see make see make see make see make see smile ordinary beautiful little golden gentle bulletproof beautiful little close never forever even never forever even even
  James Arthur  ,I Am,problem killer cure guess end apocalypse something nothing heard rag rich mistake future relic blaze siren exit door cape villain metaphor gun man way hook jaw pain preacher sinner lord mind business mind path corrution destruction opportunity begin believe change mind let let decide believe pave believe change let let decide believe tell think believe believe believe change let let decide believe save best late good bad left battered broken late late yet forevermore forevermore
  One Direction  ,I Should Have Kissed You,playin head awake dream cause chance moment heart somebody mind time heart let morning house eye friend weight eye heart somebody mind time heart let heartbeat way let time heart somebody mind time heart let say convince take get lose think think take tell break feel believe kiss kiss kiss kiss kiss punch saw look think think take tell break feel believe kiss kiss kiss kiss kiss stand dance look know feel replay let take tell break feel believe kiss kiss kiss kiss kiss kiss lie scared sorry confused sorry confused sorry confused right else away always else away away never never else away
  Clara Mae  ,Sorry For Writing All The Songs About You,head minute sheet door face way care someone somebody thing someone somebody mood thunder summer ambition door face way care someone somebody thing someone somebody everything wonder everything wonder someone somebody thing someone somebody take leave mess slam threaten leave even shake make leave leave leave find ditch slam threaten leave even shake make leave leave leave find let get lose find let get lose find leave leave leave find typical typical typical typical full scared good good good good good good sudden perfect typical typical typical typical full scared good good good good good good scared anew afraid scared good good full scared good good good good good good good good good good damn back much even else else nowhere damn back much even else else else else
  Billy Lockett  ,Empty House,second everything hell chorus cause try car way house home let house verse wall glass dusty corridor painting past change pre chorus cause try car way house home let house home let bridge time goodbye chorus house home let house home let house scar suppose blame use mess fall walk use chorus call fade use play hang make realise use mess fall walk use chorus call call cave die call call second pre easy empty empty broken easy empty empty empty losing late empty empty empty lately never lately never never never never
  The Real Group  ,Cage Of Promises,day dishonesty day garden fantasy house dream disappointment doubt year cage promise thing cage promise vision love fidelity oasis warmth security idea vain cause truth share compromise cage promise thing cage promise love tender heart woman woman wise cage promise thing cage promise cage promise cage promise look drift flower furnish say leave love hide build give build please spare sorrow pain lie lie give build please search lose love run like love run control build give build build build please childish painful common foolish honest foolish back apart never forever never never never never never never really really rather never never never never never
  Five  ,Straight Up Funk,chorus funk ear funkiness turn baby time action passion course level funk thing rock set concept cause check something something east west everybody get party get break renegade hooligan boy plan fly wax watch boy city city everybody heat slide party slide east west everybody get party get break funk ear hear funk funk ear hear get chorus get funk ear hear funk funk ear funk straight blow tell set get straight get get get get break check get rugged raw stand stand bug get see check break get feel get get get break straight straight straight get get straight straight straight want hear mad mental chorus bad back human step really blough damn never ever never funky back really really really really
  Celine Dion  ,S`il Suffisait D`aimer (Live In Quebec City),suffisait daimer son visage decline son corp puis imagine habitant mon decor aurais lui dire avais comment lui faire lira fond pensees comment font reussit chimeres offrirais mon ame coeur tout mon temp beau tout donner suffisant suffisait aime suffisait aimer changeait peu rien donner suffisait aime suffisait aimer ferais eternit jai sang dans songes sch quand larmes que dautres verse tanche mon ile vent porte entrer dans jardin sur balcon vie jentends coeurs nuages presage quelles pay peurs suffisait aime suffisait aimer changeait peu rien donner suffisait aime suffisait aimer ferais eternit suffisait aime suffisait aimer pouvait changer choses recommencer suffisait aime suffisait ferions monde suffisait aimer dise sil tant parler moi mon est aimant une petale rongent vie est sous laissent meme fermant enfant paisible tous foncent repondent aux aimant une nous armes
  Olly Murs  ,Seasons,honey word trust story everybody rhyme reason season baby girl broken smile fire wrong song side side heart head tonight tonight tonight honey word trust story everybody rhyme reason season baby hair baby let word let heart head tonight tonight tonight honey word trust story everybody rhyme reason season winter summer spring fall line summer spring fall line summer spring fall line honey word trust story everybody rhyme reason season listen mess get mind stay bore light help write figure try win listen mess get girl let hang lose get find flip let make make try win listen mess get mess get good wrong right tonight good right right right tonight good winter winter listen good someday belong right right inside someday upside inside someday someday
  Ellie Goulding  ,Hollow Crown,chorus battle crown match paper castle battle crown match paper castle dear anyone round knife shark minnow blood water round everyone obsession look reflection look chorus chorus battle crown match paper castle battle crown match paper castle kind love kick taste tear villain feeling fear chorus chorus battle crown match paper castle battle crown match paper castle fight make watch fight make watch tell round keep round tell fight get somehow become trust push lose lose fight make watch fight make watch verse get think play run walk trust trust push lose lose fight make watch fight make watch losing noose hollow losing noose hollow verse dear pre losing noose hollow losing noose hollow funny dear dear fear losing noose hollow losing noose hollow right right right right right right
  Feels  ,Thrill (Feat. Melii),hobby crazy time girl man seater baby thrill dance way baby god thrill dance sip guarantee heart planet shit vision man seater baby thrill dance way baby god thrill dance sip drip lil swag car sprint wip bag hoe hoe pocket love ghost girl gusta cuando hablo heard word boyfriend surgery thrill dance way baby god thrill dance sip baby rumour get tell move slow get drive let take spotlight keep chase get feel get get drive let take run run search say take daddy momma good mad mami god wrong fucking baby short numb hard mad mami god wrong fucking baby bad wrong fucking fast really ven bably hit really ven
