artist,title,English_clean_lyric
  베이식 (Basick)  ,좋은 날 (Feat. 거미),day everything world day day day day day day day day day day day day give good good good good good good good good good ahead
  와비사비룸 (Wavisabiroom)  ,밥말리,
  Garuda  ,"The Match (Feat. Juvie, Gan-D, Hoony Hoon)",match catch endzone touch rush juvie rhyme juvie train man clock game chicken man wit knukles chicken match hoony winner clock game chicken man wit knuckle chicken clock clock game chicken man wit knuckle chicken untamed tick win lose lose tick win lose lose tick win lose lose lose final
  Marcus Way  ,Why You Don`t Like,mind love song babe time mind mind love song babe time mind cause time mind love song babe time mind mind love song babe time mind fill listen free fill listen free get fill listen free fill listen free really rather really rather really rather really rather
  로스트코  ,Surfin`,surfin thing spaceship cause surfin see medal spaceship cause surfin surfin surf cause make take get get get make take get get get get make get high high high high surfin surfin high aight
  다미아노  ,It`s Like Electronic Music 그래서 타이틀은 못 되지 (Feat. 찬휘 Of 7th Street),music thing hand wheel lady trip monster hiphop rapper girl thing hand wheel lady trip thing way thing way drive enjoy rap act call drive enjoy walkin walkin electronic wrong cool back back
  방탄소년단  ,Make It Right,day night baby day baby please life make hold make make make make hold make make make save make hold make make make good tight light right right right rehab good tight right right right right good tight right right right right right right right everywhere right right right right right right
  일리닛 (ILLINIT)  ,"RCLB (Relaxed, Calm, And Laid-Back) (Feat. i11evn)",triple factory boi fame illinit collabo drop way life hate pay building chillin sippin something puffin something nothing time building chillin sippin something puffin something nothing nothing ill fame feel pain calm way life hate pay building chillin sippin something puffin something nothing time building chillin sippin something puffin something nothing nothing calm lambo maybach top basement action business network dat shit alarm calm way life hate pay building chillin sippin something puffin something nothing time building chillin sippin something puffin something nothing calm calm calm calm relax lay sittin import watch import watch keep lay sittin import watch import watch relax lay get get stay make lay sittin import watch import watch relax lay lay lay lay calm suckin thinkin important suckin thinkin important important low busy relaxed suckin thinkin important suckin thinkin important important fresh hustle hard false suckin thinkin important suckin thinkin important relaxed relaxed relaxed sittin layin sittin back sittin back back back back
  스윙스  ,"양아치 2014 (Feat. Black Nut, GIRIBOY)",
  크록 (CROQ)  ,My Spring,spring ring spring spring ring spring spring ring spring ring ring ring ring ring ring ring ring ring
  Flo Rida  ,Come With Me,lot woman road world everyone something time mind stop till school cause charlies charlies charlies someone side rider rider baby momma hop ride passenger side show kick everything situation fact movie girl pedal sun body body body right night http lyricsmusicvideo blogspot com flo lyric html rider rider baby momma hop ride passenger side show kick everything tonight comw tonight meet pip slow get get get focus use know get know tell roll come ride tell drive put make win get get come know get know tell roll come ride ride wide little little momma come tonight afraid right little momma enough perfect fine freaky straight little little momma come tonight afraid right little momma enough little momma enough long surely long
  Jake Miller  ,Lion Heart,lion heart way lion heart lion heart lion heart lion heart one way star lion heart girl others cut fact path night life world zoo roar come bounce queen jungle king worry thing fight night light sky lion heart lion heart way car lion heart lion heart lion heart try tame promise feel try tame understand love set run leave handle get cause come show turn let hear get frighten cause try tame promise feel love try tame try tame wild free crazy wild good hole baby hungry dark wild stolen never never never never never enough never right never never never never never
  BRADYSTREET  ,heybrady! (Feat. Jvcki Wai),cash gas hit please please cheat code zero cheat code pack bag fuckin friend cash gas hit please please plz countin cash jacki hit jacki smokin gas jacki shit cash gas hit please please count hit smoke hit make hit hit hit hit hit hit hit hit hit hit blowin get start get flip ship count hit smoke hit make hit hit hit hit hit hit hit hit hit hit burn hit hit hit hit make count hit smoke hit make hit hit hit hit hit hit hit hit hit hit brady busy brady busy brady busy brady shit fake brady busy brady busy brady busy brady shit jacki busy busy busy brady busy brady busy brady busy brady shit never rather alone never never never
"  킴비 (KimB) ,  도우너 (Douner)  ",기억속에 (In My Memories),
  Rehab  ,Sittin` At A Bar,bartender time parole time home door trippin bill pill shit yard stupor sittin run sittin bar inside waitin ride heart trailer park key car piece shit year beer sun closin soul life dirt road everything hangin sittin bar inside waitin ride heart trailer park key car piece shit romance memory see cop series danger guess something anger thing kerosene everything fault fit piece nova pen friend county van bar inside waitin ride heart trailer park key car piece shit sittin bar inside watin ride piece shit break get lock kick throw call slap talk drink break jack crash step get give comin try drown tire tire get break jack crash step mean head concern crash see ask break jack crash step crash step good high real hard drunken outside fuckin moe ten gettin ready outside fuckin much penitentary next real pour happy shit outside fuckin outside yeaaaa really never away probably probably away misery never back back away well away
  엄프  ,My World,
  스컬  ,쓰레기 (Feat. 옥상달빛),gyal live
  E SENS  ,Writer`s Block,studio writer block block writer block block writer block block writer block block writer block block writer block block writer block block writer block biggie man basement writer block block writer block block writer block block writer block block writer block block writer block block writer block block writer block studio writer block block writer block block writer block block writer block block writer block block writer block block writer block block writer block get come get come get come get come get come get come get come get basic get come get come get come get come get come get come get come get get come get come get come get come get come get come get come get hova back still
  스윙스  ,Nanana (Feat. 한요한) (Prod. By sAewoo),nananananan rockstar skrt fake nananananan want nananananan imjm skrt
"  Logic ,  Dwn2earth  ",OCD,field ballin team team field ballin team ocd cause ridin school whip thing rollin prada shoestring closet kick liu kang dreamer litas rollin drop beamer feel odp feeling ocd goin squad zone wrist freeze roll hand sky sky break roll nothin day move one side sky sky sky sky time end daddy momma thing life balance talkin comma zero balance talkin worry position decision bread eat rest team scene hotel writin headline festival runnin mind line decimal brand man reflectin mirror pen hand percent people supply demand cause eye field ballin team team field ballin team ocd cause ridin school whip thing rollin prada shoestring closet kick liu kang dreamer litas rollin drop beamer feel odp feeling ocd picture damn device hand gram hand let conversation talk life man man body language paragraph logic photograph photograph goddamn people nowadays pic like conversation basement placement talkin rapper way entity dna identity serenity man child baby momma stummy money bein blessin fame blessin til lesson meanin life guessin field ballin team team field ballin team ocd cause ridin school whip thing rollin prada shoestring closet kick liu kang dreamer litas rollin drop beamer feel odp feeling ocd medium depression get weed top look put put see see undefeated destine fall put make get disappear happen happen focus forget understand get weed top shit get shake disappoint read snap get make shit defeat lead depression learn live get weed top cause clean old new flamed new full low universe easy cold high high high loved south high important monetary worth bad hard selfish enough good bottom public clean old new flamed new full low logic cool much unusual usual favorite good good bread great dead happy fetus complete rich rich famous clean old new flamed new full low social hard else currently first sometimes never soon even hello rather back ever fathom never instead ahead
  NuType  ,비가 내려도,baby baby baby baby baby baby baby baby baby baby girl baby baby baby baby
  Ghostface Killah  ,Double Cross (Feat. AZ),bamboo shit block rid thing need drug house kid street crackheads walk hood steez nation knowledge self education freeze motherfucker hand hand car fucking car dirt get fucking ground police ride hand back doubt son chokehold cuff wrist boy authority minority drug pusher man deception description pawn game everything city everything right anything court law faggot police man time okay dirty work bar one fun kid enemy chest ten heart vow revenge stand crumb friend key city crew squeeze fool chop nigga body dude boy definition end profit judge prosecutor politician pocket hostage life edge toxic hindsight pledge catch neck shit script doubt cash rule everything blood county clean get change get feel treasure fill know rebuild let see get see pull hop talk question happen fit teach motherfucking get remain use get set get tell murder get swindle mask get fake niggas get kill put get blame live swear serve protect play move try squeeze fools different pressured little guilty illegal slap thug violent chess silent nigga long thrown good tony funny knew whole big blue optic high dead web next new nigga nigga philly away niggas really willy silly
  2Pac  ,Hit Em Up,friend motherfucker money boy killer money realest money click game player wife boy niggaz life tryin heart biggie smallz mark comin jewel keep bustin fool rule piece kim street peace life side ride boy wax wit cap glocks cop finish bout wrath menace outlaw mutherfucker money money money way biggie small mac back frank need right trap murderer gat servin shank style rank cause paint puffy block runnin nigga smokin junior front power guess bauer clout package hour grab glocks cop uhh finish bout wrath menace nigga steel battle gettin mouth tryin cloud hopin dope niggaz motherfucker money bummy self millionaire thug prison air couch house versace style shot drop bout record straight thug motherfucker jers plenty murder point comma drama scenario bring knee plea kim click money crash mash brooklyn click shooting block shot glock knot outlaw mafia clique notch pop star east coast prop beat biter style taker tell face shit faker chaser paper approach scene caper loc ceas choke gun smoke joke gun need battle funk money money money money money money money money get take take come equip see homie cut decease snatch ass let niggas know let tonight murder kill get peel see call feel hit take take take get get let hit get hear spank slam hit call feel hit keep kill come learn fly die talkin make remember use let sleep beg let sleep copy take smile set hate hit check cop coke dope get smoke loot pollute cock move pop get mop drop brainstorm lock alize get murder motherfucking know approach smoke hop lose get cross bop hit take take take take take take take take motherfuckin bad niggaz bad puffy weak junior steady gunnin ask young lil real quick tha west bad grab tupac tupac shot little moo white spanked settin little accident poisinous whole weak fuckin ready eddie sour tupac tupac peep real penitentiary freestyle open sherm high funny livin little ceas little little junior stupid fake pac soft little totin good wide open nigga first weessssssiiiiide little ugly haha yes never guard still soon
  Childwood  ,풍선,balloon love peace welcome ocean love superstar breathe balloon love balloon balloon man deep time boy balloon bro bro choose fall get leave burn dream choose fall get choos tell shy deep careful anymore away
  Stormzy  ,21 Gun Salute (Feat. Wretch 32) (Interlude),crucifix night revenge enemy friend time game youts trust share bullet salute father heaven pray bros paigons time step bro man machine let wait til bros brap shot wedding occasion food lord person lord patience please zoot peace gun salute neeks prayer time sleep crucifix night revenge enemy friend time game youts trust share bullet salute wake pray kill love put salute stay repping bet win leave test bun wake pray kill love put salute much salute salute last gun nose gun satan different much salute salute last gun still still flex ever still
  Timbaland  ,Scream (Feat. Keri Hilson & Nicole Scherzinger),plan sky cooky pie slice top lung everybody scream top lung everybody scream top lung everybody scream top lung everybody desire driver cause rider nothing top lung everybody scream scream top lung everybody scream top lung everybody right scream top lung everybody right thing thing getaway light place cause echo chorus scream top lung everybody feeling scream top lung everybody scream top lung everybody scream scream top lung everybody right show car party hand body fight room rooftop feel top lung everybody scream scream top lung everybody scream scream top lung everybody scream top lung everybody fight hand baby walk beach mind beat hmm swagger beat bit hmm hip baby lap bullshitting get journey cut win feel feel feel feel intoxicate designate feel feel feel feel feel get hold make hear feel feel let know feel feel get stop fight feel feel feel feel sing cause fight grab hold string else accommodate change make love shake end keep keep keep bring sit kiss stop venetian first right right right afraid wrong right scream downs sure good right right good good right right right girl good girl good good clear little long long scream right right scream right never right scream right long right
  Soul Company  ,What is the World Comin` To? - Fana (Heartbreaker),world comin world comin world comin world comin world comin world comin world comin world comin world comin world comin world comin world comin world comin world comin world comin world comin world comin action hollywood
  IDK  ,Porno,strawberry lip blood pressure drip drip hoe devil hoe devil mind room thot room heart girl time tick tick girl time tick dick killin amount time milk shit tittie ball nigga inside jaw fall nightstand earthquake backstroke dog style pretty kitty eye clown shit bar car roll royce roof star time saw charmander tail spark heart banana brain food head point brother bart simpson fit johnnie cochran addict intent age goin goin something goin something goin goin something charm arm job pussy bomb atm job pussy bomb job pussy bomb job pussy bomb lyin price flirtin day trapper rapper diamond bag city girl count digit foreigns racer daredevil idk push level god dick strawberry lip blood pressure drip drip head hoe devil hoe devil mind room head room heart head girl time tick tick head girl time tock tick tock tick lock lip stop whip drivin cockpit kid knowledge institution school profit shit type wand mission clitoris god condom condominium head idiot shit men cent head shit cent haha word nigga lemonade get tick cause consider hahaha cocoa cause kill smart acquit take sit quit expose porn hit put backshot sellin buyin love get come get birkin break shake chase speed king shit lemonade get pull make call givin disguise miss give give keem nigga drip bad bad chest wastin tick tick bible beatin equal serial puff fall drawls kaws fuckin fuckin fuckin fuckin charred nigga dead fuckin yellow pretty lips backshot bad big fuckin nigga drip bad bad thot chest wastin tick tick collectin magician magical infamous head insidious head many right probably niggas well back ever right never obviously devil
  기리보이  ,숨 (Feat. TakeOne),snitch type rang dash accident beside put run standin love favorite real right already still
  DJ Juice  ,"King`s Way (Feat. illinit, Huckleberry P)",way man way king way king way king way way man way king way king way home kid hell triple homie shit wife queen life way man way king way king way king way king way way man way king way king way everybody respect wonder way man way king way king way king way king way way man way king way king way triple huckleberry man king way kid way man way king way king way king way king way way man way king way king way way man way king way king way king way king way way man way king way king way get king get king lose run king feel get king get king show get king get king get call get king get king get king get king many free great stevie juice triple maybe
  KYLE  ,OpenDoors (Feat. Avery Wilson),girl problem man girl boat shit something preciate cause shit today tomorrow intro chorus kyle call call back hold phone hold hand listen door door call back hold phone hold hand listen door door sort savage savage dude order drink daddy recreate dna way pic baby face account comment mine pic shit laugh time let vanquish kyle heart let man chorus kyle call call back hold phone hold hand listen door door call back hold phone hold hand listen door door game xbox butt cheek ticket light brother love sheet broken record repeat one behalf half call call back hold phone hold hand listen door door call back hold phone hold hand listen door door avery wilson call call back phone hand listen door door call back call back hold phone phone hold hand hand listen door door avery wilson call call back hold phone hold hand listen door call back hold phone hold hand listen door skin sing understand feel get get kiss kiss grow stop like hide make put let know make know touch close open mind redefine remind mind mind mind kiss kiss play stay take concert blow chief keef happen isley make sing put sing kiss kiss call hold kiss call hold hold kiss kiss forget call kiss good light bro hard nigga lil good first open open first open open kyle right true tryin shady whole private hmm surprising exciting hahaha chorus hard courteous open first open open first open open kyle many cheap free single hard kyle first open open first open open kyle first first kiss open open first kiss open open chorus first open whoooo first open heard niggas rarely together really even prolly back ever occasionally back actually back listen
  M!NN (민)  ,달빛 (feat. Mauve),situation moonlight day moonlight day luck love love dive moonlight day moonlight day moonlight day moonlight day remember bgm remember remember remember remember fresh swimmin umm good good good
  강 고흐  ,Open Book,
  올티 (Olltii)  ,"Cypherpath (Feat. Huckleberry P, H2ADIN)",brrr police care shit something puff cypherpath cypherpath care king street rap money tree rap money cypher homie phone number champ rap battle rap fighter cypherpath mind control fool olltii day indays care shit something puff cypherpath cypherpath care smoke get smoke inst dat codean puff freestyle eighteen atm young freestyle bad mental huck puff illest back
  일통  ,"은메달 (Feat. Woo-Side, Dan ,Loco)",flow handz handz handz handz handz handz handz handz handz handz handz handz handz handz handz handz handz handz handz handz handz handz handz handz put put put put put put put put put put put put put put put put put put put put put put put put
  양홍원  ,소년 (Feat. BewhY) (Prod. BewhY),fight top control underground follow fast
"  코드 쿤스트 (CODE KUNST) ,  BewhY (비와이) ,  YDG ,  SURAN (수란)  ",Beside Me,forget forget speck sawdust brother eye attention plank eye brother speck eye time plank eye speck sawdust brother eye attention plank eye brother speck eye time plank eye forget forget let let let let look pay say let take look pay say let take let let let let never ever ever never ever beside ever never ever beside ever never ever beside ever
  OLNL (오르내림)  ,소문자 (Feat. Lym en) (Prod. Charming Lips),hiolnl korea juiceoveralcohol hiolnl wybh juiceoveralcohol hiolnl wybh juiceoveralcohol hiolnl wybh juiceoveralcohol solution wave someone someone hiolnl juiceoveralcohol hiolnl wybh juiceoveralcohol korea korea korea find tell give pretend korea areyouchildish areyouchildish areyouchildish areyouchildish hard korea areyouchildish areyouchildish
  Roy C.  ,사랑이 떠날 때 (By Flow2s & Lady Luna),verse bridge chours bridge chours chours
  타가  ,Walk With Me,look feel man trust way way look feel man trust hero duck roll look feel man trust way way look feel man trust feel man trust walk make notice walk walk make notice walk let walk make notice walk walk make notice walk walk make notice walk free free free free free still still still still still
  REB  ,십중일이十中一二 (In One Cases Out Of Ten) (Feat. 김박첼라),verse stop come rock party verse
  Macklemore & Ryan Lewis  ,Ten Thousand Hours,god people pitchfork cosigns jumped soundman cockblock drum snare air lung word oxygen man regardless mma day agent itunes check man rent damn time basement time country stage hour malcolm gladwell meet dedication life art life ten hour ten hand hand hour ten hand hand world something front today idea day glove ego everyone obstacle achievement attachment baggage see basquiat keith haring great birth great cause lot child scheme living word work sat system generation kid love desk hour nothing everything hour ten hand hand day struggle motion time knuckle nothing beautiful light tunnel people passion heart substitute top sub man knuckle drug friend call sister speak people share something rehabilitation sweat tear blood booth part show light band stage encore encore today moment part show light band stage encore encore today moment grave welcome heist welcome heist talk walk make let right felt get sign get get shit pay get get make slay ten taste shit live waste felt felt tell want see put spar beat celebrate get work leave observe watch study paint let leave get expect choose put look hold felt put bang toot feel scrap battle lose get get bruise want get want get sure damn close bowie ten ten ten arena different potential great great great statistic american ten ten ten shit different slow comfortable raw unmedicated table good black grave black regardless damn never mma actually escher around thousand ever away back away back
  장치열  ,사랑이 가여워서 운다,
  울랄라세션X플레이더사이렌  ,너 하나면 돼,love love love love love love love love get love love love love love love love always back
"  박정민 ,  얀키 (YANKIE)  ",식탁,time tok thanks love love tick unconditional
  Trina  ,Do You Want Me?,bathgate trina bathgate rider thing prada ice bling rider hold bustin rotten shoppin nigga hitter fritter staple center kobe hunter necklace breakfast cavolet lexus kiss wrist treat watch bezzle whip drop wife life spot sho bathgate rider thing prada ice bling rider hold bustin look type whip five six steel mama anything bath man fight mag crutch slip fall paper trip mall see want admit spoil take fly nassau get show fly see play fly paris diamond get takin let know keep see want hold kill want bathgate get call get take nice first twenty shoe real heavy conch jordan tiffany fredrick special low nice trina lil
  BRWN  ,Summer in love (Feat. Basick),fall love heart call love sugar girl love heart people doubt lip eye thigh round dive understand pain everything chase love love heart call love sugar girl love heart darling love love love red stupid get darling love love love sweet lonely lonely thick sweet sweet lonely lonely
  나플라 (nafla)  ,슬로우 모션 (slow motion),night emotion focus night emotion motion life time night girl call night emotion focus night emotion motion baby key share folk morning body night emotion focus night emotion motion callin hold callin focus get keep run callin throw get callin hold callin focus get gentleman wake come find blow get tell callin hold callin focus slow bitter slow slow late even late long rather enough apart late even late always lonely always late even late
  Kid Ink  ,Feels Good To Be Up,lane lettin movin speed foot floor nobody brag message seat front lens couple move couple friend thing end team back ride die stack air promise man bank roll kick toe chick fat lip girl night timin bottle man feel feel feel moment take time look nobody sight nothin home city loud til air lung man cup care world nothin one crap air man bank roll kick toe chick fat lip girl night timin bottle man feel feel feel mine mine seat front lens man bank roll kick toe chick fat lip girl night timin bottle man feel feel feel catch get take know know make lose change bein watch watch win know act get keep somethin see get keep get keep movin come tell tell patron scar keep bet get keep somethin see get keep get keep movin start tell start tell take know know get keep somethin see get keep get keep movin ready fast full back good bad right good good good good right light scream proud good hundred lap good bad right good good good good nothin nothin back good bad right good good good good prolly never never hard back prolly never never alright alright prolly never never
  라임버스  ,How Do U Want It (Feat. 임정희),love story worry baby please rule scene love chapter chapter wheel car chapter life day allways love baby baby love everything baby day love love want take want baby call tell want want want baby want baby stop girl want take want baby call tell want want want baby make get want take want baby call tell want want want baby make tell give sunshine show love love love want take want baby call tell want want want baby want take want baby call tell want want want baby true crazy anymore anymore together anymore anymore anymore
  루피 (Loopy)  ,TUESDAY (feat. YUZION & LIL CHERRY),tuesday face spending billionaire billionaire time party lame prada label tuesday face goin gucci dior playin hate hate nothing tuesday face goin gucci dior pye lotta dat ink tuesday day meet today pye wait today ran story round round story round round dat life tuesday day meet today wait today wait today gucci tat get hit get tell ballin gucci tat gucci tat get get take come name ting run come run run use use use use live take come put full gucci prada christian prada christian friday ima eat shorty black white black white black white pye friday ima high still ever
  MC Hammer  ,Pray,word pray today today word life top word stop word movie word knee night pray today today word word rhyme money word people town way word knee night word today today word time time time time time word people word way word nothing till day word today today word word money crack word year look word chance word today today word word word word word today today word mission start word word word living living word minute bust prayer word today today word lord cause blessing thank lord love word pray pray pray word word word word word pray pray pray word word word pray word pray word word get pray make say get pray make want make say tell work make say get pray make say get pray make make win forget pray get pray make say get pray make knock let try try try try make happen pray get pray make say get pray make die need work pray make say pray make pray make say pray make doubt kick know live take pray make say pray make send pray say pray pray pray hard pray pray pray pray pray pray pray pray pray pray pray pray childrem ten old good dead pray pray pray pray read high good good pray pray good pray pray pray pray ever still fast never long
  사무엘  ,Just Say Yes,day heart girl lady girl everything baby girl phone phone press love lady icy place part part icy place part path need felt stay stay baby pick want leave want want leave want say stay say stay say stay say stay get trash say say walk black say say say stay say stay say stay say stay lady real good dial girl live girl live girl live girl live girl live girl live girl live girl live always together never alone never never alone never away never away never away never away never nuthin away never away never away never away never
  Post Malone  ,Spoil My Night (Feat. Swae Lee),night feeling play thinkin time spoil night spoil night spoil night night spoil night spoil night necklace glow strobe cash come spoil night spoil night cash cup robe money thigh plenty room ride fry life spoil night spoil night spoil night night spoil night spoil night night feeling play thinkin time party mama wall brodie pourin russell bag face boob diamond teeth smilin rock jumanji jumanji time post plan phone everybody gram line doin right need night need night spoil night spoil night night spoil night spoil night night feeling play thinkin time spoil night spoil night spoil night spoil night spoil night spoil night say win spoil dance spend lose take get drop take say spoil spot throw bring get see make damn post know blow spoil need spoil say spoil much front natural much toxic plenty small much lil beautiful many much never even back
  A$AP Ferg  ,Tango,money term word dollar word word angle try angle try angle angle word word life nothing life event daddy reason kidney treatment court heart family grievin money pain momma teethin grill time teeth idol time timbaland missy beat life party everyday weekend life weekend game end speak mom lady feelin baby son con pollo time itus sleep bed yam vision head life dream momma tunnel vision pedal metal momma class boujetto special singin christmas carol universe number work life verse dove detergent dish award lit tango word dance word speak speak tango word speak dance word speak dancin word thought brain burst tourin option verse express fan fergie work fergie work perk groupie skirt nigga desire hug time yam mom heart lion eye eagle time tango word dance word speak speak tango word speak dance word speak dance word speak speak dance word dance word speak speak give gettin get get find find tango find find tango tango find die take fix level glisten listen change throw yams lose cook tell know settle actin think slide put livin run use tango get get tango get get tango tango accept get let church put put put give miss miss miss come speak fake love please know get get speak tango tango get get tango get get tango get get tango get get tango makin long real real real wrong bad bleedin lil nice young gold speakin whole last deep daily beautiful crazy arroz somethin special first pbs ghetto miss fergie real clean gettin bad bad bad bad gettin bad busy alert short rapper rip real bad bad bad bad bad bad bad bad gettin still always maybe never sometimes sometimes sometimes sometimes sometimes sometimes sometimes sometimes sometimes
  이기광  ,MOOD,sign mood love mood love mood drivin mood love love mood love mood mood mood love love mood love love take fast
  Method Man  ,4 Seasons,redman brick city funk doc paint chip moon pair mics maintenance battle exchange shift money house anklet thousand brick one bond men paper chase blow zip code brick battle royal ring smoking fire thrown roof walton forty feela dolo nigga nigga shopper highway homo cool sultan ghetto homicidal aficionado bottle battle breakin bentleys heat producer loser longevity confuse paper game run flame power royal james menace make guinness platinum link hair honey rainbow drink thug mink brink wifey help stretch kink nigga freeze building godfather blessing child straight meth shoot doc serve liquor owe hit hide run gravel get get travel figure know come king finish pay ballin eye jack bend give lunatic young rare fair bail constant plate polo uptown soho nigga westside nigga crystal big big phantom niggas shittin blonde colored black white ready little south niggas right platinum spittin eatin
  LEGIT GOONS (리짓군즈)  ,빌어,man ringaringa dingdong korea clap everything man dream dreamer dream dream dream dreamer dream dream money dreamer dream dreamer dream dream dream dreamer dream dream ring killer change get get get get get get get get get get get get dead awesome
  EPICKER  ,"Log Off (Feat. 김수정, Orkid)",log minute mind error log log log log man time file competition passion runnin log get car morning log log man log log log log man log keep keep love log lady movin lady lady motivation
  Social Club Misfits  ,War Cry (Feat. Tauren Wells),cry time rise marty love depression heaven earth rescue voice weapon earth thing man approval god kid hell world time grace love hatred generation love end earth day tauren cry time rise cry time rise okay stage altar show something tool pit power size truck time luck gown tassle art basel left eye rhyme poppa bed stuy guy dirt shoulder jay prime veteran rest love rest rest chorus tauren cry time rise cry time rise tauren cry cry rise rise think get paralyze come come make fly fail send bring make care say step cave give amaze conquer show rise rise rise rise turn use give rap graduate keep get stand let recharge let pour tell rise rise rise rise unmeasured good heaven handle new chorus verse fern last impactful tactful mac full mack hard bad cap classic big best outro still together never well heaven still ever
  키리얼  ,그동안 몰랐던 소중함 (Feat. Maslo),rap
  The Roots  ,Complexity (Explicit),hook jill scott complexity complexity verse energy hell thing point feeling somebody heart feel woman likeness cheekbone lip curve moan walk word breakdown verge term nerve back shoe minute route hook jill scott complexity complexity verse boyfriend town bound trouble name lover smoker jacket eye cause signal case waste time taste space moment friend passion found nothing heart glass use care girl respect hook jill scott complexity complexity verse party corner scene stomach chest lot woman heart time doubt mind mountain time share time hook jill scott complexity complexity wonder see wonder see tell mean send take pluck feel get ache right try talk wonder see wonder see love know get race listen chaka khan try figure act slack get cross love make get breathe felt slip lose find lose clash ask understand make handle strand command wonder see wonder see use come kinda get use play watch know want find feel know find yearn set take erase climb count confide provide try work work wonder see wonder see bliss tricky apart deep good last tight complex wrong soldier strong black forth precious shy queen fresh free tired least thousand bread full physically mentally well usually probably first back always maybe never really ever
  Yuzion  ,Look At Me!!,trapper look trapper look trapper trapper look look look trapper look young young young rich young rich young young young trapper young
  윤미래  ,38℃,hate line love question side world matter girl thing way nobody side woogh baby baby body temprature somebody stick bone crystal baby baby baby pull grigger baby baby baby baby love hate hold thug hold get get get get shoot get get get get get get die win separate get get get get get get get get song thin pistol true separate souls fooi true sometimes alone really sometimes long even
  정상수  ,비트 위를 걷네,rap rap rap rap rhyme note hiphop rap rap
  팔로알토 (Paloalto)  ,Celebration (Feat. Dok2),fan game winner dig hole prayer winner dig hole savior city city city city celebration glory song vision game winner dig hole prayer winner dig hole savior city city city city celebration flow givin love boy mister illionaire winner dig hole prayer winner dig hole savior city city city city celebration run run run run run run throw run run run run run run throw hate love come run run run run run throw incredible flow incredible flow hilite incredible flow incredible flow right chyeah urs gonzo hilite incredible flow incredible flow still still still still still truly yolo still
  A$AP Rocky  ,West Side Highway (Feat. James Fauntleroy),day preference complexion skin gold sweat life gamble note reno cup wine pinot grigio house key ride side highway drunk face leftover range rover shame make makeover thank glim takeover hoe thing audemars season order summer fall audemars dior boutique store thing pie fly timberlake suit try cause suicide sir ride sun sit lap til club girl fun way place way day friend love fuckin love day preference complexion skin gold sweat life gamble note reno cup wine pinot grigio house key ride side highway drunk face way place way day friend love fuckin love light waste get fit get get saw look scrutinize get kiss til come somethin come judge fun run light waste light dark mixed fair candle handle couple white white italian overseas basic high west enough ball new common little cutie super justin tie uber high high much light dark mixed fair candle handle couple white white italian overseas basic high west enough high high much love start really really ever love ever
  BLNK  ,Burning (Prod. Conda),burning burning burning burning burning burning burning burn burn burn burning flame burning burning burning burning burning burning burning burning burning burning burning fucking burn rid rid rid rid rid rid rid rid rid rid rid rid rid rid rid rid let burn burn rid rid rid rid rid rid rid rid rid rid rid rid routine routine routine routine routine routine routine routine routine routine routine routine routine routine routine routine routine routine routine routine routine routine routine routine routine routine routine
  루피 (Loopy)  ,NEO SEOUL LOVE (feat. YERIN BAEK),one day word mirror sadness playin baby night till face life everything everything story love everything everything everything night tragedy guess love something world home dream day night lover sadness playin baby night till face life everything everything story love everything everything everything everything night leave get get say lookin spend feel alright alright say twist stay get decide stay dream dream say survive stay spend feel alright alright say twist good finding many fine many fine baby perfect fucking different summertime fine many fine fine baby enough enough
  PUP  ,문득 (Prod. By Cash Note),dou genwo meirenheguanxi woxiwang niyao jide wodengzhe weilewo weilewomen weilewomen weilewomen weilewomen weilewomen weilewomen weilewomen weilewomen dou genwo meirenheguanxi woxiwang niyao jide wodengzhe weilewo weilewomen weilewomen weilewomen weilewomen weilewomen weilewomen weilewomen weilewomen man dou genwo meirenheguanxi woxiwang niyao jide wodengzhe weilewo weilewomen weilewomen weilewomen weilewomen weilewomen weilewomen weilewomen weilewomen xiwang xiwang take xiwang nirangwo guomeitian meiyouqian nizhi geiwodian shijian nipangbian real nirangwo guomeitian meiyouqian nizhi geiwodian shijian nipangbian everyday nirangwo guomeitian meiyouqian nizhi geiwodian shijian nipangbian ever
  빈지노 (Beenzino)  ,Boogie On & On,care let boogie boogie friend friend care let boogie boogie girl swing eye contact care let boogie boogie tommorow sunday kid music tommorow sunday kid music smoke drink let boogie smoke drink saw saw smoke drink sip smoke bring hop sip smoke bring hop cool cool away away
  Ghostface Killah  ,Cherchez Laghost,tommy mattola road month wonder ghostface killah god brother none girl dance floor door guess goldie ghost star lens mural airbrush body body couple hottie madam scottfree living debt roach rat head ruff ryder dick bust shirt party rhyme buzzard bicardi lime shake calvin klein floor taste mine model dime bahamas slim maker pajama madam god ghost rhyme colgate smile baby baby tony name champion king throne friend ghostface peace lose find win love pass match freak lose saw rise stud stop shake cop chauncey tire tire feed put come follow stuff take killah lady nasty back black african low dope hottie majestic upset sick tired god fine moist swallow majestic second next crazy undefeated ago maybe maybe right god alone always truly
