artist,title,Korean_clean_lyric
  Kathy Linden  ,Goodbye Jimmy Goodbye (제임스 딘 추모곡),
  Panic! At The Disco  ,The Only Difference Between Martyrdom And Suicide Is Press Coverage,
  Mabel  ,Ride Or Die,
  N Sync  ,I Want You Back,
  Joe Jonas  ,Gotta Find You,
  Charlie Puth  ,Nothing But Trouble (Instagram Models) (Dance Remix),
  Four Of Diamonds  ,Eating Me Up,
  Spencer Sutherland  ,Sweater,
  Rita Ora  ,Falling to Pieces,
  M.Y.M.P  ,Baby Don`t You Break My Heart Slow,
  Bruno Major  ,Easily,
  Crystal Waters  ,100% Pure Love,
  Clay Aiken  ,Here You Come Again,
  Hilary Duff  ,Shine,
  Why Don`t We  ,Never Know,
  MS MR  ,Ash Tree Lane,
  Christopher  ,CPH Girls,
  The Real Group  ,Substitute For Life,
  Ellie Goulding  ,Home,
  Bob Marley  ,Rebel Music (3`Oclock Road Block),
  Anne Murray  ,I Just Fall In Love Again,
  Glenna Bree  ,Superstitious,
  N Sync  ,Best Of My Life,
  Lou Christie  ,Saddle The Wind (바람에 실려),
  Lenny Kravitz  ,Little Girl`s Eyes,
  Pentatonix  ,Up On The Housetop,
  Pet Shop Boys  ,Winner (2017 Remastered Ver.),
  Keren Ann  ,End Of May,
  Selena Gomez  ,Like A Champion,
  The Carpenters  ,I Have You,
  Lenny Kravitz  ,What Did I Do With My Life?,
"  Lana Del Rey ,  Cedric Gervais  ",Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) (Cedric Gervais Remix),
  Yoshi Flower  ,necklace (prologue),
  Beyonce  ,I Been On (Homecoming Live Bonus Track),
"  Justin Timberlake ,  Gwen Stefani ,  Ron Funches  ",Hair Up,
  D`Sound  ,If You Get Scared,
  Various Artists  ,I Just Called To Say I Love You,
  Justin Bieber  ,Fall (Album Version),
  Barbra Streisand  ,Lost Inside Of You,
  Cook Da Books  ,Your Eyes,
  Hush Kids  ,Make These Colors Real,
  Dawn Penn  ,"You Don`t Love Me (No, No, No) [Extended Mix]",
  Alice Cooper  ,You And Me,
  Jake Miller  ,Parade,
  Lana Del Rey  ,Florida Kilos,
  Karmin  ,I`m Just Sayin`,
  Ana Johnsson  ,I`m Stupid,
  Culture Club  ,Time (Clock Of The Heart),
  Karla Bonoff  ,Baby Don`t Go,
  Britney Spears  ,Me Against The Music,
"  Justin Jesso ,  Nina Nesbitt  ",Let it Be Me,
  Maria Lynn  ,Summer`s Gone,
  Pink  ,Are We All We Are,
  Patti Page  ,Tennesseen Waltz (테네시 왈츠),
  Sophia Somajo  ,Mouth To Mouth,
  Lenka  ,Get Together,
  Celine Dion  ,Because You Loved Me (Album Ver.),
  Will Joseph Cook  ,For Thursday,
  Mat Kearney  ,Money,
  Expose  ,Come Go With Me,
  Will.I.Am  ,Heartbreaker (Remix) (Feat.Cheryl Cole),
  Tim Atlas  ,Tangerine,
  London Grammar  ,Darling Are You Gonna Leave Me,
  Finneas  ,Let`s Fall in Love for the Night,
  Madonna  ,Justify My Love,
  Faouzia  ,This Mountain,
  Britney Spears  ,Make Me... (Feat. G-Eazy),
  Sweetbox  ,Cinderella,
  Liv Dawson  ,Somewhere Good,
  Michael Jackson  ,Shoo-Be-Doo-Be-Doo-Da-Day,
  Spagna  ,Call Me,
  Shane Filan  ,Make You Feel My Love,
  JTR  ,Touchdown,
  Jimmy Buffett  ,Makin` Music For Money,
  Jake Isaac  ,New York,
"  LSD (Sia, Diplo and Labrinth)  ",Welcome to the Wonderful World of,
  Nathan Sykes  ,Taken,
  Raury  ,Friends (Feat. Tom Morello),
  Justin Bieber  ,Thought Of You (Album Version),
  George Ezra  ,Pretty Shining People,
  MØ  ,Fire Rides (Night Ver.),
  Lady GaGa  ,Marry The Night (The Weeknd & Illangelo Remix),
  Daste  ,Palette,
  Michael Jackson  ,Human Nature,
  Phil Good  ,Do You Ever?,
  Clare Maguire  ,Break These Chains,
  Trevor Wesley  ,Chivalry Is Dead (Acoustic Bonus Track),
  J.Fla  ,Are You My Villain (SJUR Remix),
  Britney Spears  ,Born To Make You Happy,
  Marc Anthony  ,When I Dream At Night,
  Noah & The Whale  ,2 Atoms In A Molecule,
  The Beach Boys  ,Sloop John B,
  Anne-Marie  ,Birthday,
  Bert Kaempfert  ,Wonderland By Night (이용복 `밤하늘의 연가` 원곡인  베르트 켐페르트 악단의 `밤하늘의 부르스`),
  Prince Royce  ,With You,
  Norah Jones  ,After The Fall,
  Billie Eilish  ,ocean eyes,
  R5  ,Smile,
  Lisa Mitchell  ,Neopolitan Dreams,
  Colbie Caillat  ,Hoy Me Voy (Feat. Juanes),
  Freya Ridings  ,Lost Without You,
  Ariana Grande  ,fake smile (live),
  Celine Dion  ,Recovering,
  OneRepublic  ,Somebody To Love,
  Mitch James  ,All The Ways To Say Goodbye,
  Juris  ,I Have Someone In My Heart (애인 있어요),
  Julio Iglesias  ,Guantanamera,
  Kelly Clarkson  ,4 Carats,
  A-Teens  ,A Perfect Match,
  Lea Michele  ,Christmas in New York,
  Brook Benton  ,This Time Of The Year (Single Version),
"  Los ,  Dioses  ",Think Of Me,
  Sleeping At Last  ,Atlas: Six,
  MAX  ,Ms. Anonymous (Feat. Jared Evan),
  Marianne Faithfull  ,As Tears Go By,
  ABBA  ,Two For The Price Of One,
  Nick Jonas  ,Take Over,
  Nick Jonas  ,Levels,
  Cast  ,Fine Time,
  Various Artists  ,Winner (위너),
  Anne-Marie  ,Some People,
  Johnny Horton  ,All for the Love of a Girl,
  Neil Sedaka  ,Laughter In The Rain (With Dara Sedaka),
  Natural  ,Now Or Never,
  Taylor Swift  ,I Know Places,
  Urban Cone  ,Blue,
  George Michael  ,"Monkey (7"" Edit)",
  Anna Of The North  ,Baby (Felix Cartal Remix),
  Lily Allen  ,Never Gonna Happen,
  Del Shannon  ,Handy Man,
  Michael Buble  ,You`ve Got A Friend In Me,
  Ariana Grande  ,Right There (Feat. Big Sean),
  Jessie Ware  ,Champagne Kisses (Tcts Remix),
  Kelly Clarkson  ,Tip Of My Tongue,
  Justin Bieber  ,Get Used To It,
  Michael Buble  ,I`m Beginning To See The Light,
  New Hope Club  ,Love Again,
  Jennifer Lopez  ,"Feelin` So Good (Feat. Big Pun, Fat Joe)",
"  Imad Royal ,  FRND  ",Love Is Dead,
  Jamiroquai  ,Light Years (Half The Man),
  J.Fla  ,The Ocean,
  Bea Miller  ,Like That,
  Pink  ,18 Wheeler,
  Meg Mac  ,I`m Not Coming Back,
  Norah Jones  ,Light As A Feather,
  Jai Waetford  ,Lost In You,
  Jason Mraz  ,93 Million Miles,
  Tom Odell  ,If You Wanna Love Somebody,
  Pixie Lott  ,Kiss The Stars,
  Westlife  ,The Rose,
  Abraham Mateo  ,Senorita,
  Kat Deluna  ,Push Push (Feat. Akon),
  Alessia Cara  ,OKAY OKAY,
"  이민 (Coco Lee, 李玟)  ",I Will Be Your Friend,
  Olivia Dean  ,Ok Love You Bye,
  Leon Else  ,My Kind Of Love,
  Sheena Easton  ,Magic Of Love,
  St. Vincent  ,Prince Johnny,
  Tash Sultana  ,Harvest Love,
  Mae Muller  ,Pull Up,
  Rihanna  ,Same Ol` Mistakes,
  Gabrielle Aplin  ,Panic Cord,
  Cyrus  ,Dancing On My Own,
  Shakira  ,Don`t Bother,
  Glenn Medeiros  ,The Little Drummer Boy,
  Leonard Cohen  ,"So Long, Marianne",
  Will Young  ,Runaway,
  Terror Jr  ,Do Or Die,
  Lana Del Rey  ,The Next Best American Record,
"  Tove Lo ,  Lucas Nord  ",Run On Love (QOTC Edit),
  Alexi Murdoch  ,Shine,
  France  ,Clouds,
  Various Artists  ,Tell Me All About It,
  Babyface  ,"How Come, How Long(Feat. Stevie Wonder)",
  Troye Sivan  ,LOST BOY,
  Syml  ,Where`s My Love (Radio Edit),
  Pink  ,Please Don`t Leave Me,
  A Great Big World  ,When The Morning Comes,
  Barbra Streisand  ,Watch Closely Now,
  Perry Como  ,And I Love You So,
  Big Time Rush  ,Count On You (Feat. Jordin Sparks),
  Ellie Goulding  ,Hanging On (Feat. Tinie Tempah) (Full Length Ver.),
  Chris Garneau  ,Things She Said,
  Becky G  ,NO TE PERTENEZCO,
  Ava Max  ,So Am I (Martin Jensen Remix),
  Justin Guarini  ,Timeless (Duet With Kelly Clarkson),
  Boy George  ,The Crying Game,
  Lenka  ,Shock Me Into Love,
  Colbie Caillat  ,If You Love Me Let Me Go,
  Kesha  ,Boots & Boys,
  Yves Montand  ,Autumn Leaves,그대 기억 간절하다 원하다 우리 정다웠었던 행복하다 그때 더욱 아름답다 태양 오늘 낙엽 무수 나뒹굴다 낙엽 무수 나뒹굴다 추억 미련 마찬가지 북풍 낙엽 실어 나르다 망각 보다 잊어버리다 않다 그대 내다 들려주다 노래 그건 곡조 노래 우리 닮다 그대 나르다 사랑 그대 사랑 우리 함께 살다 나르다 사랑 그대 그대 사랑 삶다 사랑 사람 가르다 아무 소리 내지 않다 아주 바다 모래 새기다 갈라 연인 발자국 지우다 버리다 낙엽 무수 나뒹굴다 추억 미련 마찬가지 은밀 변하다 없다 사랑 항상 미소 짓다 감사 드리다 너무나 그대 사랑 그대 너무도 예쁘다 그대 잊다 달라 건가 그땐 더욱 아름답다 태양 오늘 그대 가장 감미롭다 친구 미련 없이 지내다 있다 그대 부르다 노래 언제나 언제나 듣다 있다
  George Michael  ,They Won`t Go When I Go,비참하다 종말 맞이 위선 친구 이상 원하다 않다 거짓 시늉 나르다 따르다 않다 슬픔 버겁다 고통스럽다 마음 처음 바로 존재 해오다 나르다 따르다 않다 원하다 갈다 아주 오래도록 눈물 없다 멀다 고통스럽다 외침 떠나다 슬픔 젖다 눈물 멀리 주님 함께 살다 갈다 함께 가지 않다 소심하다 있다 나약하다 사람 굳다 버티다 기도 몰락하다 보다 가다 따르다 않다 원하다 갈다 아주 오래도록 눈물 없다 멀다 악인 선인 오도 쉬다 있다 순수하다 사람 떠나다 말다 그저 재미 죄악 저지르다 사람 절대 태양 수가 없다 얼굴 한번 보이다 없다 들이다 아무렇다 희망 없다 많이 받다 죄인 내주다 없다 절대 베풀다 않다 탐욕 내다 가까이 오다 없다 영혼 자유롭다 나르다 따르다 오지 않다 영혼 믿음 속이다 하느님 나라 나르다 따르다 않다 이기 가야 가다 아무 없다 내다 주어지다 운명
"  Sigala ,  Becky Hill  ",Wish You Well,
  David Foster  ,After The Love Has Gone,
"  Raury ,  RZA  ",CPU,
  Kylie Minogue  ,Oh Santa,
  Mike Shinoda  ,Watching As I Fall,
  Grace VanderWaal  ,Beautiful Thing,
  Barry Manilow  ,Put Your Dreams Away,
  Hannah Montana  ,The Best Of Both Worlds,
  Austin Mahone  ,Except For Us,
  Gabriella Cilmi  ,Sanctuary,
  Rachael Yamagata  ,1963,
  Pink  ,Ave Mary A,
  Union J  ,Loving You Is Easy,
  The Blue Notes  ,If You Don`t Know Me By Now (그대가 지금 날 알아주지 못한다면),
  Sara Bareilles  ,Bottle It Up,
  Sara Serena  ,Asylum,
  Ed Drewett  ,So Long,
  Elton John  ,Runaway Train (Feat. Eric Clapton),
"  Birdy ,  Rhodes  ",Let It All Go,
  Michael Jackson  ,Come Together,
  One Direction  ,Night Changes,
  Westlife  ,Wide Open,
  Colin Blunstone  ,Caroline Goodbye,
  Lady GaGa  ,Hair,
  Rick Astley  ,Together Forever,
  Halsey  ,3am,
  Ashlee Simpson  ,Say Goodbye,
  Sara Bareilles  ,Gravity,
  Halsey  ,Without Me (Feat. Juice WRLD),
  Delta Goodrem  ,Born To Try (Anniversary Edition),
  The Animals  ,The House Of Rising Sun (해 뜨는 집),
  Lauv  ,I Like Me Better (Ryan Riback Remix),
  Boy George  ,More Than Likely (With P.M. Dawn),
  Winston Surfshirt  ,Be About You,
  One Direction  ,Where Do Broken Hearts Go,
  Heatwave  ,The Groove Line,
  Neil Finn  ,Don`t Dream It`s Over,
  Gabrielle Aplin  ,Salvation,
  Beyonce  ,Haunted,
  Demi Lovato  ,Stone Cold,
  Jennifer Love Hewitt  ,BareNaked (Video Version),
  Charice  ,The Truth Is,
"  OneRepublic ,  BUNT.  ",Rescue Me (BUNT. Remix),
  SUD  ,Smilky (Acoustic),
  The Carpenters  ,This Masquerade,
  Stacie Orrico  ,I`m Not Missing You,
  A Few Good Men  ,Don`t Cry (Behind My Back),
  Anjulie  ,Love Songs,
  Britney Spears  ,Toxic (Album Ver.),
  Astrid S  ,Jump,
  Cowsills  ,"The Rain, The Park And The Other Thing",
  The 1975  ,Robbers,
  Shawn Mendes  ,Mutual,
  Nana Mouskouri  ,The Rose,
  Mary Lambert  ,Just Got Home,
  Basia  ,Astrud,
  Backstreet Boys  ,Quit Playing Games (With My Heart),
  Zaz  ,La Parisienne,
  Kelly Clarkson  ,Baby It`s Cold Outside,
  The Vamps  ,Hoping For Snow,
"  Matoma ,  Becky Hill  ",False Alarm,
  Olly Murs  ,Change Is Gunna Come,
  Eternal  ,Someday,
  Justin Bieber  ,Backpack (Album Version) (Feat. Lil Wayne),
  Dean Lewis  ,Waves,
  She & Him  ,If You Can`t Sleep,
  Shawn Mendes  ,In My Blood (Acoustic),
  Various Artists  ,Tears In Heaven,
  Boy Epic  ,Scars,
  Willa  ,Bf Jeans,
  Celine Dion  ,Misled,
  Westlife  ,Reach Out,
  Matt Monro  ,Walk Away,
  JAHR  ,similar,
  King Princess  ,Hit the Back,
  Ellie Goulding  ,My Blood,
  Anne Murray  ,Cry Me A River,
  Lolo  ,Not Gonna Let You Walk Away,
  The Free Design  ,Raindrops Keep Falling On My Head,
  Hedegaard  ,Ready To Love You,
  Shakira  ,"Te Aviso, Te Anuncio (Tango)",
  John Mayer  ,XO,
  Jakub Ondra  ,Praha,
  Shane Filan  ,In The End,
  George Ezra  ,Hold My Girl,
  Demi Lovato  ,This Is Me (With Jonas Brothers) (Live Ver.),
  Jason Mraz  ,You And I Both,
  Gabrielle Aplin  ,Alive,
  John Legend  ,P.D.A. (We Just Don`t Care),
  Olivia Olson  ,All I Want For Christmas Is You,
  Aretha Franklin  ,Lover Come Back to Me,
  ABBA  ,"Andante, Andante",
  Kylie Minogue  ,Christmas Wrapping (With Iggy Pop),
  Westlife  ,My Love (Radio Edit),
  Kylie Minogue  ,Every Day`s Like Christmas,
  Melee  ,Built To Last,
  Charli XCX  ,Backseat (Feat. Carly Rae Jepsen),
  The Three Degrees  ,Woman In Love (우먼 인 러브),
  Halsey  ,Sorry,
  Kimbra  ,Cameo Lover (Sam Sparro & Golden Touch Remix),
  A-ha  ,Train Of Thought (Remix) (Remastered Ver.),
  Pentatonix  ,La La Latch,
  Jez Dior  ,Nobody Knows (feat. Jackson Guthy),
  J. Balvin  ,Rojo,
  BØRNS  ,Sweet Dreams,
  A-ha  ,Dark Is The Night For All (Remastered Album Ver.),
  Barry Manilow  ,I`ve Got My Love To Keep Me Warm,
  Jamiroquai  ,White Knuckle Ride,
  Dido  ,Do You Have A Little Time,
  Gabrielle Aplin  ,Please Don`t Say You Love Me,
  Janet Jackson  ,This Time,
  Cat Power  ,The Greatest,
  Celine Dion  ,All By Myself (Spanish Version),
  Rachel Platten  ,You Don`t Know My Heart,
  Jennifer Lopez  ,First Love,
  Katy Perry  ,White Christmas (Album Ver.),
  Trademark  ,Only Love,
  C21  ,Stuck In My Heart,
  Norah Jones  ,Back To Manhattan,
  Tata Young  ,Ready For Love,
  Neko  ,One Drink Away (feat. Fox Wilde),
  LEW  ,Loved You So (Lullacry Ver.),
  Jeremy Zucker  ,wildfire,
  Eddie Guerrero  ,"We Lie, We Cheat, We Steal",
  Natasha Bedingfield  ,"These Words (I Love You, I Love You) (Dwele Remix)",기타 모두 끊다 버리다 누굴까 있다 가다 실망 시키다 없다 주의 생각 같다 기분 도움 필요하다 영감 필요하다 그것 쉬다 오지 않다 마법 찾다 노력 해보다 클래식 쓰리다 뭔가 작곡 노력 해보다 정말 모르다 정말 모르다 그렇다 종이 오선지 쓰레기통 유식 싯구들 안녕 고유 언어 심장 흘러나오다 사랑 사랑 사랑 사랑 멋지다 표현 다른 없다 사랑 사랑 힙합 비트 맞추다 저명하다 시르다 읽다 보다 죽다 오다 드럼 나타내다 차다 어렵다 예약 스튜디오 많다 시간 보내다 뭔가 강력하다 후크 갈고리 강력하다 늘다 찾다 이제 빗장 들어오다 쓸다 노래 충분하다 좋다 없다
  Anne Murray  ,Me And Bobby McGee,
  Charice  ,Lost The Best Thing,
  Various Artists  ,Yesterday (비틀즈 : 예스터 데이),
  Milla Rumi  ,Luulaulu,
  Hilary Duff  ,Someone`s Watching Over Me,
  Matthew Koma  ,Kisses Back (Acoustic),
  Jamiroquai  ,High Times,
  Angus & Julia Stone  ,Stay With Me (Live From Spotify Berlin),
  Dusty Springfield  ,The Look Of Love,
  Sara Bareilles  ,Say You`re Sorry,
  Westlife  ,Bop Bop Baby (Almighty Radio Edit),
  Adam Lambert  ,Pick U Up,
  Virginia To Vegas  ,Selfish,
  Madonna  ,Runaway Lover (Album Ver.),
  Meghan Trainor  ,Thank You (Feat. R. City),
  Penny Police  ,"Mirror, Mirror",
  Little Mix  ,Notice,
  Marz  ,Everybody Had A Hard Year,
  Dulce Maria  ,Inevitable,
  Blue System  ,Under My Skin,
  mxmtoon  ,dream of you,
  Babyface  ,Gone Too Soon,
  Carrie Underwood  ,The Champion (Feat. Ludacris),
  Sarah Connor  ,Bounce,
  Puddle Of Mudd  ,Blurry,
  Duran Duran  ,Planet Earth (Single Version),
  Jens Lekman  ,What`s That Perfume That You Wear?,
  Austin Mahone  ,Mmm Yeah (Feat. Pitbull),
  Savage Garden  ,She,
  Mandy Moore  ,Only Hope,
  C21  ,Too Late,
  Angie  ,Dope,
  Lewis Capaldi  ,Forever,
  Joyce Jonathan  ,Je cours,
  Pet Shop Boys  ,West End Girls (2018 Remastered Ver.),
  Duran Duran  ,Girls On Film (Night Version),
  Alphabeat  ,Shadows,
  Michael Jackson  ,Loving You,
  Betty Who  ,Glory Days,
  Miley Cyrus  ,Rainbowland (Feat. Dolly Parton),
  Christina Perri  ,something about december,
  Jaira Burns  ,OKOKOK,
  Sia  ,The Co-Dependent,
  James Brown & The Famous Flames  ,Try Me (1959 빌보드 알앤비 차트 1위),
  Mahalia  ,Begin Again,
  Justin Timberlake  ,Chop Me Up (Feat. Timbaland & Three-6 Mafia),
  Rex Orange County  ,10/10,
  Katharine McPhee  ,Terrified (Feat. Jason Reeves),
  Cyndi Lauper  ,She Bop,
  Cimorelli  ,Price Tag,
  The Saint Johns  ,Barricades,
  Melanie Martinez  ,Cough Syrup (The Voice Performance),
  Cheryl Cole  ,Fight For This Love,
  A-ha  ,Take On Me (MTV Unplugged / Edit),
  Orkid  ,Lay Low,
"  Peabo Bryson ,  Celine Dion  ",Beauty And The Beast,
  Beyonce  ,Video Phone (Feat. Lady Gaga) (Extended Remix),
  Shakira  ,When a Woman,
  James Blake  ,Retrograde,
  Michael Bolton  ,Love Is A Wonderful Thing,
  Mads Langer  ,Drunken Butterfly,
  Selena Gomez  ,Birthday,
  Ace Of Base  ,Beautiful Life (Single Ver.),
  Justin Timberlake  ,Blue Ocean Floor,
  Harry Connick Jr.  ,Every Time I Fall In Love,
  J.Fla  ,Perfect,
  Bic Runga  ,Sway,
  Kris Allen  ,Live Like We`re Dying,
  Yellow Days  ,How Can I Love You?,
  MARINA  ,Happy,
  Milow  ,Howling At The Moon,
  Bella Thorne  ,Walk with Me,
  Jack Gray  ,Fools,
  Groove Theory  ,Angel,
  Ricky Martin  ,Entre El Amor Y Los Halagos,
  Clay Aiken  ,All Is Well,
  J.Fla  ,All Falls Down,
  Jennifer Chung  ,I Know I Should Call (Feat. Sam Ock),
  Gabriel Rios  ,Young Gods,
  Lorde  ,Homemade Dynamite,
  Richard Marx  ,Should`Ve Known Better,
  Ben Platt  ,River,
  Olivia Newton John  ,Don`t Stop Believin`,
  Jack & Jack  ,Beg,
"  Flora Cash ,  Death Stranding: Timefall  ",Born In The Slumber,
  Role Model  ,six speed,
  Torine  ,Dancing In My Sleep,
  Tegan And Sara  ,Closer,
  The Platters  ,Blue Christmas (Album Version),
  Gabriel Rios  ,Gold (Thomas Jack Radio Edit),
  One Direction  ,Night Changes (Live Acoustic Session),
  halie and the moon  ,IN THE ATMOSPHERE,
  Woodes  ,Silent Disco,
  Alex Aiono  ,No Drama,
  David Archuleta  ,Works For Me,
  Pentatonix  ,Rather Be,
  Connie Talbot  ,Over The Rainbow,
  Jamiroquai  ,You Are My Love,
  Rachel Platten  ,Lone Ranger,
  Mariah Carey  ,Up Out My Face (Album Version),
  Pink  ,Family Portrait,
  Skott  ,In the Mood,
  Sasha Sloan  ,Thoughts,
  Keren Ann  ,Where Did You Go ?,
  Savage Garden  ,I Knew I Loved You,
  Jasmine Thompson  ,Like I`m Gonna Lose You,
  ABBA  ,Hole In Your Soul,
  Anya  ,Nobody Knows,
  Modern Talking  ,You Can Win If You Want,
  Ovi  ,Once In A Lifetime,
  Robbie Williams  ,Let Love Be Your Energy,
  Air Supply  ,Making Love Out Of Nothing At All,
  Virginia Ernst  ,Not A Love Song,
"  Silk City (Diplo & Mark Ronson) ,  Dua Lipa  ",Electricity,
  Josh Groban  ,Mai,
  Demis Roussos  ,Goodybe My Love Goodbye,
  Michael Jackson  ,D.S.,
  James Arthur  ,Is This Love?,
  Ice MC  ,The Vibe,
  Chris Brown  ,Dreamer,
  Why Don`t We  ,Mad At You,
  Westlife  ,Last Mile Of The Way,
  Brie Larson  ,Life After You,
  George Ogilvie  ,Grave,
  Charlie Puth  ,Marvin Gaye (Feat. Meghan Trainor) (DJ Kue Remix),
  Leona Lewis  ,Colorblind,
  Xenia  ,Summer Dress,
  Dami Im  ,Wrecking Ball,
  BENEE  ,Glitter,
  Julien Dore  ,Chou Wasabi (Feat. Micky Green) (Radio Edit),
  Jesper Jenset  ,Painkiller,
  Linda Ronstadt  ,People Gonna Talk  ,
  Alexander 23  ,Mars,
  Gwen Stefani  ,Used To Love You,
  Tove Lo  ,stranger,
"  Tony Bennett ,  Lady GaGa  ",It Don't Mean A Thing (If It Ain't Got That Swing),
  WHAM!  ,Wham Rap `86,
  Stevie Wonder  ,From The Bottom Of My Heart,
  Mocca  ,What If.. (Acoustic Ver.),
  ZAYN  ,rEaR vIeW,
  Two Year Vacation  ,Don`t Know Anybody Else,
  Stacie Orrico  ,Confidant,
  Color Me Badd  ,Thinkin` Back ,반복
  Michael Jackson  ,Jam (Roger`s Club Mix),
  Various Artists  ,My Way,
  Westlife  ,I Have A Dream,
  Skylar Grey  ,Everything I Need (Film Version),
  Carry & Ron  ,That Girl,
  Various Artists  ,"Flash Dance, What A Felling",
  Mis-Teeq  ,Scandalous,
  Lil Halima  ,Train,
  Enigma  ,Rivers Of Belief,
  Diana Krall  ,Desperado,
  Michael Jackson  ,Someone In The Dark,
  Mullally  ,Sweet Coffee (Feat. Bassette),
  Los Lobos  ,La Bamba,밤바춤 추기 위해 밤바춤 추기 위해 약간 기품 필요하다 아주 기품 다른 위로 위로 위로 위로 위로 갈다 선원 아니다 선원 아니다 위해 되다 위해 되다 위해 되다 밤바춤 추기 위해 밤바춤 추기 위해 약간 기품 필요하다 나르다 위해 위해 약간 기품 필요하다 거기 위로 위로 위로 위로 갈다 선원 아니다 선원 아니다 선장 선장 선장
  The 5th Dimension  ,Never My Love,
  Ace Of Base  ,All For You (Radio Ver.),
  Tori Kelly  ,Expensive (Feat. Daye Jack),
  Lauv  ,For Now,
  Il Divo  ,Senza Parole,
  Jessica Mauboy  ,This Ain`t Love,
  Freeez  ,I.O.U. (12` Ver.),
  Kaya Stewart  ,Sleepover,
  Jessica Simpson  ,Come On Over,
  MØ  ,West Hollywood (Interlude),
  Halsey  ,killing boys,
  MARKET  ,Fix,
  Various Artists  ,Touch By Touch : 조이,
  Justin Bieber  ,One Time (Acoustic Album Version),
  Selena Gomez  ,Good For You (Feat. A$AP Rocky),
"  Madonna ,  Quavo  ",Future,
  Linnea Sodahl  ,Nothing Is Forever,
  David Foster  ,The Best Of Me,
  One Direction  ,Tell Me A Lie,
  PRETTYMUCH (프리티머치)  ,Gone 2 Long,
  Chris Garneau  ,Hometown Girls,
  Urban Cone  ,Ikea,
  Jai Waetford  ,Living Not Dreaming,
  Labrinth  ,Misbehaving,
  Anya Marina  ,Satellite Heart,
  Color Me Badd  ,Choose,
  Linda Ronstadt  ,It Never Entered My Mind,
  Barbra Streisand  ,Memory,밤중 거리 아무 소리 들리다 않다 달님 추억 잃어버리다 걸다 홀로 미소 짓다 있다 가로등 불빛 아래 시들다 낙엽 발밑 쌓이다 있다 게다가 바람 슬프다 소리 내기 시작 추억 회상 달빛 아래 홀로 과거 아름답다 시절 다시 꿈꾸다 있다 무척 아름답다 기억 행복 무엇 인지 있다 같다 과거 즐겁다 추억 다시 내다 돌아오다 모든 가로등 아침 밝다 오다 예시 거리 운명 사인 내보내다 있다 가로등 서서히 꺼지다 보다 아침 밝다 오다 같다 새벽 기다리다 새롭다 설계 절대 포기 안되다 여명 밝다 오늘밤 역시 하나 추억 되다 그리다 새롭다 펼쳐지다 연기 끼다 암울하다 완전하다 들다 갈다 무렵 케케 냉랭하다 아침 냄새 느껴지다 가로등 꺼지다 하룻밤 지나가다 새롭다 밝다 있다 잡다 사람 쉬다 외다 과거 즐겁다 시절 회상 홀로 외로이 추억 잠기 만약 당신 감정 만지다 있다 행복 무엇 이해 있다 보다 어느덧다 밝다
  REO Speedwagon  ,Keep The Fire Burnin`,
  Michael Jackson  ,Little Christmas Tree,
  Topic  ,Breaking Me,
  DJ AKI  ,BUTTERFLY (Feat. Faye Nash),
  Elen Levon  ,Over My Head,
  Madonna  ,Girl Gone Wild (MDNA World Tour / Live 2012),
  Aqua  ,Turn Back Time,
"  Peter, Paul & Mary  ",Puff (The Magic Dragon),
  Mariah Carey  ,Someday,
  Tor Miller  ,Baby Blue,
  Joy Crookes  ,Bad Feeling,
  Various Artists  ,Heal The World,
  Maroon 5  ,Harder To Breathe (The Cool Kids Remix) (Feat. Cool Kids),죄송하다 키즈 파트 찾다
  Little Boots  ,Earthquake,
  Jeff Buckley  ,Hallelujah,
  Palace  ,Heaven Up There (Acoustic),
  Stacie Orrico  ,I`m Not Missing You (Radio Edit),
  Skylar Grey  ,Back From The Dead (Explicit) (Feat. Big Sean & Travis Barker),
  Against The Current  ,Almost Forgot,
  Chris Garneau  ,So Far,
  Tim Atlas  ,Out Of Time,
  Westlife  ,Mack The Knife,
  Justin Timberlake  ,My Love,
  Sia  ,Hostage,
  Lady GaGa  ,Government Hooker,
  Gabriella Cilmi  ,Safer,
  Ariana Grande  ,Somewhere Over The Rainbow (Live From Manchester),
  Verzache  ,Losing My Love,
  Boney M  ,Going Back West (12` Ver. Full),
  Sophie Hunger  ,Walzer Fur Niemand,
  Susan Boyle  ,This Is The Moment (Feat. Donny Osmond),
  Lana Del Rey  ,Million Dollar Man,
  Liz Phair  ,Leap Of Innocence,
  Kenny Rogers  ,Sweet Music Man,
  Tommy Page  ,A Shoulder To Cry On,
  Gazebo  ,I Like Chopin,
  Nova Miller  ,Plastic,
  Little Mix  ,About the Boy,
  Matt Corby  ,All Fired Up,
  Kito  ,Alone With You (Feat. AlunaGeorge),
  Various Artists  ,Singing In The Rain,
  Hall & Oates  ,One on One,
  Culture Club  ,Starman,
  Donovan  ,Catch The Wind (캐치 더 윈드),
  Mat Kearney  ,Better Than I Used To Be (Acoustic),
  John Mayer  ,Neon,
  Bobby Darin  ,Dream Lover (드림 러버),
  Pitbull  ,Hey Baby (Drop It To The Floor) (Feat. T-Pain),
  Peach Tree Rascals  ,Mango,
  Miley Cyrus  ,Love Money Party (Feat. Big Sean),
  Kailee Morgue  ,Black Sheep,
  Shakira  ,Loca Por Ti,
