artist,title,English_clean_lyric
  강승희  ,마지막 부탁,
  유지나  ,뱃노래,
  유지나  ,김치,
"  엄영석 ,  이영일 ,  백조자매  ",캠핑의 노래,
  이미자  ,동백 아가씨,
  추가열  ,호강,
  금잔디  ,일편단심 (Remix),
  김정호  ,작은새 (Narr. 이윤선),
  장윤정  ,재,
  장윤정  ,꿈속의 사랑,
  금잔디  ,시치미,
  박상철  ,너무 예뻐,
  트롯걸스  ,짠짜라,
  문희옥  ,이봐요,
  한성애  ,너뿐이야,
  김수희  ,못잊겠어요,
  이상화  ,나를 두고 아리랑,
  최진희  ,눈물의 승차권,
  심수봉  ,홀로 가는 길,
  주용아  ,천년바위 (2019 Ver.),
  최진희  ,나뭇잎이 떨어져서,
  김미진  ,천상재회,
  류기진  ,그 사람 찾으러 간다,
  최현상  ,남은인생,
  장윤정  ,송인,
