artist,title,Korean_clean_lyric
  Cody Chesnutt  ,`Til I Met Thee (Album Ver.),
  Cassie  ,Miss Your Touch,
"  Usher ,  Zaytoven  ",Stay At Home (feat. Future),
  John Legend  ,No Place Like Home,
  V.O.S  ,소중한 사람을 위해,지치다 하루 멈추다 시간 고단 무게 힘겹다 믿다 착하다 이별 많다 사람 함께 해도 혼자 느끼다 점점 자신 잃다 그렇게 힘드다 헤어지다 멈추다 기억 죽다 사랑 아득하다 이미 떠나가다 낯선 눈빛 사랑 그리움 따윈 없다 다짐 있다 점점 자신 잃다 가다 그대 변하다 않다 믿다 오다 자신 원망하다 마지막 시간 포기 하나요 대다 위해 아프다 소중하다 사람 위해 자신 믿다 대다 떠오르다 대다 세상 않다 대다 가장 소중하다 사람 있다 그대 지키다 떠나다 사람 용서 해주다 없이 상속 않다 그대
  Jeff Bernat  ,Situations,
  새모 (SEMO)  ,Usual Day,재즈 카페 마주 보고 앉다 착하다 말투 우릴 꿈꾸다 감추다 있다 요즘 따르다 자주 나오다 무표정 작다 실수 예민하다 보고 싶다 조용하다 기다리다 차다 답답하다 그리다 좋다 같다 공간 다르다 없다 낯설다 나다 차다 궁금하다 이르다 평소 같다 생각 덤덤하다 나오다 오늘 잡다 같다 평소 같다 생각 덤덤하다 가다 내일 놓다 있다 생각 다르다 차갑다 모습 시간 멈추다 나다 따르다 멈추다 있다 돌아서다 이유 그래도 생각 해보다 홀가분하다 좋다 사람 나볼 나다 행복하다 차다 신기하다 어쩜 그리다 쉽다 무심코 보이다 사진 기분 이상하다 자꾸 맴도 지다 머리 이상하다 이제 자꾸만 생각 없다 자꾸 생각나다 머리 이상하다 자꾸만 생각 머리 지우다 미우다 마음 이상하다 자꾸만 후회 마음 놓다 싫다 오늘 같다 생각 우울하다 보내다 한번 돌아보다 알다 평소 같다 생각 덤덤하다 여전하다 밀다 거릴 두다 평소 같다 생각 덤덤하다 나오다 오늘 잡다 같다 평소 같다 생각 덤덤하다 가다 내일 놓다 있다
  와인루프 (Wine Loop)  ,Fake Friends,있다 어둡다 그렇다 풀리다 않다 이야기 없다 궁금하다 수없이 많다 사람 관계 복잡하다 가다 내다 맞다 않다 입다 강요 기분 맞추다 꼭두각시 알다 세상 차다 복잡하다 이해 가다 많다 뜨다 구름 많다 무의미 공허하다 비난 받다 싫다 나다 어느새다 마음 없다 소리 착하다 사람 좋다 소리 있다 기분 맞추다 꼭두각시 알다 기분 맞추다 꼭두각시 알다 기분 맞추다 꼭두각시 알다
"  slchld ,  whoosh  ",Bellflower,
  박재범  ,I Like 2 Party,비밀 원래 처음 좋아하다 비밀 우리 처음 계획 자세하다 들다 보다 충격 먹다 주다 그때 자다 미안하다 사실 비밀 지키다 주다 있다 다른 사람 다니다 있다 우리 있다 비밀 비밀 비밀 귓속말 사실 쇼핑 싫다 좋아하다 여자 달다 싫다 입다 좋다 자다 들다 보다 제발 충격 먹다 주다 그때 바람 쐬다 드라이브 가다 솔직하다 있다 사실 비밀 지키다 주다 있다 다른 사람 다니다 있다 우리 있다 비밀 비밀 비밀 귓속말 비밀 우리 사이 절대로 나가다 이건 올리다 사실 비밀 지키다 주다 있다 다른 사람 다니다 있다 우리 있다 비밀 비밀 비밀 귓속말
  SG 워너비  ,내 마음의 보석상자,있다 우리 사랑 있다 우린 있다 서로 가슴 깊이 사랑 한단 햇빛 타다 향기 그리다 오래 가지 않다 높다 빛나다 사랑 가다 싶다 갈수 없다 보고 싶다 보다 없다 영혼 가다 싶다 갈수 없다 보고 싶다 보다 없다 영혼 우리 사랑 이렇게 아무 모르다 있다 같다 잊다 순간 사랑 싶다 가다 싶다 갈수 없다 보고 싶다 보다 없다 영혼 가다 싶다 갈수 없다 보고 싶다 보다 없다 영혼 우리 사랑 이렇게 아무 모르다 있다 같다 잊다 순간 사랑 싶다 잊다 순간 사랑 싶다
  Mary J. Blige  ,Grown Woman (Feat. Ludacris),
  Ciara  ,Goodies (Feat. T.I. & Jazze Pha),
  Beyonce  ,Listen (From the Motion Picture `Dreamgirls`),
  Keith Sweat  ,One On One,
  유영진  ,그녀를 일으켜라,어젠 그녈 만나다 울면 산다 정말 힘들다 이렇다 말로 위로 걸음 물러서다 모습 바라보다 언제나 가지다 적다 불만 없다 이제 그만 슬픔 딛다 열리다 마음 한번 웃다 내일 기다리다 있다 세상 열다 보다 어젠 친굴 만나다 가버리다 인하다 모두 버리다 이렇다 말로 위로 걸음 물러서다 넓다 세상 바라보다 어쩌면 사랑 진짜 만나다 이제 그만 슬픔 딛다 열리다 마음 한번 웃다 내일 기다리다 있다 세상 열다 보다 만약 하느님 라면 모든 바꾸다 있다 잊어버리다 웃다 버리다 세상 모든 바꾸다 놓다 생각 어렵다 않다 이제 그만 슬픔 딛다 열리다 마음 한번 웃다 내일 기다리다 있다 세상 열다 보다
  Summer Walker  ,Playing Games,
  최현웅  ,"반달 (With 신동찬, 송현아)",새벽 세시 모두 자다 시간 떠오르다 창가 가다 회색 도시 은빛 물들다 밤하늘 들보 빛나다 눈부시다 미소 눈웃음 멀다 느껴지다 보고 싶다 혼자 갖다 싶다 너무 멀다 우리 사이 닿다 않다 반달 같다 반달 같다 웃음 좋다 이렇다 마음 들리다 반달 같다 반달 같다 매력 끌리다 좋아하다 같다 목소릴 들다 있다 내다 대답 해주다 같다 어둔 밝히다 모습 자꾸 생각나다 감고 누우 나오다 같다 보다 눈빛 매일 나누다 인사 차갑다 느껴지다 잡고 싶다 안다 주다 싶다 항상 주위 맴돌다 있다 반달 같다 반달 같다 웃음 좋다 이렇다 마음 들리다 반달 같다 반달 같다 매력 끌리다 좋아하다 같다 목소릴 들다 있다 내다 대답 해주다 같다 나다 매일 그리다 전하 싶다 답답하다 마음 있다 나르다 수줍다 보다 있다 가까이 오다 아름답다 떠올리다 보다 이제 함께 보다 그동안 망설이다 한마디 고백 사랑
  양다일  ,또라이,보다 여자 가장 라이 누굴 만나다 지루하다 과거 달라 그래도 지키다 지키다 사람 그건 신기하다 이렇다 빠지다 나르다 보다 나다 차다 라이 오늘 모습 웃다 만들다 아니다 바라다 보다 즐겁다 머릿속 보고 싶다 어쩜 그렇게 나오다 같다 모습 분명하다 그렇다 사랑 보다 남자 가장 라이 누굴 만나다 평범하다 하루 달라 그래도 지키다 지키다 사람 그건 신기하다 이렇다 빠지다 보다 라이 오늘 모습 웃다 만들런 사실 하루 종일 고민 머릿속 보고 싶다 어쩜 그렇게 나오다 닮다 모습 분명하다 그렇다 사랑
  C-Young  ,Beautiful,취해 고백 아무리 마음 닫다 두다 해도 매일 있다 하루 기도 내다 열다 있다 완벽하다 없다 없다 여자 보이지 않다 들어주다 하루 종일 담다 아무리 보다 너무 예쁘다 생각 않다 하루 없다 가끔 때문 아프다 해도 매일 있다 하루 기도 여자 되어다 있다 완벽하다 없다 없다 여자 보이지 않다 들어주다 하루 종일 담다 아무리 보다 너무 예쁘다 받다 하루 종일 담다 아무리 보다 너무 예쁘다
  백예린  ,스며들기 좋은 오늘,무겁다 발걸음 모습 보이 글자 아니다 안다 있다 얼마나 많이 속상하다 있다 있다 이제 내다 기대 하루 언제나 하루 좋아지다 내일 기대하다 있다 내다 모든 않다 괜찮다 감고 온기 느끼다 스며들다 좋다 오늘 되어다 얹다 서투르다 진심 담다 있다 얼마나 소중하다 사람 알다 수만 있다 이제 내다 기대 하루 언제나 하루 좋아지다 내일 기대하다 있다 내다 모든 않다 괜찮다 감고 온기 느끼다 스며들다 좋다 오늘 편안하다 내쉬다 모든 오늘 이제 내다 기대 하루 언제나 하루 좋아지다 내일 기대하다 있다 내다 모든 않다 괜찮다 감고 온기 느끼다 스며들다 좋다 오늘
  세이  ,Lovin,만나다 오늘밤 이렇게 해도 우리 사이 함께 보내다 시간 침대 함께 사라 지다 이르다 자다 모르다 여자 있다 나다 이르다 너무나 싫다 보고 싶다 한마디 충분하다 아들 달다 주소 이상 찍다 어디 다루다 알다 손길 순간 함께 가버리다 같이 갈래 타고나다 몸매 오늘밤 해도 함께 있다 미치다 같다 아침 돌아가다 아무리 사랑 해도 아니다 같다 이상 이르다 자다 모르다 여자 있다 나다 이르다 너무나 싫다
  NCT 127  ,백야 (White Night),조용하다 어두워지다 금방 오다 여전하다 먹다 먹다 이렇다 날씨 좋다 자다 지내다 묻다 잊다 온통 아직도 이렇게 지내다 알다 이해 해주다 오늘 들다 잊다 혼자 기다 안녕 들다 오늘 차다 길어지다 버리다 이별 울다 보이다 인사 건네다 안녕 오늘 오늘 차라리 모든 꾸다 좋다 이미 같다 모든 지우다 수가 없다 자꾸만 자꾸 점점 선명하다 가다 아직도 이렇게 지내다 잠들다 기억 혼자 걷다 찾다 뜨다 새우다 혼자 기다 안녕 들다 오늘 차다 길어지다 버리다 이별 울다 보이다 인사 건네다 안녕 억지로 청해 스치다 만나다 전부 시간 오늘 그리다 내쉬다 내쉬다 익숙하다 목소리 목소리 들려오다 아직 들다 아직 꿈꾸다 아직 그리다 그리다 안녕
  Diana Ross  ,Ain't No Mountain High Enough (Edit Version),
  Diana King  ,Find My Way Back,
  정기고  ,HEY BAE (Feat. 팔로알토),위험하다 않다 사람 모르다 주변 자다 안다 누군지 모르다 맞추다 가까워지다 진짜 누군지 싶다 원하다 잡아가다 좋다 이제 어쩌 싶다 원하다 원하다 어쩜 오늘 우리 웃다 덥다 않다 농담 자꾸 따르다 좋다 거절 그렇다 나다 좋다 좋다 평소 넘어가다 여자 아니다 거듭 강조 친구 해보다 질투 같다 대해 보내다 보내다 내일 보다 적극 상태 빼다 우리 오늘 이제 시작 홍대 논현 이태원 어디 비밀스럽다 아지트 가다 서로 알다 가까이 이제 어쩌 싶다 원하다 숨소리 들리다 거리 가까이 오다 가져가다 이제 어쩌 싶다 원하다 이제 어쩌 싶다 원하다 원하다
  George Nozuka  ,Such A Fool,
  Mary J. Blige  ,Seven Days,
  ELO  ,Parachute (Remix) (Feat. GRAY),죽겠네 끌어당기다 감다 두렵다 않다 정신 차리다 안달 나다 정신 차리다 망설이다 포기 모르다 망설이다 포기 모르다 이제 안길 낯설다 않다 닿다 느낌 만지다 아프다 않다 감다 두렵다 않다 정신 차리다 안달 나다 정신 차리다 망설이다 포기 모르다 망설이다 포기 모르다 마주 있다 올라타다 다시 내려오다 안달 나다 정신 차리다 필요하다
  안메론  ,같이 해줘,하루 없다 느끼다 잠깐 연락 안되다 너무 불안하다 불안정하다 결국 불행하다 그렇다 버려진 기분 계속 찾다 헤매다 모르다 많이 아프다 만지다 예쁘다 주다 놓다 안고 있다 나쁘다 생각 들다 않다 다시 머릿속 채우다 채우다 매일 눈빛 없다 느껴지다 생각 이제 싫어지다 걸다 귀찮다 금방 떠나가다 보다 계속 붙잡다 모르다 마음 나쁘다 만지다 예쁘다 주다 놓다 안고 있다 나쁘다 생각 들다 않다 다시 머릿속 채우다 채우다 매일 향기 언제 주변 머물다 온기 차갑다 감싸다
  용대  ,착각,오늘 듣다 싶다 않다 괜찮다 눈물 않다 정말 작다 상자 넣다 두다 반지 하나 추억 그것 하나 이상하다 아무렇다 않다 혼자 혼자 같다 않다 흔하다 않다 오늘 괜찮다 여자 들어오다 기다 머리 향수 설레다 낯설다 않다 느낌 느낌 가끔 헤어지다 잊어버리다 약속 시간 기다리다 현실 아니다 건지다 모르다 만큼 무너지다 건지다 아니다 다른 사람인 늦다 뱉다 지키다 흘리다 눈물 약속 지켜보다 달라 너무 달라지다 이대로 행복하다 그때 흩어지다 흩어지다 없다 너무 늦다 달다 이상하다 아무렇다 않다 혼자 혼자 같다 않다 흔하다 않다 오늘 괜찮다 여자 들어오다 기다 머리 향수 설레다 낯설다 않다 느낌 느낌 가끔 헤어지다 잊어버리다 약속 시간 기다리다 현실 아니다 건지다 모르다 만큼 무너지다 건지다 아니다 다른 사람인 시간 있다 가끔 헤어지다 잊어버리다 약속 시간 기다리다 현실 아니다 건지다 모르다 만큼 무너지다 건지다 아니다 다른 사람인
  애즈원  ,Don`t Go Away,쉬다 끝내다 우리 아니다 나르다 초라하다 만들다 그리다 서운하다 바르다 자존심 상한 무심하다 넘기다 실수 미안하다 피해 먼저 용서 달다 잖다 마음 변하다 나르다 포기 바란 알다 쉬다 끝내다 우리 아니다 나르다 초라하다 만들다 나르다 믿다 사랑 이제 믿다 가다 없다 거짓 생각 머리 맴도 대한 사랑 포기 한마디 차가워지다 눈빛 손길 보내다 없다 이제 버리다 다시 함께 나르다 보다 시선 차가워지다 없다 만큼 화해 너무 힘드다 나르다 헤아리다 쉬다 끝내다 우리 아니다 나르다 초라하다 만들다 우린 없다 사이 너무 늦다 않다 되돌리다 내다 미안하다 생각 나르다 피하 어느새다 마음 벌써 변하다 버리다 나르다 내다 언제나 있다 다시다 절대 놓치다 버리다 너무나 기다 시간 그렇게 기다 시간 기다리다
  Mary J. Blige  ,Missing You,
  SWV  ,Love Unconditionally,
  이슈메이커  ,빗속에서 (Feat. 반하나),오다 오다 싫다 자다 지내다 모습 틀리다 같다 그대 오늘 나타나다 숨기다 오다 모습 전부 들키다 같잖다 사랑 빗물 적다 멈추다 그대 물들다 이별 타고 하염없이 흘러가다 아프다 아프다 그리움 던지다 눈물 쏟다 노력 해봤다 싶다 가슴 묻다 후회 눈물 다른 이별 내다 따지다 보고 바보 같다 그렇다 사랑 빗물 적다 멈추다 그대 물들다 이별 타고 하염없이 흘러가다 아프다 아프다 그리움 던지다 눈물 쏟다 그대 부르다 작다 우산 한바탕 소란하다 회색 추억 적다 대다 잊다 우리 시간 남다 추억 사랑 모든 스며들다 빗줄기 사랑 눈물 갇히다 살다 어쩌면 편하다 핑계 언제나 그렇다 함께 찾아오다 기다리다
  Sam Ock  ,Rollercoaster (Feat. 주헌 (몬스타엑스)) (Remix),언제 밝다 느낌 두운 느낌 세번 경과 느낌 좋다 느낌 언제 느낌 슬프다 느낌 느낌 느낌 사람 만남 항상 심장 들다 놨다 설레다 스물 살이 되어다 성인 엄마 도움 없이 인생 성적 점수 사람 힙합 꼬맹이 바질 내다 안녕 소개 이름 한국 살다 만나다 반갑다 이렇게 보내다 아깝다 친구 고맙다 우린 차다 아름답다
  Babyface  ,When Can I See You,
  JUNIEL  ,삐뚤빼뚤(Acoustic ver.)(Feat.상재),자꾸만 바라다 너무나도 많다 지다 딱하다 보이다 똑바로 하진 않다 그렇다 혼자 있다 싶다 누군가 보고 싶다 바라다 감추다 싶다 울퉁불퉁하다 느껴지다 보이다 전부 아니다 나다 자다 모르다 그게 달다 알다 해도 그게 나다 기분 계속 지루하다 필요하다 많다 시간 아직 미숙 자다 모르다 자꾸만 변하다 그렇다 이제 감추다 않다 모습 이해 해주다 그렇다 변덕 스럽다 그게 나라고 슬하 다가 기분 거치다 머릿속 뭐라다 대도 상관없다 전부 아니다 순간 숨다 부각시키다 솔직하다 이제 맘대로 가끔 우울함 빠지다 밤새 들다 알다 다르다 울퉁불퉁하다 느껴지다 보이다 전부 아니다 나다 자다 모르다 그게 달다 알다 해도 그게 나다 읽다 힘들다 모습 감추다 않다 느껴지다 보이다 전부 아니다 나다 자다 모르다 그게 달다 알다 해도 그게 나다
  크르르  ,우리 조금은 서툰 마음이더라도,오늘 왠지 오다 않다 어지럽다 따르다 걷다 목소릴 떠올리다 보다 파란 새벽 피우다 내다 우린 서툴다 마음 더라도 잡다 변하다 않다 아직 두운 켜다 잡다 어디 끝없이 펼쳐지다 바다 바다 희미하다 피어 새벽 같다 우리 같다 걸다 어지럽다 따르다 걷다 기억 덮다 많다 상처 서로 알아보다 아니다 우린 서툴다 마음 더라도 잡다 변하다 않다 아직 두운 켜다 잡다 어디 끝없이 펼쳐지다 바다 바다 희미하다 피어 새벽 같다 끝없이 펼쳐지다 바다 바다 희미하다 피어 새벽 같다
  The Pointer Sisters  ,He`s So Shy,
  솔플라워 (Sol` Flower)  ,삼년째 열애중,차다 없다 보다 웃음 짓다 꼬셔볼 생각 라면 이미 너무 늦다 아무렇다 않다 웃음 흘리다 이건 너무하다 보다 나야 첫사랑 그토록 타다 기다리다 사람 나야 생각 해보다 그리다 좋다 어쩜 그렇다 있다 기다리다 보라 지겹다 않다 보다 만나다 아직 모르다 처음 같다 없다 익숙해지다 보다 헤어지다 보다 알다 소중하다 나야 첫사랑 그토록 타다 기다리다 사람 나야 생각 해보다 그리다 좋아하다 어쩜 그렇다 있다 사랑 그렇다 이해 해주다 기억 해주다 나야 사랑 처음 보다 익숙해지다 좋다 같다 사랑 어쩌면 마지막 사람 만난 모르다
  Lauryn Hill  ,Everything Is Everything (Radio Edit),
  Tom Tripp  ,These Days,
  Lucky Daye  ,Roll Some Mo (Remix) (feat. Ty Dolla $ign & Wale),
  DEUL  ,시계 (Feat. SOMA),대다 도대체 이렇게 커다랗다 놓다 가시다 보이지 않다 밤안 작다 불빛 하나 보이지 않다 돌아가다 돌아보다 사라지다 아프다 감싸다 하나 없다 지나 기억 지워지다 바랬어 그대 마저 돌아가다 떠나다 보내다 없다 가끔 차가워지다 모습 표정 없다 바다 같다 보이다 바다 같다 보이다 여름 나르다 보여주다 춥다 보이다 구름 싶다 만지다 돌아오다 아침 멈추다 우리 기억 되돌아오다 겨울 잊다 가끔 차가워지다 모습 표정 없다 바다 같다 남기다 두다 돌아가다 돌아가다 돌아가다 남기다 두다 돌아가다 돌아가다 돌아가다 우리 시간 우리 만남
  마이큐(MY-Q)  ,Lovers,괜찮다 아프다 비다 있다 우리 서로 안고 눈물 삼키다 안녕 행복하다 최선 사랑 행복하다 함께 모든 순간 행복하다 없다 안녕 위해 기도 우리 계속 사랑 우리 계속 사랑 어쩌면 푸른 바다 가로지르다 멀리 멀리 멀리 멀리 멀리 안고 달다 뛰다 괜찮다 힘들다 괜찮다 괜찮다 견디다 있다 잡고 뛰다 잡고 여기다 넘다 우주 넘다 천국 넘다 사랑 떠보다 없다 떠보다 없다 이건 마치 공황장애 폐쇄공포 무섭다 두렵다 악몽 밀려오다 그때 나타나다 어둠 건지다 건지다 내다 아니다 바다로 같이 뛰다 두렵다 두렵다 기도 해주다 위해 헤엄 치다 갈다 기다리다 주다 두렵다 두렵다 않다 두렵다 두렵다 않다 두렵다 내다 돌아오다 두렵다 내다 돌아오다
  BIGBANG  ,Together Forever (눈물뿐인 바보),
  Laibac  ,We are,깊이 빠지다 마음 어딜 가다 입다 상철 낳다 해주다 노랗다 틀다 안기다 비로소 빠지다 버리다 너뿐이야 춤추다 사랑 이보 완벽하다 사랑 없다 확실하다 마음 가르치다 향기 좋다 보다 알다 나다 자꾸 웃다 보다 자다 느껴지다 온기 감싸다 안다 사랑 순간 너뿐이야 춤추다 사랑 사랑 내다 가장 먼저 오다 닿다 사랑 내다 먼저 향기 한발 먼저 가다 내미다 확실하다 사랑 내다 오다 안다 너뿐이야 춤추다 사랑 이보 완벽하다 하루 없다 이보 완벽하다 사랑 없다
  Laura Izibor  ,Mmm...,
  EXO  ,I See You,도망 치다 보다 해도 잡히다 않다 계속 어딜 가야 모르다 말르다 비틀어지다 음성 이렇다 나르다 제발 찾다 내다 모든 주다 찾다 바로 다른 소리 내겐 들리다 않다 누군가 누군가 부르다 같다 착각 진짜 믿다 그렇다 모습 보이다 착각 진짜 믿다 그렇다 모습 보이다 찾다 바로 꺼내다 보이다 감다 자다 감다 뭔가 홀린 자꾸 밟다
  Brahny  ,Paradise,
  H.E.R.  ,Hard Place (Single Version),
  Aretha Franklin  ,Good Times,
  Luther Vandross  ,A House Is Not A Home,
  전지애  ,Why Why,말투 깨우다 안개 아침 석양 지다 가다 싶다 손잡다 걷다 싶다 얼굴 이렇게 신경 쓰이다 뜨다 얼굴 제일 예쁘다 바라다 그대 보고 웃다 이렇다 웃기다 그대 가요 맞추다 외롭다 설레다 사랑 아니다 차다 다행 얼굴 예쁘다 꼬집다 그대 그대 보고 웃다 이렇다 웃기다 그대 가요 맞추다 가끔 그대 기대다 고프다 있다 모든 없다 기꺼이 안다 그대 보고 웃다 이렇다 웃기다 그대 안다 맞추다 사랑 주다 그대 어쩌면 그대 건가 맞추다 사랑 주다
  마호가니 킹  ,브래드씨 이야기,이르다 새벽 슬픔 알다 당신 차갑다 길가 밤하늘 바라보다 바다 건너 기다 기다림 아프다 바쁘다 당신 돌아가다 컨베이어 벨트 마르다 쉬다 없다 어딜 가나 차갑다 길가 이리저리 무얼 이야기 않다 너무도 슬프다 살다 얘기 주다 당신 이름 어디 가다 아직도 찾다 있다 그립다 얼굴 당신 이름 바다 건너 기다 기다림 아프다 바쁘다 당신 돌아가다 컨베이어 벨트 마르다 쉬다 없다 사막 심다 트이다 매일 당신 잡다 보다 오늘 반기다 아무렇다 않다 짧다 주다 당신 이름 어디 가다 아직도 찾다 있다 그립다 얼굴 당신 이름 주다 당신 이름 어디 가다 아직도 찾다 있다 그립다 얼굴 당신 이름
  안태연  ,Love U (크리스마스에는),흔하다 빠지다 크리스마스 캐럴 영화 그저 얘기 같다 근데 만난 겨울 모두 얘기 같다 우리 사랑 얘기 만들다 있다 함께 걷다 마주 앉다 잡고 티격태격 말장난 좋다 이렇다 사랑 보다 만나다 미처 이유 없다 웃음 자꾸만 새다 나오다 이름 보다 설레다 이렇다 운명 보다 함께 사랑 깊다 하나 내겐 너무 완벽하다 대다 처음 사본 선물 인형 들다 다니다 전혀 창피하다 않다 요즘 안보 여요 주위 모든 여자 목소리 들다 정말로 이렇다 있다 이렇다 사랑 보다 만나다 미처 이유 없다 웃음 자꾸만 새다 나오다 이름 보다 설레다 이렇다 운명 보다 함께 사랑 깊다 하나 내겐 너무 완벽하다 대다 울리다 퍼지다 종소리 들리다 세상 눈꽃 내다 우리 축복 선물 이렇다 사랑 보다 만나다 미처 이유 없다 웃음 자꾸만 새다 나오다 이름 보다 설레다 이렇다 운명 보다 함께 사랑 깊다 하나 내겐 너무 완벽하다 대다
  B2K  ,Take It To The Floor,
  John Legend  ,Same Old Story,
  휘성 (Realslow)  ,Interlude (With 효리),휘성 아니다 바람 불어 우리 효리 얼마나 지저분하다 살다 궁금하다 그렇다 휘성 그렇다 드럽다 생기다 효리 모르다 휘성 오다 리자 효리 이렇게 무섭다 휘성 잠깐 들어오다 효리 의외로 남자 혼자 살다 우리 깨끗하다 휘성 원래 깨끗하다 효리 웃기 휘성 앉다 아하하 효리 그렇게 쳐다보다 휘성 쓰다 쪼꼴렛 먹다
  박지훈  ,Young 20 (Prod. 이대휘),기억 머물다 언제 보고 싶다 떠올리다 있다 언제 절대 변하다 않다 해주다 우리 처음 느낌 그대로 위해 언제나 서다 지나 여름 온대 약속 손가락 약속 걸다 영원하다 스무 좋다 기억 걸다 나이 들다 영원하다 함께 갈다 있다 언제 모습 우리 추억 녹슬다 않다 우리 영원 우리 처음 느낌 그대로 위해 언제나 서다 지나 여름 온대 약속 기억 영원하다 있다 우리 맞추다 함께 걸다 없다 끝없다 의미 없다 약속 않다 두다 얘기 싶다 귓속 작다 싶다 우리 처음 그때 감정 잃다 않다 변치 않다 믿다 있다 매일 싶다 계절 싶다 우리 처음 느낌 그대로 위해 언제나 서다 지나 여름 온대 약속
  Keith Sweat  ,(There You Go) Tellin` Me No Again,
  Treasure Davis  ,The One,
  Paloma Faith  ,Smoke & Mirrors,
"  blackbear ,  Tinashe  ",up in this,
  케이시 (Kassy)  ,이 노랠 들어요,뜨다 한숨 나다 뜻대로 없다 도로 막히다 자동차 가슴 답답하다 시리다 겨울 얼어붙다 혼자 쓸쓸하다 노랗다 들다 보다 혼자 생각 들다 들다 위로 되어다 그대 수고 많다 오늘 자다 이면 괜찮다 힘드다 자꾸 치다 힘드다 모르다 요즘 흔하다 안부 눈물 떨어지다 앞서다 혼자 한참 제자리 노랗다 들다 보다 혼자 생각 들다 들다 위로 되어다 그대 수고 많다 오늘 자다 그대 함께 내일 아침 오다 다시 있다 오늘 울다 간절하다 노래 들다 보다 위로 목소리 무슨 있다 항상 있다 크게 들이다 함께 불다 보다 걱정 괜찮다 기분 지치다 힘드다 대다 다시 안다 노래 들다
  Dave Hollister  ,We`ve Come Too Far,
  Raquel Rodriguez  ,Already Beat,
  PJ Morton  ,Go Alone,
  92914  ,9 (feat. 한민지),넣다 놓다 내려다보다 신발 마음 들다 딱하다 갈다 없다 나서다 한숨 크게 쉬다 있다 멀다 보이다 언덕 지나 오늘 그리다 잃어버리다 추다 가다 가슴 파란 느껴지다 우리 저기 멀다 구름 보이다 핸드폰 들다 않다 멀다 보이다 지나 시원하다 바람 스치다 간다 추다 가다 가슴 파란 느껴지다
  슬로디 (Slou.D)  ,"오아 (Oh, Ah!)",마주치다 발길 옮기다 공길 채우다 느낌 있다 좋아하다 노랗다 듣다 같다 보다 원하다 똑같다 생각 이기다 기다 해도 놓치다 싶다 않다 가두다 싶다 오늘 둘이서 오다 이렇다 그래도 오늘 가기 안고 들다 싶다 기분 좋다 내다 선물 해주다 온통 예쁘다 덮이다 향기롭다 바람 아름답다 있다 아깝다 공간 있다 완벽하다 혼자 여유 오늘 내일 좋다 떨리다 안고 갖다 싶다 쉬다 아니다 어디 함께 있다 오늘 둘이서 오다 이렇다 그래도 오늘 가기 안고 들다 싶다 기분 좋다 내다 선물 해주다 온통 예쁘다 덮이다 같다 마음 밝다 비추다 싶다 언제나 오다 이렇다 그래도 오늘 가기 안고 들다 싶다 기분 좋다 내다 선물 해주다 온통 예쁘다 덮이다
  Jaheim  ,Ghetto Love,
"  dress ,  sogumm  ",it was (Bridge),
  Jessie J  ,I Believe In Love,
  KozyPop  ,"BILLIONIARE (Song by KODI GREEN, GWAKHYUNBIN)",수많다 있다 좋다 좋다 좋다 가지다 순간 기분 있다 오늘 모든 가지다 기분 쳐다보다 쳐다보다 순간 멈추다 함께 이상 바라다 없다 가지다 순간 기분 해주다 순간 있다 주다 모든 내다 알다 다른 모든 보다 아름답다 알다 눈빛 차다 없다 언제 기다리다 숨소리 나르다 깨우다 정적 깨지다 어두워지다 파란 불빛 우린 모든 시선 의지 영원하다 가지다 순간 기분 보다 보다 시선 고정 깊이 빠지다 벗어나다 순간 필요하다 빨갛다 자극 작다 입술 들다 쳐다보다 우리 오늘 있다 아직도 실감 오늘 함께 마지막 있다 있다 주다 마치 있다 내다 운명 같다 수많다 내다 존재 보다 의미 없다 필요 없다 알다 수많다 여자 들다 너무나 빛나다 가지다 순간 기분 수많다 있다 좋다 좋다 좋다
  스틸 (Steel)  ,비워줘 (Prod. Charcoal),익숙하다 거리 거닐다 작다 잡다 집중 담기다 함께 시간 너무 짧다 우린 어리다 않다 맞추다 괜찮다 전혀 어렵다 않다 쉽다 사람 들어가다 싶다 비우다 있다 비우다 비우다 비우다 나로 채우다 나르다 채우다 주변 사람 마다 우리 자다 이쯤 충분하다 이제 안기다 내다 한여름 겨울 많다 지나가다 우리 우린 어리다 않다 맞추다 괜찮다 기대다 있다 모든 걱정 안다 있다 들어가다 싶다 비우다 있다 비우다 비우다 비우다 나로 채우다 나르다 채우다 밝다 미소 안개 걷다 매일 주인공 나이 목소리 내다 필요하다 양분 들어가다 싶다 비우다 있다 비우다 비우다 비우다 나로 채우다 나르다 채우다
  김주나  ,Twilight (Feat. 주호 of SF9),파도 싣다 몽환 리듬 맡기다 멈추다 시간 공간 우리 자연스레 맞추다 시선 멎다 내다 밀려오다 숨결 모래사장 적다 닿다 꾸다 나다 계속 꾸다 싶다 계속 있다 마치 뭉게구름 빚듯 내다 품다 따갑다 보다 시선 따분하다 어차피 이미 다행 있다 모래사장 새기다 그게 나라 내다 밀려오다 숨결 모래사장 적다 닿다 꾸다 나다 계속 꾸다 싶다 계속 있다 감싸다 백색 진주 잃다 않다 지키다 눈뜨다 있다 닿다 꾸다 나다 계속 꾸다 싶다 변하다 않다 계속 있다
  Avant  ,Lie About Us,
