artist,title,Korean_clean_lyric
  거미  ,님은 먼 곳에,사랑 그렇다 아니다 사다 사랑 그렇다 망설이다 가버리다 사람 마음 주다 눈물 주다 주다 멀어지다 가다 멀다 영원하다 멀다 망설이다 멀다 마음 주다 눈물 주다 주다 멀어지다 가다 멀다 영원하다 영원하다 멀다 아니다 사다 사랑 그렇다 망설이다 가버리다 사람 망설이다 멀다
  임소정  ,새벽길,그렇다 있다 가끔 까맣다 먼지 낮아지다 만나다 다가오다 남겨지다 너무 두렵다 오늘 안다 주다 좋다 그렇다 있다 가끔 불편하다 공기 편하다 않다 애쓰다 웃음 지다 얼마나 바보 같다 보이다 이제 지치다 놓다 버리다 싶다 좁다 나르다 외롭다 넓다 나르다 초라하다 만들다 헤매다 새벽길 혼자 걸다 언제나 함께 이기다 불다 주다 정말 어디 괜찮다 달다 갈다 달려가다 좁다 길다 나르다 주눅 들다 헛된 기대다 나르다 만들다 헤매다 새벽길 혼자 걸다 언제나 함께 이기다 불다 주다 정말 어디 괜찮다 달려가다 손잡다 새벽길 바라다 언제 함께 밝다 오다 내일 더없이 웃다 웃다 있다
  박기영  ,미안했어요,사랑 다르다 꾸다 이제 아프다 차다 수도 없다 애쓰다 지우다 잊다 외로이 들리다 나르다 사랑 그대 아프다 미워하다 굳다 다짐 보다 그리다 그립다 바보 미안하다 정말 미안하다 눈물나다 슬프다 가리다 없다 보이다 없다 사랑 내다 오다 다시 꾸다 어째서 아직 대다 기다리다 애쓰다 지우다 잊다 쓸쓸하다 들리다 나르다 사랑 그대 아프다 미워하다 굳다 다짐 보다 바라다 바라다 바보 미안하다 정말 미안하다 눈물나다 슬프다 가리다 없다 보이다 없다 멈추다 없다 돌아보다 아무래도 좋다 그대만 있다 바보 사랑 정말 사랑 그립다 아프다 만지다 없다 그대 보이다 없다 미안하다 정말 미안하다 눈물 나다 슬프다 가리다 없다 보이다 없다
  바이브  ,속도 모르고,속도 모르다 모르다 아직 기다리다 모르다 점점 들어가다 속도 모르다 웃다 살기 힘드다 요즘 정말 살기 바쁘다 오늘 버리다 버리다 이제 안되다 속도 모르다 속도 모르다 사랑 받다 사랑 모르다 속도 모르다 속도 모르다 버리다 기다리다 모르다 속도 모르다 아직 기다리다 모르다 점점 들어가다 속도 모르다 웃다 살기 힘드다 요즘 정말 살기 바쁘다 오늘 버리다 버리다 이제 안되다 속도 모르다 속도 모르다 사랑 받다 사랑 모르다 속도 모르다 속도 모르다 여태 기다리다 모르다 속도 모르다 속도 모르다 속도 모르다 속도 모르다 사랑 받다 사랑 모르다 속도 모르다 속도 모르다 여태 기다리다 모르다 속도 모르다
  제이에반스  ,"가까이 (Feat. 용용이, 황시진)",저기 나르다 보다 미소 짓다 아니다 같다 꼬집다 붉다 띄다 매일 보다 순간 달라 보이다 오늘 어찌 이리 예쁘다 보이다 떨리다 기대 설레다 보다 서다 불안하다 마음 놓이다 오래도록 간절하다 바라다 같다 좋아하다 긋다 캐모마일 있다 자주 가다 카페 작다 테이블 사랑 노래 불다 바람 기대다 따르다 들어오다 운명 맞이 노래 맞추다 나다 모르다 타다 리듬 가까이 우리 서로 다가가다 그대 모습 웃다 얼굴 오래 직할 그대 같다 바라보다 그대 봄날 사랑 보다 사랑 아니다 알다 사람 알다 있다 이미 느끼다 있다 특별하다 보다 빌다 소원 없다 이제 세상 가지 이미 항상 기억 하나 세상 눈부시다 우리 만남 항상 기억 잡다 사랑 목소리 바람 그저 고맙다 그대 있다 아침 햇살 비추다 그대 있다 기적 다시 감사하다 사랑 가까이 우리 서로 다가가다 그대 모습 웃다 얼굴 오래 직할 그대 같다 바라보다 그대 봄날 사랑 가까이 가까이 떨리다 느낌 삶다 그대 있다 가까이 우리 서로 다가가다 그대 모습 웃다 얼굴 오래 직할 그대 같다 바라보다 그대 봄날 사랑
  지아  ,사랑에 미쳐서,잘못 들다 알다 헤어지다 시간 멈추다 버리다 심장 멈추다 어서 대답 돌아서다 가야 모두 붙다 듯이 떨어지다 않다 사랑 미치다 미치다 아파해 가슴 모두 망가지다 버리다 다른 사람 담다 때문 때문 모두 버리다 심장 가슴 남다 없다 아프다 수도 없다 이별 그렇게 쉽다 아니다 작다 바람 눈물 떨어지다 잘못 많다 건지다 싶다 전혀 관심 없다 표정 슬프다 사랑 미치다 미치다 아파해 가슴 모두 망가지다 버리다 다른 사람 담다 때문 때문 모두 버리다 심장 가슴 남다 없다 아프다 수도 없다 사랑 때문 사람 때문 어떡하다 가슴 도려내다 가져가다 버리다 사랑 버리다 버리다 지우다 지우다 자꾸 자라나다 다른 사랑 찾다 써다 사랑 남다 사랑 미치다
  우예린  ,소녀 (Inst.),들다 희미하다 눈물 자국 또다시 강하다 보지 결국 작다 소녀 지나다 사람 차갑다 감싸다 회색 도시 가운데 미치다 앉다 웃다 보다 무섭다 자신 믿다 아프다 후회 배려 싶다 않다 슬프다 도망치다 나르다 베다 지나다 사람 차갑다 감싸다 회색 도시 가운데 미치다 앉다 웃다 보다 어쩔 모르다 눈물 어느새다 차다 식다 어제 일로 끝나다 모르다 넘치다 감정 일말 흔적 없이 지워지다 가다 약해지다 무너지다 돌아보다 소원 아프다 후회 배려 싶다 않다 슬프다 도망치다 나르다 베다 들다 희미하다 눈물 자국 또다시 강하다 해보다 결국 작다 소녀
  베이지  ,마주보다,한참 돌다 돌아서다 우리 서로 마주 보다 순간 뭐라다 건내다 망설이다 그냥 웃다 지나가다 소나기 흔들다 들어오다 사람 하루 한걸음씩 사랑 눈꽃 그대 이름 피우다 어느새다 커지다 버리다 마음 닮다 이렇다 사랑 보다 바라보다 설레임 그저 웃다 지나가다 소나기 흔들다 들어오다 사람 하루 한걸음씩 사랑 눈꽃 그대 이름 피우다 어느새다 커지다 버리다 마음 닮다 이렇다 사랑 보다 마주 보고 마주 웃다 함께 사람 내다 오다 라면 좋다 하루 살다 그렇게 사랑 그대 하루 어느새다 커지다 버리다 마음 닮다 사랑 보다
  쿨 (COOL)  ,그녀의 결혼식,멀리 모습 혹시 보다 다가가다 없다 제발 바보 보다 슬프다 않다 많다 사람 행복하다 모습 멀리 축복 설다 없다 사랑 보내다 시간 다가오다 주다 마지막 모습 가까이 있다 혹시 슬프다 얼굴 보이다 아프다 보다 애쓰다 눈물 감추다 모습 이제 아니다 다른 사랑 약속 시간 다가오다 마지막 사랑 아주 많이 닮다 사람 있다 다가오다 주다 마지막 모습 가까이 있다 혹시 슬프다 얼굴 보이다 아프다 보다 애쓰다 눈물 감추다 모습 이제 아니다 다른 사랑 약속 시간 다가오다 마지막 사랑 아주 많이 닮다 사람 있다 슬프다 표정 짓다 겨우 참다 오다 눈물 보이다 모르다 사랑 끝내 지키다 홀로 남기다 두다 떠나다 용서 약속 주다 이대로 나르다 보내다 사랑 모든 기억 지우다 그대 이제 안녕하다
  PK 헤만  ,Evergreen (Feat. 이지혜),그렇게 멋지다 아니다 처럼 많다 아니다 편하다 부르다 흔하다 선물 한적 없다 도대체 이유 자꾸 내다 미소 짓다 조차 잊다 있다 생일 챙기다 어디 있다 세상 잃다 괜찮다 아프다 해도 정말 괜찮다 많다 눈물 멀다 그대만 있다 혼나다 친구 싸우다 아무튼 살아가다 누군가 다투다 차다 이상하다 취한 너무도 느낌 항상 고맙다 한마디 사랑 한마디 여태 바보 해주다 그래서 떠나다 세상 잃다 괜찮다 아프다 해도 정말 괜찮다 많다 눈물 멀다 그대만 있다 사랑 아프다 본적 있다 사람 세상 가장 아프다 사랑 기다리다 오지 않다 행복하다 그래도 행복하다 도저히 잊다 그대 없다 이별 잘살다 정말 이르다 대다 잊다 없다 그대 나르다 떠나가다 그대 모르다 살다 미련 때문 사랑 때문 오늘 살아가다 가장 친하다 친구 얘기 버리다 만큼 의미 있다 사람 얘기 모르다 끄다 사람 인하다 아픔 배우다 희생 배우다 사랑 배우다 얼마나 기적 근데 주다 없다 미안하다
  이상우  ,슬픈 그림같은 사랑,안녕 대신 대창 커텐 내다 사랑 추억 커텐 리지 말다 지난 모두 사랑 모습 눈물 헤어지다 오늘 언젠가 늘다 그립다 이별 없이 사랑 없다 바람 모질다 불다 그대 없다 사랑 있다 사랑 사랑 이름 아름답다 선물 세상 사랑 불타다 멀어지다 슬프다 그림 같다 그대 잊다 사랑 이별 없이 사랑 없다 바람 모질다 불다 그대 없다 사랑 있다 사랑 사랑 이름 아름답다 선물 세상 사랑 불타다 멀어지다 슬프다 그림 같다 그대 잊다 사랑 사랑 사랑 이름 아름답다 선물 세상 사랑 불타다 멀어지다 슬프다 그림 같다 그대 잊다 사랑
  상어  ,부자가 되는 꿈 (feat. 평행프로젝트),자고 싶다 여느 같다 쉬다 싶다 온통 달려가다 사람 분주하다 하루 시작 사라지다 버리다 분홍 표정 없다 사람 그게 편하다 같다 치열하다 레이스 견디다 보다 쌓이다 버리다 지난 오늘 따르다 추위 유난 비어 버리다 지갑 바람 같다 하루 어느새다 최면 취해 건밸 나누다 리다 서두르다 처음 맞다 오늘 꿈속 부자 꾸다 치열하다 레이스 견디다 보다 쌓이다 버리다 지난 오늘 따르다 추위 유난 비어 버리다 지갑 바람 같다 하루 어느새다 최면 취해 건밸 나누다 리다 서두르다 처음 맞다 오늘 꿈속 부자 꾸다 여행 가다 꾸다 많이 먹다 꾸다
  블루비 (BLUE.B)  ,길,걷다 가다 묻다 얼마나 가야 걷다 가다 묻다 이대로 가기 멀리 화려하다 불빛 쫓아가다 수많다 발자국 아래 먹다 어디 가야 어디 너무 늦다 않다 멀리 화려하다 불빛 쫓아가다 수많다 발자국 아래 먹다 어디 가야 어디 너무 늦다 않다 걷다 가다 묻다 얼마나 가야 걷다 가다 묻다
"  넬 (NELL) ,  지선  ",Like A Star,
  마사빌레  ,비가 (Rain Song),시간 개념 사라지다 오래 아직 무겁다 눈꺼풀 올리다 한껏 굳다 일으키다 세우다 왠지 코끝 머리 지다 끌다 이끌다 열다 보다 회색 회색 도시 회색 사람 잠들다 모습 그대로 내다 오다 오다 하루 종일 오다 오다 나르다 울리다 가다 오다 아프다 오다 오다 쏟아지다 머리 쓸다 넘기다 거울 비치다 나르다 바라보다 어리다 간직 아직 순수하다 모습 너무 아름답다 비치 있다 현실 돌아오다 유난히 기다 샤워 끝내다 보다 여전하다 세상 온통 잿빛 모든 멈추다 버리다 서울 도시 나서다 없이 걸다 떨어지다 빗물 그저 올리다 보다 현실 모르다 있다 비다 집다 삼키다 같다 내다 오다 오다 하루 종일 오다 오다 나르다 울리다 가다 오다 아프다 오다 오다 알기 비다 굵다 지고 걷다 바라보다 유리 비치다 모습 그때 알아차리다 나다 똑같다 역시 짙다 회색
  남태현  ,바램,잡다 많다 아프다 어진 무게 온몸 아프다 매일 시간 없이 살다 평생 바쁘다 걸어오다 다리 아프다 힘들다 외롭다 얘길 들다 주다 어느 세월 복판 그렇다 혼자 있다 않다 크다 아니다 아주 작다 한마디 지치다 나르다 안다 주다 사랑 정말 사랑 주다 사막 걷다 해도 길이 생각 겁니다 우린 늙다 아니다 조금씩 익다 겁니다 힘들다 외롭다 얘길 들다 주다 어느 세월 복판 그렇다 혼자 있다 않다 크다 아니다 아주 작다 한마디 지치다 나르다 안다 주다 사랑 정말 사랑 주다 사막 걷다 해도 길이 생각 겁니다 우린 늙다 아니다 조금씩 익다 겁니다 높다 함께 가야 사람 그대 뿐이다
  슬로우 폴 (Slow Paul)  ,겨울 바다는 얼지 않듯,가끔 사랑 너무 커서 아름답다 슬프다 사랑 잠시 취해 나르다 더욱 물들다 차갑다 바람 모든 강물 얼리다 세상 겨울 바다 않다 사랑 너무 깊다 사랑 너무 넓다 겨울 않다 계속 내다 밀려오다 차갑다 바람 모든 강물 얼리다 세상 겨울 바다 않다 사랑 너무 깊다 사랑 너무 넓다 겨울 않다 계속 내다 밀려오다
  달에닿아  ,바람이 불면 (Duet. 조민후),아직도 서다 있다 바람 불어오다 기억 흩어지다 가다 바라보다 있다 마지막 인사 싶다 깍지 끼다 외로이 흔들다 걸어가다 시간 맞추다 흘러가다 우리 추억 등지 멀다 훗날 돌아보다 않다 그리움 두다 갈다 아직도 서다 있다 바람 불어오다 크다 무겁다 기억 흩어지다 모르다 걸어가다 시간 맞추다 흘러가다 우리 추억 붙잡다 멀다 훗날 알아보다 있다 그리움 안고 우리 인연 붙잡다 만나다 다시 사랑 바람 불면 내게로 오다 감고 느끼다 있다 잠시 스치다 찰나 순간 좋다 내다 머물다 시간 줄기 바람 되어다 조심 스레 스치다 갈다 우리 시간 멈추다 순간 기다리다 바람 불면 내게로 오다
  드라마틱스  ,밉더라 (Vocal  주대건 Of 소리얼),결국 전부 뺏다 어간 래서 안되다 버리다 사람 잊다 멀리 하나 바라보다 밉다 밉다 아무렇다 않다 잘못 않다 웃다 웃다 있다 웃다 얼굴 가지다 전부 소중하다 생각 제발 사람 함부로 아프다 어서 다시 돌아가다 밉다 밉다 아무렇다 않다 잘못 않다 웃다 웃다 있다 웃다 모습 싫다 남자 답지 너무 밉다 그렇다 사랑 하루 아프다 않다 눈물 흘리다 않다 사람 다시 사랑 해주다 밉다 밉다 아무렇다 않다 잘못 않다 울다 울다 바보 착하다 울다 기다리다 오다 미워하다 그저 멍하니 바라보다 울다 제발 하루 빨리 돌아가다
  아이오아이 (I.O.I)  ,소나기,머리 위로 쏟아지다 젖다 말다 마음 머물다 아직 그대 없이 혼자 맞다 아직 어리다 무섭다 금방 그치다 거란 알다 대다 찾다 이제 그만 그치다 빗물 눈물 젖다 추위 떨다 싶다 않다 정말 너무 차디차다 빗물 눈물 되어다 흘러내리다 괜찮다 금방 지나가다 소나기 그냥 스치다 지나가다 소나기 그렇다 감정 정말 그대 만나다 행복하다 많다 추억 빗물 잃다 않다 내리다 그치다 그때 다시 만나다 우리 다시 웃다 함께 있다 이제 그만 그치다 빗물 눈물 젖다 추위 떨다 싶다 않다 정말 너무 차디차다 빗물 눈물 되어다 흘러내리다 괜찮다 금방 지나가다 소나기 젖다 있다 우산 없다 우린 알다 잠시 울다 빗물 기대다 우리 슬프다 눈물 그대 보지 우리 이제 안녕 이제 그만 그치다 빗물 눈물 젖다 추위 떨다 싶다 않다 정말 너무 차디차다 빗물 눈물 되어다 흘러내리다 괜찮다 금방 지나가다 소나기
  우은미 (Woo Eun Mi)  ,괜찮아 오늘도 하는 말,달려오다 보다 살다 주위 겨를 없이 있다 가요 잠들다 답답하다 괜찮다 오늘 괜찮다 달래 보다 시간 지나가다 좋다 일밤 꿈꾸다 오다 그날 내다 오다 지난날 보다 모두 나오다 같다 처음 똑같다 보이지 않다 가끔 두렵다 보이지 않다 길위 있다 괜찮다 오늘 괜찮다 달래 보다 시간 지나가다 좋다 일밤 꿈꾸다 오다 그날 내다 오다 지난날 보다 펼치다 그날 위해 달려오다 시간 아깝다 않다 내다 괜찮다 오늘 괜찮다 달래 보다 시간 지나가다 좋다 일밤 꿈꾸다 오다 그날 내다 오다 지난날 보다 지난날 보다
  마끼아또(Machiato)  ,큐피트 화살 (Inst.),마법 같다 사랑 시작 같다 오다 나르다 변하다 만들다 기분 좋다 사랑 하루 같다 이해 웃다 만들다 행복 주다 나르다 지키다 소란 어떡하다 그대 보고 싶다 사랑 큐피트 화살 이제 나다 맞다 마법 같다 사랑 시작 같다 오다 나르다 변하다 만들다 기분 좋다 사랑 하루 같다 이해 웃다 만들다 행복 주다 나르다 지키다 설레다 아침 자꾸 보다 사랑 큐피트 화살 제나 맞다 마법 같다 사랑 시작 같다 오다 나르다 변하다 만들다 기분 좋다 사랑 하루 같다 이해 웃다 만들다 행복 주다 나르다 지키다 운명 내다 다가오다 사람 약속 언제 있다 마법 같다 사랑 시작 같다 오다 나르다 변하다 만들다 기분 좋다 사랑 하루 같다 이해 웃다 만들다 행복 주다 나르다 지키다
  백지영  ,잊지 말아요 (Inst.),우리 서로 사랑 우리 이제 헤어지다 같다 다른 있다 부디 나르다 잊다 말다 차갑다 바람 손끝 스치다 들려오다 그대 웃음소리 얼굴 비치다 그대 그립다 외로워 울다 입술 굳다 버리다 우리 서로 사랑 우리 이제 헤어지다 같다 다른 있다 부디 나르다 잊다 말다 눈물 가다 우리 서로 사랑 우리 이제 헤어지다 같다 다른 있다 부디 나르다 잊다 말다 혹시 있다 돌아서다 가슴 대다 보내다 사람 사람 바로 사람 사랑 해주다 같다 다른 있다 언젠가 늘다 돌아오다 우리 서로 사랑 우리 이제 헤어지다 같다 다른 있다 부디 나르다 잊다 말다 부디 나르다 잊다 말다
  문명진  ,기억해,기억 너무 익숙하다 모습 기억 독특하다 향기 기억 가로등 아직 기억 헤어지다 그대로 기억 함께 보다 영화 기억 몰래 떠나다 여행 기억 아직 전화번호 기억 하루 몇번 이렇게 잊다 않다 있다 돌아오다 아니다 행복하다 모습 보다 울다 눈물 자꾸 닦다 떠나가다 위해 기도 사랑 떠나다 아프다 이제 그만 잊다 기억 눈감다 잡다 기억 반쪽 너무나 아프다 아직 기억 헤어지다 오늘이 일이 지나다
  박효신  ,You & Me,처음 만난 순간 아픔 떠나가다 그때 느끼다 부족하다 건지다 묻다 아무 대답 아무 없다 내다 가까이 오다 보다 오늘 나오다 있다 다시 한번 안다 보고 싶다 헤어지다 사람 이르다 바보 보내다 주다 싫다 이제야 같다 다시 나르다 받다 있다 괴롭히다 많이 걱정 해주다 나르다 떠나다 생각 한참 동안 잠도 이루다 끝내 다치다 싶다 않다 눈물 믿다 노랗다 듣다 슬프다 모두 잊다 모르다 내다 보이다 세상 혼자 남기다 놓다 이제야 같다 다시 나르다 받다 있다 괴롭히다 많이 걱정 해주다 눈물 없다 아니다 누굴 사랑 밤새 들려오다 소리 빌다 맞다 거릴 걸다 내다 남겨지다 슬프다 노래 하나 사랑 때문 울다
  유승준  ,One Fine Day,처음 만난 예전 나다 오늘 같다 다시 이렇게 떨리다 오다 모르다 어쩌면 오래 모습 그대로 하나 변하다 없다 마치 추억 걸어가다 있다 기분 오래 그립다 많이 보다 눈물 있다 남다 커플링 고백 소중하다 세상 내려오다 우리 기다림 축복 보다 잡고 거리 걸어가다 잊다 사랑 가슴 감싸다 다시 눈물 흘리다 이별 없다 약속 사라지다 아침 찾아오다 영원하다 시리다 바람 불어오다 숨결 나르다 향기롭다 작다 하나 절대 놓치다 없다 세상 내려오다 우리 기다림 축복 보다 잡고 거리 걸어가다 잊다 사랑 가슴 감싸다 다시 눈물 흘리다 이별 없다 약속 사라지다 아침 찾아오다 영원하다 있다 혼자 아프다 기쁨 슬픔 감다 보다 얼마나 원하다 있다 느끼다 보다 가장 아름답다 가장 귀하다 위해 주다 커다랗다 안기다 보다 가슴 뛰다 있다 만큼 사랑 희다 사라지다 겨울 지나가다 영원하다 모습 영원하다
  란 (RAN)  ,우리 처음 (Feat. 유리),하루 종일 그대 생각나다 하루 종일 그대 떠오르다 그대 아마 생각 따윈 않다 하루 이틀 시간 대다 전부 잃다 대다 모르다 시간 돌다 가다 처음 만나다 처음 내다 고백 처음 잡다 그건 모두 없다 일이 그러면 우린 한번 그냥 스치다 지나 가버리다 이름 자다 모르다 남다 바보 그대 믿다 운명 대다 사랑 이렇게 나르다 쉬다 떠나가다 버리다 모르다 처음 만나다 처음 내다 고백 처음 잡다 그건 모두 없다 일이 그러면 우린 한번 그냥 스치다 지나 가버리다 이름 자다 모르다 남다 이제 정말 죽다 만나다 연락 자다 지내다 좋다 사람 만나다 없다 괜찮다 그건 모두 돌아오다 제발 그대 없다 행복하다 수가 없다 바로 진심 정말 안녕
  이성은  ,하늘아,알다 힘들다 없다 깊이 느끼다 숨쉬다 사람 사람 때문 사람 세상 없다 알다 그걸 모르다 변하다 얼굴 미치다 도와주다 사랑 잊다 나다 건아 대신 아니다 언제 좋다 사람 잊다 바라다 있다 방법 다치다 않다 하늘아 사람 데려가다 세상 떠나다 않다 겨우 붙잡다 없다 눈물 있다 눈물 모두 바치다 안되다 하늘아 도와주다 필요하다 바치다 방법 다치다 않다 하늘아 사람 데리다 세상 떠나다 않다 겨우 붙잡다 없다 세상 떠나다 않다 겨우 붇잡 없다
  SG 워너비  ,우습지,울다 처음 라면 모든 싶다 아주 사소하다 그게 사랑 믿다 울다 처음 서로 닮다 애쓰다 닮다 모습 힘들다 모르다 이별 오다 모르다 그렇다 모르다 그리다 많이 새기다 놓다 지우다 지우다 보지 지워지다 않다 그렇다 기억 선명하다 갈다 소용없다 한참 아무렇다 생각 없이 사람 헤매다 습관 기다리다 서다 나르다 보다 이별 오다 모르다 그렇다 모르다 그리다 많이 새기다 놓다 지우다 지우다 보지 지워지다 않다 그렇다 기억 선명하다 갈다 소용없다 얼마나 지나다 버리다 있을런 하루 하루 멈추다 버리다 같다 매일 매일 그리다 습관 남아 자꾸 잊다 기억 떠올리다 걸다 이렇게 이별 힘드다 모르다 걸다 있다 모든 순간 지워지다 않다 매일 입술 깨물다 참다 보지 바보 자꾸 눈물 있다 바보
  에이나린  ,눈물난다 생각난다,어느 겨울 생각나다 우린 조금씩 버리다 잡고 있다 느끼다 수가 없다 너무 늦다 버리다 놓치다 버리다 뒤늦다 후회 떠나다 눈물 나다 끝나다 생각 나다 헤어지다 그만 헤어지다 정말 헤어지다 마지막 이별 남다 아직 숨기다 오다 취해 틀다 잊다 접다 믿다 한심하다 그렇다 사람 모르다 사랑 이렇게 없다 살다 떠나다 듯이 아프다 눈물 나다 끝나다 미치다 같다 생각 나다 멀어지다 그만 멀어지다 점점 멀어지다 버리다 우리 사랑 기억 취해 틀다 잊다 접다 믿다 한심하다 그렇다 사람 모르다 사랑 이렇게 없다 살다 멀어지다 사라지다 흩어지다 무너지다 사랑 연기 멈추다 남다 시간 생각 취해 틀다 잊다 접다 믿다 한심하다 그렇다 사람 모르다 사랑 이렇게 없다 살다
"  김범수 ,  Papertonic  ",나 가거든,쓸쓸하다 달빛 아래 그림자 하나 생기다 그땐 해보다 마음 들다 새벽 알리다 바람 하나 지나다 그저 한숨 쉬다 물어보다 있다 슬프다 살다 슬프다 살다 알다 세상 다녀가다 이유 가다 기억 슬픔 사랑 흩어지다 노을 아프다 기억 지면 그땐 웃다 끄다 마음 그립다 일로 저기 홀로 하나 외로움 알다 건지다 차마 두다 떠나다 밤새 자리 슬프다 살다 슬프다 살다 알다 세상 다녀가다 이유 가다 기억 슬픔 사랑 부디 멀다 훗날 가다 슬프다 슬픔 행복하다 믿다
  엠씨더맥스 (M.C the MAX)  ,별,없이 이별 준비 그대 마음 얼마나 아프다 눈물 힘들다 나오다 함께 버리다 미련 마음 그대 언제나 내다 미소 그대 되어다 내리다 없다 바보 같다 원망 떠나다 그대 사랑 좋다 기억 가지 가주 기르다 지워지다 이별 아니다 같다 하늘아래 이상 함께 없다 행복하다 다만 잊다 말다 대다 사람 많다 시간 가슴 남아 되어다 내리다 떠나다 버리다 그대 붙잡다 사랑 너무나 미우다 사랑 좋다 기억 가지 가주 기르다 잊혀지다 이별 아니다 같다 아래 이상 없다 행복하다 다만 잊다 말다 대다 사랑 웃다 안녕 사랑 그대 뿐이다
  양수경  ,당신은 어디있나요,그렇다 보다 있다 어젯 맹세 그렇다 떠나가다 당신 원하다 가면 이대로 떠나다 아하 외롭다 위로 해주다 그렇다 당신 당신 어디 있다 마음대로 오다 마음대로 그렇게 그렇게 갈다 해보다 해보다 사랑 그렇다 보다 있다 어젯 맹세 그렇다 떠나가다 당신 원하다 가면 이대로 떠나다 아하 외롭다 위로 해주다 그렇다 당신 당신 어디 있다 마음대로 오다 마음대로 그렇게 그렇게 갈다 해보다 해보다 사랑 마음대로 오다 마음대로 그렇게 그렇게 갈다 해보다 해보다 사랑
  김정민  ,애인(愛人),보고 싶다 단지 마음 뿐이다 헤어지다 이유 상처 모두 잊다 누군가 다시 만나다 생각 쉬다 않다 있다 자리 들다 오다 수가 없다 수없이 마음 기도 아마도 울리다 보다 힘겹다 지난 딛다 서서 다시 한번 시작 보라 사랑 기억 두다 한마디 다시 나르다 나르다 걸다 지키다 아니다 끝나다 위해 사랑 위해 수없이 마음 기도 아마도 울리다 보다 힘겹다 지난 딛다 서서 다시 한번 시작 보라 사랑 기억 두다 한마디 다시 나르다 나르다 걸다 지키다 아니다 끝나다 위해 사랑 위해 기억 두다 한마디 다시 나르다 나르다 걸다 지키다 아니다 끝나다 위해 사랑 위해
  롱디 (LONG:D)  ,그리워라,뜨다 꾸다 현실 외면 같다 세상 다른 계절 없다 마음 거릴 재다 수가 없다 없이 혼자 아프다 우리 어긋나다 걸다 보다 불안하다 아침 무섭다 이유 없다 서로 전부 그때 리다 슬픔 멈추다 물든 이미 바랬어 감지 흑백 영화 애쓰다 모르다 멀리 돌아가다 사이 가다 늦다 가보다 깊다 헤매다 좋다 구원 해주다 쉬다 모든 가다 보다 없다 닫히다 다치다 없다 서로 전부 그때 리다 슬픔 멈추다
  이수영  ,라라라,어느새다 잊다 보다 그대 떠나다 없다 바보 아직도 전화 오다 거란 생각 목소릴 먼저 가다듬다 습관 무섭다 생각 안되다 이별 사랑 익숙하다 잊다 보다 안되다 해보다 사랑 추억 없다 라라라라 라라라라 쇼핑 무심코 그대 다가 다시 없이 내려놓다 바보 좋다 영화 나오다 같이 보다 나다 몰래 그렇다 생각 대다 그렇다 없다 헤어지다 날로 건가 해보다 그대 그렇다 이제 다른 사랑 시간 그렇게 살다보면 내겐 익숙해지다 잊다 보다 안되다 해보다 사랑 추억 없다 라라라라 라라라라 그대 잊다 나다 해보다 그대 그렇다 이제 다른 사랑 시간 그렇게 살다보면 내겐 익숙해지다 잊다 보다 안되다 해보다 사랑 추억 없다 라라라라 라라라라
  이수영  ,착한 여자,아프다 대란 사람 갖다 떠나가다 알다 그대 사랑 아니다 어떡하다 차갑다 잔인하다 눈빛 서린 눈물 빛나다 흔들다 눈동자 다른 얼굴 뿐이다 사람 대다 언제나 남자 말다 미안하다 미움 부럽다 생각 해주다 하루 종일 그대 걱정 차갑다 잔인하다 눈빛 서린 눈물 빛나다 흔들다 눈동자 다른 얼굴 뿐이다 아니다 사랑 언제나 그대 여자
  로이킴  ,오래전 그날,교복 벗다 처음 만나다 그때 가끔 생각나다 그렇다 좋다 우리 있다 데리다 걸다 수줍다 나누다 많다 지키다 다짐 그렇게 지나 남자친구 얘길 들다 제대 얼마 이해 만큼 미움 커지다 오늘 감사 드리다 지나 얼핏 보다 누군가 아름답다 지키다 있다 믿다 있다 여자 들다 나르다 달래다 오래전 노래 학기 시작 학교 옛날 우리 모습 있다 뭔가 분주하다 약속 많다 스무 살의 설레임 학교 가끔 거닐다 일상 갈다 우리 슬프다 계산 없다 시절 만날 있다 남자친구 얘길 들다 제대 얼마 이해 만큼 미움 커지다 오늘 감사 드리다 지나 얼핏 보다 누군가 아름답다 지키다 있다 믿다 있다 여자 들다 나르다 달래다 오래전 노래
  김범수  ,눈 속의 너,크리스마스 다가오다 거리 넘치다 징글벨 캐롤 멀어지다 가다 그대 그대 내다 해주다 마지막 카드 아무 의미 없이 짧다 쓰이다 안녕 없이 사라지다 가다 겨울 하염없이 창밖 내리다 대다 없다 안녕 없이 사라지다 가다 겨울 하염없이 창밖 내리다 대다 없다 그대 없다
  포지션  ,바램,해주다 싶다 언젠가 우리 다시 만나다 다시다 잃다 싶다 않다 이렇게 싶다 아직 모르다 수많다 인연 마지막 이기다 바랬어 슬프다 눈물 다른 사랑 느끼다 사랑 싫다 다시 떠나가다 내다 아픔 주다 미워하다 없다 괜찮다 없다 나르다 걱정 추억 살다 미안하다 또한 누굴 만나다 그립다 이렇게 아픔 주다 아직도 사랑 오늘 이렇게 있다 모르다 사랑 있다 이미 없다 가까이 갈수록 사랑 더욱 생각나다 만들다 이렇게 아픔 주다 아직도 사랑 오늘 이렇게 있다 모르다 이렇게 잊다 하니
