artist,title,English_clean_lyric
  일 락  ,헤픈여자,yeah
  블락비 (Block B)  ,빛이 되어줘,light light dark light light side look ho oh get shine see shine shine please deep oh shine uh uh oh oh oh oh ho always
  NOIR (느와르)  ,DIAMOND,diamond life baby love love way baby baby love love wan diamond star diamond baby love love knock wan shin everynight dream unbreakable diamond breathless unbreakable diamond everyday girl unbreakable diamond baby
  러블리즈  ,Cameo,take ng scene number cameo ng ng scene number cameo ng scene number cameo ng take take take take take spotlight
  골든차일드  ,네가 너무 좋아,cuz drain glow
  B1A4  ,Amazing,woo woo woo woo woo woo woo woo woo woo woo woo woo woo woo woo woo woo cause baby cause baby lip cause amazing woo woo woo woo woo woo woo woo woo woo woo woo woo woo woo woo cause baby lip cause amazing baby well cause baby cause amazing woo woo woo woo woo woo woo woo woo woo woo woo woo woo woo woo woo woo woo woo woo woo woo woo woo woo woo woo woo woo woo woo woo woo come coffee amaze woo come coffee amaze amaze amaze woo beautiful amazing amazing amazing woo close amazing amazing amazing shy amazing amazing amazing amazing woo closer
  EXO  ,XOXO (Kisses & Hugs),hug sea love ah yeah let xoxo love give xoxo go give xoxo xoxo kiss deep xoxo xoxo whoa xoxo oh right
  동방신기 (TVXQ!)  ,Tri-Angle (Extended Ver.) (Feat. BoA & The Trax),power hate moment flow flow flow flow flow show earth get get get growl someday funny
  사라  ,연연 (바보야),
  최창민  ,눈을 감아,
  티아라  ,Reload,rumor rumor mind oh ah reload hey mind oh ah hoo mind oh ah mind let show get reload let blow show oh reload let show get reload let blow show oh reload reload reload yeah reload let blow show oh reload let blow reload hey bad oh oh oh oh oh oh oh
  축하사절단  ,11월27일 생일축하노래,birthday birthday birthday birthday birthday birthday love birthday birthday birthday birthday birthday birthday love birthday birthday birthday love love love love love love love love love love love love happy happy happy happy happy happy happy happy birthday happy happy happy happy happy happy happy
  간미연  ,kiss (Feat. 노홍철),
  카라  ,마법,stop
  이지라이프  ,이별에 대처하는 너희들의 자세,
  쿨 (COOL)  ,단 하나의 사랑,
  손승연  ,경고,cuz party party till baby party party till till baby boo life bonny number lover bye baby yeah knight bo bo attack eye dragon side cuz partner rhyme millenium time yeah time top come hit time time time time time time time time time time time time till run clyde go come leave get give baby hit baby hit baby hit baby hit baby hit baby uh uh baby nada good uh uh uh uh asiatic bad ready back double female madada always always ride
  비투비  ,새빨간 거짓말,yeah baby yeah baby spy look eye thing truth yeah baby yeah baby tell change bad bad oh girl sure oh bad bad anymore
  스틸곽  ,차도남,bmw ck bmw bmw
  펄 시스터즈  ,언제나 타인,
  정수라  ,환희,
  소녀시대 (GIRLS` GENERATION)  ,첫눈에... (Snowy Wish),
  Real Girls Project (리얼걸프로젝트)  ,NOT END...BUT AND !!,go go go go go go go go
  틴탑  ,Supa Luv A - Rex Remix,supa luv luv supa luv supa luv luv supa luv supa man supa fantasy ur la supa luv supa luv luv supa luv luv hurricane supa luv supa luv luv supa luv yeah baby love love supa luv sound get say let go tell love get want get tell love get want get supa get want get try say luv luv supa beautiful supa luv luv supa luv supa la
  케이팝 스토리  ,자기야 여보야 사랑아,
  Neon  ,내게 말해줘,
  트래비스  ,애원,mind side mind side mind side tell tell tell never never never never never never
  조미 (ZHOUMI)  ,What`s Your Number?,time feel feel love number number baby body baby number feel love number number baby body baby number hey girl number number number baby body baby number tell girl girl come come girl give feel tell girl girl come come girl give hey drive drive girl girl come come girl light oh lady everynight love lady lady crazy lady crazy lady pretty pretty
  ATEEZ (에이티즈)  ,"HALA HALA (Hearts Awakened, Live Alive)",come mind deep heart deep soul heart soul fire ye suicide squad suicide squad fix boomin boom pop boppin pop scene deep heart deep soul heart soul fire ye suicide squad suicide squad sun ay sun yeah ballin call yeah surprise suicide let burning flash surprise frighten let get burn surprise frighten let get burn raise take raise take flash surprise frighten let get burn surprise frighten let get burn rise rise squad frighten get light best god light hot hot hot hot deep deep ay
  소방차  ,그녀에게 전해주오,
  틴탑  ,배아파 (Jealousy),baby baby baby girl baby baby baby baby baby baby girl
  하리수  ,Shadow,give heart love give heart love yo brake shadow mind shadow look shadow time brake beat let rock rock rock beat doubt let rock rock rock beat doubt heart love give heart love give heart love give heart love find come let pump stop shadow give beat shadow creep shadow deep shadow shadow ready non stop slowly
  라붐 (LABOUM)  ,3 Strike Out,boyfriend jerk strike yeah bell boy bye bye strike baby boy strike bye strike boy bye bye strike baby boy strike strike baby boy strike let introduce boo woo oh bad good oh bad cupid stupid oh bad twice twice twice
  백퍼센트  ,심장이 뛴다,yeah yeah yeah yeah yeah yeah yeah yeah world hundred back
  헤이걸스  ,너 아니면 NO,time girl danger turn turn oh love girl girl yes baby oh love time girl oh love love go love amaze get love love get love love go love get love love baby hey wow hey uh hey hey yes
  세븐틴  ,사랑쪽지 (Love Letter),uh air air air air babe air air throw throw throw throw get throw throw umm good
  EXID  ,위아래,roller co coaster su monster hey baby hey baby yeah ey baby boy hey baby ey yeah boy boy loco oh hey na na
  배슬기  ,One By One,wonder sign hand heart girl hey girl hand baby heart feel wonder sign heart feel take feel wan take feel sky smile lovely na na na na
  에이프릴 (APRIL)  ,M.F.B.F. (내 미래의 남자친구에게),love boyfriend love
  티아라  ,빙글빙글,
  NCT U  ,Baby Don`t Stop (Special Thai Ver.),muer krang tee dai jer ter roo suek loei mai tong rai chang mue dai pob gun dee taa dai kob gun tee mee kwam mhai phom yorm hai ter khon diew mae wa yark pieng dai puer tee ja dai roo jak ter phom kid wa ter gor roo yark hai ter wa phom roo suek chang wan whai baby baby sign baby stop baby sign sign stop play play play play play paris stay sketch dirt gon body day day stop come baby come tung song rao dai krai gun tum hai jai chun whai pieng mee ter yhoo kieng kaang gai baby baby sign baby stop gon stop baby stop gon stop baby stop gon stop baby stop gon stop baby cotton blow blouse stop baby cool hair aroma scent stop baby stop eye ice stop baby cool melt lip baby baby baby baby mai bork tua ter gor roo baby baby baby sign baby mi amor baby stop baby today baby stop estoy dulce coco baby stop today stop baby stop gon stop baby stop gon stop baby stop gon stop baby stop baby sign sign stop baby stop wa karn take stop stop stop stop stop knead hold baby stop muer kae stop stop stop gon gon gon get get gon gon gon get get stop cold stop stop feel feel give stop stop stop stop stop get gon gon gon gon get get gon gon gon get get stop stop stop phom nun ngod ngam kong ty doo baby dangerous right stop flower dive touch warm right nice tong mi baby na nun long
  박진영  ,음음음,come come
  월하소년 (月下少年)  ,I Know You Know,baby baby baby yeah come talk master key girl girl girl oh girl girl baby
  축하사절단  ,12월13일 생일축하노래,birthday birthday birthday birthday happy happy happy happy
  어비(UhBee)  ,카레가 좋아 (Feat. MC Notking),
  신화  ,Girls Exclusive (Korean Ver.),mic party break dawn lady club check energy melody time way dance floor roof flow girl yo step da club girl girl uh thanx escape cuz chance wit girl thanks dance wit man step self bar sit hate playa game hope time yo bodynight shake body girl body hey eye eye shine steelaz wan watch im area air everybody stage rock show trip baby night engine crazy time oh body girl body body girl body turn till go blast groove lookin try get get take babee get wave put take get bodynight shake wrong uh mic ready hot unstoppable exclusive good fly hey easy start ya unfortunate luck next oh yo anyday ok kinky oh even backthere well well bodynight
  터보  ,Twist King,people come people air ware mope group dost crass quai quai everybody dance everybody dance everybody dance everybody dance people come people air ware mope group dost crass quai quai everybody dance everybody dance everybody twist let twist come get get get come get get get king big ta ta big ta ta ta ta
  듀스  ,굴레를 벗어나 (Mo Funk Ver.),
  남규리  ,Dance Tonight,dance dance dance tonight dance dance dance tonight oh boom boom party dance dance dance tonight dance dance dance tonight oh boom boom party let dance tonight tonight woo tonight
  서인영  ,리듬속으로,floor maha maha maha floor maha come come come come come come
  세븐틴  ,Ah Yeah,yo coup baton man ho feel feel feel feel feel feel feel feel feel feel feel feel yeah mac wow bow wow cause vet feel feel feel feel feel feel feel feel feel feel feel feel yeah time wan pull hold turnt give say get get get get get get turnt get get get get get get load hold turnt give say get get get get get get turnt get get get get get get say vernon ah ah na fully
  스피드  ,IT`S OVER (Feat. 박보영),tonight night tonight tonight tonight girl tonight night tonight tonight tonight tonight night tonight tonight tonight believe tell tell tell tell believe tonight hurt tonight tonight
  클릭비 (Click-B)  ,언젠가는,
  샵  ,가까이,rhyme love girl tay shake drop info mack let dever baby civic hatch roll catch mack cuz rapper tay day kid capri mc funk bounce ounce livin life luxury swow key sk day self get check right kick give hit get hit love baby hit dafied da hit la check tight right ta main higga side black christopher real mad pimpin ta back much much always together forever much forever oh forever back well properly fore
  투모로우바이투게더  ,Angel Or Devil,babe woo way love devil angel fire mind love ya ya babe woo plz pet angel fire mind love ya pick color pull pick color show love fire mind love ya ya babe woo choose slow tell make stop tell love choose babe choose stop lem try slow tell make stop tell love tell love choose babe choose woo fine woo trendy devil fine ya black white black white fine woo
  백퍼센트  ,어느 날,talk today day girl nice
  골든차일드  ,Without You,hand hand woo woo woo woo woo woo woo eh eh woo woo woo woo woo woo yeah wida wida wida wida wida wida wida wida yeah eh eh mind drop woo woo woo woo woo woo eh eh woo woo woo woo woo woo yeah wida wida wida wida wida wida wida wida take end trap woo woo woo woo woo woo woo woo empty
  김소희  ,소복소복 (Feat. 예지 of 피에스타),yeah yeah yeah yeah yeah yeah go dismay uh away
  룰라  ,프로와 아마추어,man man
  영턱스클럽  ,우리들이 있잖아,whoo
  XIA (준수)  ,Fever,girl toy story girl toy story truth cell phone hand story truth truth go listen let go go listen let go fever fever go hot turn throw go fever fever fever ya
  SUPER JUNIOR (슈퍼주니어)  ,Go (Korean Ver.),yeah oh move ur body move body body baby hey oh move ur body move body body girl hey hand oh oh move ur body move body body body move body body let go go go let go go let go let go move let go go let go go let go let go move let go go let go let go put put let go let go oh move let go move hi oh oh oh oh oh oh hey baby oh oh oh oh oh oh hey oh oh oh oh oh oh oh oh oh go oh go oh oh oh move ur
  유엔  ,여름의 끝에서,night gon sorry mail girl paradise wether honey honey friday friday night girl paradise care care look remember miss love look remember miss summertime right kiss firday summertime right never wether ever forever together ever around forever together
  IZ*ONE (아이즈원)  ,PINK BLUSHER,
"  매드클라운 ,  에일리  ",갈증 (Thirst),turn gatorade way feel sun baby care babe time time time time game game game game dizziness thirsty dizziness star gatorade way sun baby care babe time time time time game game game game dizziness dizziness tonight movin dizziness dizziness gatorade way movin dizziness dizziness gatorade way baby care babe time time time time game game game game dizziness thirsty dizziness keep keep keep keep scroe dizziness dizziness dizziness movin yup movin dizziness dizziness never never never never never never never
  LPG  ,돌아와 이 겨울에 (Mix),
  소나무 (SONAMOO)  ,SUGAR BABY,day lovin lovin sugar baby sugar sugar baby sugar baby sugar baby sugar baby sugar sugar baby sugar baby sugar baby day god sugar lovin sugar boy sugar baby lovin lovin sugar baby sugar sugar baby sugar baby sugar baby sugar baby sugar sugar baby sugar baby sugar baby su su su su su love stop love su su su su su beautiful su su su su su su beautiful oh su su su su su su
  SHINee (샤이니)  ,줄리엣 (Juliette) (Rearranged),juliette ho juliette ho lip romeo juliette ho juliette ho heart yeah baby juliette juliette ho juliette ho juliette ho ho shi shi shi da da da da da da da da da da da da da da da da da da da da da da da da da da da da da da da da da da da da da da da da da da shi ho ho shinee
  백지영  ,부담 (Sentimental Club Remix),
  BIGBANG  ,마지막 인사 (Remix),bang move love wan wan baby baby baby baby baby baby baby wan wan baby baby baby baby baby baby baby love wan wan baby baby baby baby baby baby baby wan wan baby baby baby baby baby baby baby come come love come big hey baby girl baby baby ye baby yes back definitely na na na na na na na na
  비  ,Move On,move move let night side move move let night side chance night side night side hold hold give let hold let hold oh tight right oh tight right tight right tight right always always always always
  크로스진 (CROSS GENE)  ,Sky High,baby love sky baby anybody pas yo sight brand world girl matter hey place trade side bonita beat cha gon faster let baby love sky baby baby love sky baby wait minute half baby hand beat cha gon faster let baby love sky baby sky baby love sky baby baby love sky baby sky sky tonight fall make feel let let yo try let say gon get get cha catch get go get let gooooo go tonight fall make feel tonight fall make feel get get take fly tell take get cha catch get go get let gooooo go tonight fall make feel tonight fall make feel tonight fall make feel sky high high alright else first new hey first chica loca senorita ta ta sky high high sky high high sky high hard chica loca senorita ta ta sky high high sky high high high sky high high sky high high high never never never faster alright alright even away always faster alright alright alright
  이블  ,Magnet,show goal style yes oh game evol let reverse chick world yes oh game evol let gon get oh game oh game evol let go know feel get start get start let get start wan wan top uh evol hot hot oh evol uh hot hot hot oh evol top high oh oh fight back fight back fight back fight back
  채환  ,씹지마,please baby please baby please thank time drop let thank time please go hang talk go baby away
  WINNER  ,동물의 왕국,face time nonono nonono fallin go go ur ur puppy ur little puppy ur nonono
  앤드류 넬슨  ,Hey Girl,hey girl hey hey girl hey hey girl hey hey girl hey hey girl hey hey girl hey hey girl hey hey girl hey hey girl hey hey girl hey hey girl hey hey girl hey girl
  배슬기  ,A Good Day,feel love feel feel leeps night love yeah love feel love feel feel leeps night love yeah feel love feel feel leeps night love yeah love feel feel leeps ya say kiss hug fly love put make love say kiss hug fly love put make love say kiss hug fly love put make love say kiss hug fly love put yeah softly yeah softly yeah softly yeah softly
  DJ KOO  ,Let Me (Feat. HANA) (Original Ver.),music dance moving music dance fire move move move music dance moving music dance boom boom boom baby dj life everybody dance boom boom boom baby dj life everybody dance dance fire move move move stop stop stop stop stop stop stop stop move let see let see let sing let dance let hear let play let move let show feeeling dance stop stop stop stop stop stop stop stop move let see let see let sing let dance let hear let play let move let show feeeling dance beat beat right beat beat right dance dance dance dance dance dance
  티너스  ,Honey,baby honey baby baby honey baby baby honey baby love love babe call call love love babe babe
  NOIR (느와르)  ,둠둠 (Doom Doom),doom hmm hmm doom uh sky illusion drop way doom doom noir noir noir doom doom doom noir noir noir doom doom doom doom doom music doom doom doom doom doom doom doom wan everytime feelin girl doom doom doom noir noir noir doom doom doom noir noir noir doom doom doom switch yeah light eye doom doom doom doom doom doom doom doom doom doom doom music doom doom doom doom hit hit break break run burn please hit hit hit hit hit hit wan tease hear get open hit hit hit hit hit hit doom doom bride ah easy doom noir noir wan mine baby noir noir speaker beat wan na na
  디스코 파이터  ,꺼져,get mind get mind get mind get mind never never never never
  NCT 127  ,Good Thing,night thing thing thing thing thing thing thing thing thing thing thing thing thing thing ooh ooh ooh treasure space ship cream sky flex muscle thing babe night thing thing thing thing thing thing thing thing thing thing thing thing thing thing ooh ooh ooh night thing thing thing thing thing thing thing thing thing thing ooh ooh ooh ooh feel give take give get whip step keep keep feel feel good good good good good good good good good good good good good good good treasure place deep daily good good good good good good good good good good good good good good good good good good good good good good good good good good good long oh woo woo babe together really long oh woo woo babe long oh babe
  조규찬  ,하나였단 걸,
  어택  ,Hello Hello,hello hello hello yes beauty boyfriend butit hello hello hello hello hello tell think tell think tell think good hello hello
  싸이 (PSY)  ,내 세상,
  김현중  ,Unbreakable (Feat. Jay Park),ya turn shut shout chance yeah alright tonight everybody party tonight one nobody hand music music music music stop give give feel feel feel stop blow turn yeah put unbreakable unbreakable unbreakable unbreakable unbreakable good good unbreakable unbreakable unbreakable unbreakable unbreakable unbreakable unbreakable unbreakable unbreakable unbreakable back ya back ya back ya back ya back ya back ya
  소피야 (Sophiya)  ,직감,bye bye please step dipdi step dipdi bye please step dipdi step dipdi please step dipdi step dipdi go go go go go step step go go go go go step step go go go go go go go go go go go step step please go daridu bye please go daridu daridu please please please go daridu
  레이디 컬렉션  ,훔쳐보기-슬픈말,cuz need tell tell love still still still still still still still forever
  이의정  ,윤선수 (Feat. Sti),cha cha cha cha cha chance girl tik tik tik wa wa tik tik tik time girl tonight yo let go tik tik wa tik tik
  GOT7 (갓세븐)  ,Shopping Mall,mall shopping mall feel bird mall shopping mall shopping mall shopping mall mall shopping mall girl hey shopping mall shopping mall body body body sign mall shopping mall shopping mall shopping mall mall shopping mall girl heart beat beauty beast mind kick team street pant bag shy mall shopping mall shopping mall shopping mall mall shopping mall mall shopping mall shopping mall shopping mall mall shopping mall girl shop shop shop shop shop girl make get go bling bling shop shop shop shop early oh crazy perfect skinny black cn shy shy art
  보아 (BoA)  ,Etude,girl love love forever love love love go hey never forever never forever never forever never forever
  김건모  ,넌 친구 난 연인!,
  투아이즈 (2EYES)  ,Bloody Luv,ta ta ice man blood virus blood twilight hero world time ok ta ta blood cuz ah ah ah ah ah boom boom boom oh lock magic take take take take take take take take take take take take take wan take ta ta ta ta twilight serious super welcome wow ta ta ta ta twilight ah away away na forever
  SUPER JUNIOR (슈퍼주니어)  ,"떴다 오빠 (Oppa, Oppa) (동해＆은혁)",ah super show name let party tonight hey town baby york paris party superstar holla shawty shawty holla hey town baby york paris party superstar tokyo york paris party superstar tokyo york paris party superstar tokyo york paris party superstar tokyo york paris party superstar let go win funky let go win funky let go welcome dong hae international tokyo london new cool cool international tokyo london new cool cool london new cool cool london new cool cool london new cool cool london new cool cool
  노이즈  ,구원,
  티아라  ,HUE,give huhu give huhu give huhu give huhu give huhu give huhu give huhu give huhu give huhu give give huhu give give huhu give give huhu give na na na na na na na na
  걸스데이  ,잘해줘봐야 (Nothing Lasts Up),percent cuz nothing nothing nothing last nothing last nothing last nothing last princess cuz oh forever forever forever forever
  EXO  ,으르렁 (Growl),yo okay babe babe babe dangerous
  Aida  ,꼬마숙녀,
  달샤벳  ,Rewind,rewind rewind rewind rewind mine mind behind hind behind wind wind alright gon see remind remind come gon rewind alright mine mine alright
  쥬얼리  ,1492...(ㅜ.ㅜ;),
  유키스  ,Intro,kiss love mordney present
  원투  ,Memories (Feat. 현중),
  2NE1  ,Please Don`t Go,let bring mind control let let let step step left step step yes seoul city want round bring mind try let let let step step left step step right let let step step left step step right ride go tell take win go get go go go tonight leave touch hold love tease round round control take win go get go go go go go tonight ta please stay stay baby ride fly left right baddest female yes round tonight ta please stay stay baby ride fly left please stay stay baby ride fly left yes please ever please please
  용준형  ,FEEL UR LOVE,baby feel love baby nothing dance body move space dance body move girl feeling lead night feel love baby nothing dance body move space dance body move girl feeling love baby nothing dance body move space dance body move girl feeling get get tell see walk see stop teach ask get tell see walk see stop get tell see walk see stop ur know uh serious wild ur know ur know ta long ta ta
  김건모  ,너의 이유,
  SUPER JUNIOR (슈퍼주니어)  ,엉뚱한 상상 (White Christmas),
  유승준  ,니가 뭘 알아,mountain heaven wave sister flower brother sunlight earth moon beam kissing baby see disdain leave leave go let go kiss high forgiven never never ever
  베스티  ,Excuse Me (Inst.),hey excuse bye bye way way way boy oh bye bye way way way hand air hand air side side hand air hand air side side ha talk hit boy get get get get hey go boy get get get get put put leave side side put put leave side side get busy good busy uh good right right right right later away later away left left
  SUPER JUNIOR (슈퍼주니어)  ,오페라 (Opera),
  걸크러쉬 (GIRL CRUSH)  ,Memories (메모리즈),memory na sorry na love sorry oh
  더보이즈 (THE BOYZ)  ,지킬게 (KeePer) (Prod. 박경),wow fallin gon lovin night look star wow gon lovin get wow get oh ur ur
  강남  ,STAY,estate estate game please game stop gamble gamble stop gamble stop plaese poperty real plaese poperty real fake
  자두  ,땡큐베뤼머취,thank thank much much much much much much much much much much much
  양준일  ,헬프미 큐핏,
  거북이  ,My Name,turtle family album ready go name name name name hi hi hi hi hi hi hi hi name name name name hi hi hi hi hi hi hi hi name name name name ha ha name step force ready go hi hi hi hi hi name name name name name call awake call make call awake call make call awake call make call awake call make ok ready smile smile smile turtle ok hi smile yes hi
  사계절  ,실연,
  노이즈  ,고개숙인 나에게,
  터보  ,선택 (Dance Mega Mix Ver.),
  강세윤  ,Mr. Summer (Original),
  오늘 (Today)  ,졸업,oh oh oh stop stop stop hole hole hole never never never
"  J!N ,  DJ Juice  ",LUV ME,outer clothes day till till end let night till till end let night fall love wah till till end let night make love love stay love love love love stay love love baby love take love love stay love love baby na
  스피카  ,No More,session wait unconditional yeah
  마블링  ,"렛츠 꼬끼오 (Feat. 맹승지, 김상희)",yo yo yo yo yo yo yo yo
  지나  ,예쁜 속옷,baby fantasy crazy crazy talk talk tell tell
  파란  ,You,time love time love love brand baby love love brand yeah lay yeah lay lay feel lay lay feel new oh new yeah yeah
  이다연  ,왜 이럴까,baby baby baby baby baby baby baby
  주이  ,Pray (Female Ver.),thing ye thing ye thing ye ye
  Hitchhiker  ,11(ELEVEN) HITCHHIKER REMIX,baba baba bababa baba ba baba baba baba baba bababa baba ba baba baba bababa baba baba bababa baba ba baba baba baba baba bababa baba ba baba baba bababa baba baba baba ba ba baba baba bababa ba bababa bababa bababa baba babababa baba ba baba baba baba ba ba baba baba bababa ba babababa baba ba ba baba baba baba ba ba baba baba bababa ba bababa bababa bababa baba babababa baba ba baba baba baba ba ba baba baba bababa ba babababa baba ba ba wawawawawawawawawawa kittyfy friend kittyfy mise kittyfy friend jux kittyfy friend kittyfy kittyfy everyone please friend kittyfy mise kittyfy friend jux kittyfy friend kittyfy kittyfy baba baba ba ba baba baba bababa ba bababa bababa bababa baba babababa baba ba baba baba baba ba ba baba baba bababa ba babababa baba ba ba baba baba baba ba ba baba baba bababa ba bababa bababa bababa baba babababa baba ba baba baba baba ba ba baba baba bababa ba babababa baba ba ba babababa baba babababa baba baba ba baba wawawawawawawawawawa baba ba baba kittyfy kittyfy mise kittyfy kittyfy kittyfy kittyfy mise kittyfy kittyfy baba ba baba wawawawawawawawawawa baba ba baba wawawawawawawawawawa clap kittyfy baba eleven
  형섭X의웅  ,너에게 물들어,yeah oh woo woo yeah woo yeah
  거북이  ,반쪽에게,
  하울  ,사랑인가요 (Duet. with J) (Ivy Mix),
  손호영  ,Kiss,music mind radio come reality gon yo music mind radio come reality gon yo gon yo darling put gon darling put gon yes best yes best yes best yes yes
  리트머스  ,Blue (Edit Ver.),feeling feeling love fall love fall love fall love feeling feeling believe feel feel go um never
  B.A.P  ,Feel So Good,feel babe yo babe baby come come get come get feel oh sexy diamond sexy baby come come get come get feel feel hey hey love love fallin feel feel feel love love come come give give give give feel love good good good good good good good love oh good good good good love love good love good good
  죠앤  ,햇살좋은날,
  하리수  ,Reaction,reaction night bye bye bye bye boom boom boom boom reaction boom boom boom boom reaction night bye bye bye bye bye bye bye bye come move come move shake shake shake shake let go shake shake come move come move come move come move
  뉴이스트  ,사실 말야,
"  지나 ,  산체스 (Sanchez)  ",Beautiful Day,day night day bye day night day bye bye wish one ash day night day bye day day day night day bye bye cry cry love cry cry beautiful beautiful beautiful good beautiful beautiful beautiful good good little beautiful beautiful beautiful good beautiful beautiful beautiful beautiful beautiful good good ever
  S.E.S.  ,한 폭의 그림 (Paradise),baby brighter day today baby today diva team paradise friday sunday dream still
  A-JAX  ,연인처럼 (Feat. 오종혁),lover
  써니힐  ,그 해 여름 (Inst.),um um um um
"  크레용팝 ,  비에이 (Be.A) ,  단발머리 ,  짠짠  ",러브 크리스마스 (Love Christmas),merry christmas baby christmas christmas baby christmas christmas merry christmas baby christmas christmas christmas christmas christmas love christmas merry christmas love baby kiss love baby kiss love baby merry merry merry merry merry merry na na
  비에이 (Be.A)  ,뭣 모르고,clap clap clap rock clap clap clap rock hey hey hey hey eye everybody rock rock rock everybody rock rock hey everybody rock rock clap clap clap clap clap clap let hey everybody rock rock rock everybody rock rock gohey gohey drop hey hey let go go go go go go go go go go go go go go go go go let go flyhey flyhey fly let go go go go go go go go go let go go gohey gohey go go go go go go go go go go go go go go go go go go let go good good hey hey good good good hey good good good good hey go go rock much much hey go rock hey yeah go go rock
  f(x)  ,Chu~♡,baby baby yeah baby baby baby yeah baby amber plan slack time chitchat time chu chu chu chu chu chu chu chu chu chu chu grow grow get pick catch give get make make take take take chu chu chu chu grow grow grow true true true true true true true true true true true true true true true true true true true true true true true true true true true true little true true true true true true true true
  EXO  ,Going Crazy (Chinese Ver.),jie bu kai hui yi chen zhe mo ci zhao shang huang miu hui dao jiao luo chun chun yu yue fa cong bu duan san bian chen mo ying ban piao guo wei wu chu ke duo lin beng kui jiu yi han si wei dou bei cui hui hao wu fang bei zai wu lu ke tui bin lin beng kui ji tan ruo baby rang ze mei ju huang yan rang hou ti lin shang duan le bu yin cao duan bian xi chen mo ying ban piao guo wei wu chu ke duo lin beng kui jiu yi han si wei dou bei cui hui hao wu fang bei zai wu lu ke tui bin lin beng kui jie yi kuai yao bao zha beng ta jie suo si ru zi ya ji mo dou bei fang zhu jiu gu shi jie shu zhe ke bei jiu shu zai meng li pai huai hao call rollercoaster zai hai shi wu fa da qi shen chong xin zhen man man jin bei jiu jie chan rao zhao ze zheng tuo hou zhui luo bei ni fan la che lin beng kui jiu yi han si wei dou bei cui hui hao wu fang bei zai wu lu ke tui bin lin beng kui hate lin beng kui fu suo zhuang hao wu fang bei zai wu lu ke tui bin lin beng kui kill kou duo ping jing qing qing run win kuai zhi chen de shen qing control go go go go go de ying xing qing dao jing ning bing go go go go go go go go go leng tong chao chong xin na tian dong rong xian dian bin lian ni bie crazy bian wei xiang quan qian xian dian bin lian ni crazy crazy crazy za nian sui xu lian suan crazy shi xian xian qie fu bin lian ni crazy crazy crazy crazy crazy crazy bin dian much upside
  Spin  ,"느낌만으로 (Feat. 최용선, 박경서)",
  B.A.P  ,Hurricane,yeah let tonight star baby baby sky hurricane hurricane hurricane hurricane radio tv news south america night roof roof roof fire roof roof roof fire seoul tokyo york city berline guess feeling aight pop rock soul hurricane hurricane hurricane hurricane radio tv news south america night world til turn shout shout hurricane hurricane hurricane hurricane hurricane go fly ride know get break break shin korea beijing get korea ready good hurricane new hong kong ta la black hurricane mine mic mic hurricane rollercoaster ta feelin
  KIXS (키스)  ,비율 A+ (Beautiful) (Feat. San E),yeah kixs baby baby fall love fall love baby baby baby baby baby baby baby wan night girl yeah fall love fall love baby baby baby baby baby baby baby baby baby baby baby girl girl hey damm cool look proportion type moooah ki baby baby baby baby baby baby baby baby baby baby talk smoke tell prefer get get wow leggo crazy beautiful beautiful beautiful beautiful crazy beautiful beautiful beautiful beautiful beautiful beautiful beautiful beautiful gorgeous hot beautiful wow good san double beautiful beautiful beautiful beautiful beautiful lonely ya ta
  서인영  ,Magical Radio (Elly Mhz.) (Feat. 낯선 da YEIZON),frequency radio radio radio radio channel stop stop ddu ddu ddu channel stop show stop ddu ddu ddu ra radio radio radio radio oh weapon weapon radio radio radio oh stop ddu ddu ddu hear stop ddu ddu ddu listen heart radio ddu ddu ddu get get get fly listen listen listen get go mhz magical oh signal ru many many ta ru magical magical magical magical ra magical magical magical magical magical magical magical magical ta magical ta magical magical ru na ru ta magical ru elly elly elly alright elly elly elly elly elly elly
  남녀공학  ,Too Late (Remix Ver.1),right gon gon late gon come gon come late late late late late late late late late right right back back
  Alice Vicious  ,Beautiful Creature,gon deal devil tonight gon deal devil tonight baby creature night creature night gon deal devil tonight gon deal tonigh baby creature night creature night tomorrow creature night creature night creature night creature night let yeah make make hold touch baby love cause make make hold touch love cause come tight beautiful beautiful devil tight beautiful beautiful beautiful beautiful beautiful beautiful
  애프터스쿨  ,Lady,boom boom boom lie lie cuz lady lady lady lady boom boom lie cuz lady lady lady baby lie lie cuz lady lady lady lady lady boom lie lie lie lie lady lie lie
  공원소녀 (Girls in the Park)  ,Puzzle Moon (퍼즐문),woo woo woo simulation wan moon moon moon ah oh wan moon moon moon ah ah puzzle moon yeah moon woo yeah yeah woo woo wah ah make make moon make moon woo make moon make moon woo full puzzle full wah full puzzle full wah puzzle oh moon moon moon moon
  NuNaz  ,"니 곁에서 (Dear My Baby) (Feat. 양재인, 예거)",cuz love cuz love yeah hand back ta love love love paradise paradise feel hold get get think next next ok always always always always always always always alone always always always
  소년공화국 (Boys Republic)  ,예쁘게 입고 나와,dance give queen queen always always
  핑클 (Fin.K.L)  ,외면,
  원타임  ,쾌지나 칭칭,uh hip hop stop rap hiphop yo stop stop rap hip hop cd uh uh win win huh mic uh stop double tym uh uh
  비  ,I`m Coming. (Feat. Tablo),rain roof rain stop story everybody tonight boy ride move come rain roof rain stop rain roof rain stop tablo city beijing ho ho supreme jyp rain roof rain stop rain roof rain stop come come win let tell stand tall get smell feel get tonight come come win come come win go let go tokyo say come come win come come win top ready real tight sure best best best top top rain seoul vip top top right together
