artist,title,lyric
  The Life  ,바람,지친 나의 마음과 힘겨워진 하루에 바람처럼 지나간 나의 흐린 기억들 돌아가는 언덕길 하늘 바라보다가 붉은 노을에 물든 내 가슴은 아련해 떠나 보낸 사람과 시간 나 홀로 남겨진 채 울고 있구나 허무한 내방 안에서 고독한 나의 삶이 쌓여만 가네 바람이 분다 나의 지친 어깨로 나의 삶을 적시네 시간을 너머 아픈 모든 기억들 모두 되돌려줘 내 삶은 이제 지나가버린 과거가 되어가겠지만 나의 영혼들은 후회 없이 이세상에 머물 수 있게 바람이 분다 나의 지친 어깨로 나의 삶을 적시네 시간을 너머 아픈 모든 기억들 모두 되돌려줘 바람이 분다 나의 지친 어깨로 저 시간을 너머 아픈 모든 기억들 내 작은 품에서 다 잠들 수 있게 나의 시간은 별이 된다
