artist,title,lyric
  Jus2 (저스투)  ,FOCUS ON ME,망설이지마 더는 똑바로 봐 내 눈을 Just let me love you let me love you 묘한 긴장감이 맴돌 때 우린 서로 평행을 맞추네 Limit 없이 끝까지 갈게 Do it again do it again baby 어디봐 주위 신경 쓰지마 어딜가 좀 더 내 옆으로 와 어차피 너는 날 못 떠나 확실하게 확실하게 baby 짜릿한 시선을 느낄 때 오묘해진 네 눈빛은 한없이 깊어져 깊어져 우아하게 날 부른 손짓에 날 맡길 때 우리 사인 한없이 깊어져 깊어져 넌 내게만 허락해 난 항상 너에게만 향할 테니까 넌 지금만 생각해 조금 더 솔직해져도 되니까 Now focus on me Now focus on me You and me 지금만 생각해 너에게 템포를 맞출 게 심장의 박동을 네게 맞춰가 뭘 하든 I don’t care 너라면 It’s okay 우리의 맘은 겹쳐져 가 설명할 필요도 없이 더해져 가 오직 이 시간 속 서로를 맞잡아 뭘 하든 I don’t care 너라면 It’s okay 어두워진 조명 아래에 둘의 그림자는 춤추네 영화의 한 장면 같아 서로의 감정을 느낄 때 달빛으로 그림 그리네 완벽에 가까워져 가 Now focus on me Now focus on me 눈부셔 창에 반사된 너의 모습은 달콤해 내 입가에 도는 네 숨결은 Now focus on me Keep your eyes on me Only you and me 지금 이 순간 너와 나만이 Now focus on me Only you and me Now focus on me Focus on me Focus tonight all night 망설이지마 더는 똑바로 봐 내 눈을 Just let me love you let me love you 망설이지마 더는 똑바로 봐 내 눈을 Just let me love you let me love you
  Red Velvet (레드벨벳)  ,"눈 맞추고, 손 맞대고 (Eyes Locked, Hands Locked)",눈 맞추고 손 맞대고 눈 맞추고 손 맞대고 조금 어색하게 맞이하는 아침이 그래도 나쁘지는 않게 그렇게 보이네 Could you begin our strange love 너만 나를 원한다면 언제든지 달콤하게 아침을 함께해 Oh yeah 우리의 마음 마음 닿을 때 너는 무슨 생각에 빠져버렸어 Uh uh 빠져버렸어 Yeah 우리의 마음 마음 닿을 때 너는 무슨 생각에 빠져버렸어 Uh uh 빠져버렸어 Yeah 나를 안고 싶다면 내게 말해줘 나의 문에 들어오려면 내게 웃어줘 손바닥을 맞대고 심장이 터질 정도로 눈 맞추고 손 맞대고 눈 맞추고 손 맞대고 별처럼 빛나는 우리 둘은 어쩌면 몇 번이고 스치고 느끼고 지나쳤나 봐 Could you begin our strange love 지겨울 정도로 날 어루만져줘 만져줘 만져줘 Yeah 마음 마음 닿을 때 너는 무슨 생각에 빠져버렸어 Uh uh 빠져버렸어 Yeah 우리의 마음 마음 닿을 때 너는 무슨 생각에 빠져버렸어 Uh uh 빠져버렸어 Yeah 나를 안고 싶다면 내게 말해줘 나의 문에 들어오려면 내게 웃어줘 손바닥을 맞대고 심장이 터질 정도로 눈 맞추고 손 맞대고 눈 맞추고 손 맞대고 어떤 단어들도 우릴 표현 못 하지 내가 아는 우주도 우리를 축복해 우리 안의 Circle을 만들어 매일매일 그렇게 돌다가 물들어 너와 내가 너와 내가 너와 내가 너와 내가 달콤한 눈 코 입술로 우리의 마음 마음 마음 마음 눈 맞추고 손 맞대고 눈 맞추고 손 맞대고 나를 안고 싶다면 내게 말해줘 나의 문에 들어오려면 내게 웃어줘 손바닥을 맞대고 심장이 터질 정도로 눈 맞추고 손 맞대고 눈 맞추고 손 맞대고 눈 맞추고 손 맞대고 눈 맞추고 손 맞대고 눈 맞추고 손 맞대고 눈 맞추고 손 맞대고
  블락비 바스타즈  ,품행제로,As you know we own it 알아서들 손떼 절대 흉내 못내 끼 없는 연습 벌레 난 때깔 다르지 I gotta keep it one hunnit 저 여잔 화색이 돌아 Fallin’ 죄다 기생오라비 촌티 나는 꼬라지 너희들 감 찾는 사이 얼씨구 풍년이 왔지 난 Low 한 게 아니야 마초처럼 완전 Raw 해 이 무대는 내 구역이야 구경이나 더해 쟤넨 진짜 멋이 뭔지 몰라 저기 형편없는 몸짓 좀 봐 stage 에선 예의 없게 노는 게 답 Break it up ready go 오늘 부로 품행제로 품행제로 Everybody say Yeah 멀쩡한 날이 없지 왔다리 갔다리 난 싸가지 바가지야 얄라리 얄라리야 오늘 부로 품행제로 왔다리 갔다리 난 싸가지 바가지야 얄라리 얄라리야 손들어 만세 해요 젊어서 노세요 알겠으면 Say ho A YO A YO 어렸을 때 나쁜 짓 많이 해봤니 대충 그런 간지 It’s time for some action Hey brother 잘 봐둬 진짜 깔롱 다 엎어 사구 파토 회사는 우릴 타일러 따라 해 봤자 싸그리 아류 Understood Stupid dummy 진작에 종은 쳤고 게임은 끝이 났지 Halli Galli 쟤넨 진짜 멋이 뭔지 몰라 저기 형편없는 몸짓 좀 봐 stage 에선 예의 없게 노는 게 답 Break it up ready go 오늘 부로 품행제로 품행제로 Everybody say Yeah 멀쩡한 날이 없지 왔다리 갔다리 난 싸가지 바가지야 얄라리 얄라리야 오늘 부로 품행제로 왔다리 갔다리 난 싸가지 바가지야 얄라리 얄라리야 Come on in 환영해 사랑타령 안 할 사람만 This moment 항복해 손을 위로 Don’t be acting like a looser Don’t be acting like a 뚱보 이제 그만 굼떠 Let’s 난폭운전 Rule 따위는 어겨 품행제로 품행제로 Everybody say Yeah 멀쩡한 날이 없지 왔다리 갔다리 난 싸가지 바가지야 얄라리 얄라리야 오늘 부로 품행제로 왔다리 갔다리 난 싸가지 바가지야 얄라리 얄라리야
  MXM  ,노는 물이 달라,날 놓치지 말아 이건 기회니까 잘 봐둬 Wake Up 이런 느낌은 처음이지 남다르니까 확 끌리지 지켜봐 이건 모두 너를 위한 거야 널 내게 맡기면 돼 특별한 널 특별한 내가 지킬 거야 넌 그냥 안기면 돼 똑같은 사랑은 싫어 다 녹여버릴 거니까 너의 눈코입부터 심장까지 하늘 위까지 날려줄게 충격이 와도 놀라지 말고 침착해 나란 놈 뭔지 보여줄게 다른 누구도 못 데려간 곳 그곳에 데려가 줄게 널 사랑해줄게 널 이건 뭔가 다르단 느낌일 거니까 내 손을 잡아줄래 네가 가져줄래 지금 Yes Do It 훅 가지 Feeling Good Babe 끝까지 있어 줘 내게 진짜가 뭔지 너에게 보여줄게 내가 좀 노는 물이 달라 스타일부터 확실히 내가 내가 내가 좀 노는 물이 달라 보여줄게 잘 봐 느낌 느낌 느낌 확 오지 나의 Color 아찔하지 내 Class 내가 내가 내가 좀 노는 물이 달라 Tik Tak Tik Tak 시간을 멈춰줄게 Babe 난 멈추지 않아 내가 원하는 건 끝까지 가져 부서질 벽을 쌓지 마 어차피 내게 못 벗어나 숨겨진 네 비밀마저 지킬 거야 넌 그저 기대면 돼 특별한 날 특별한 너에게 줄 거야 넌 그냥 느끼면 돼 이 노랠 끝까지 들어 다 가르쳐 줄 거니깐 진짜 새로운 사랑이란 뭔지 우주 끝까지 보내줄게 떨림이 와도 놀라지 말고 집중해 나란 놈 뭔지 보여줄게 다른 누구도 못 데려간 곳 그곳에 데려가 줄게 널 사랑해줄게 널 이건 뭔가 다르단 느낌일 거니까 내 손을 잡아줄래 네가 가져줄래 지금 Yes Do It 훅 가지 Feeling Good Babe 끝까지 있어 줘 내게 진짜가 뭔지 너에게 보여줄게 내가 좀 노는 물이 달라 스타일부터 확실히 내가 내가 내가 좀 노는 물이 달라 보여줄게 잘 봐 느낌 느낌 느낌 확 오지 나의 Color 아찔하지 내 Class 내가 내가 내가 좀 노는 물이 달라 Tik Tak Tik Tak 시간을 멈춰줄게 Babe 다를 뿐 바르지 않은 게 아니야 적응하려 애쓰지 말고 나의 눈을 똑바로 봐줘 Woo Woo Woo Woo Woo Woo 나의 노래를 지금 내 춤을 내 입맞춤을 그냥 받아주면 돼 훅 가지 Feeling Good Babe 끝까지 있어 줘 내게 진짜가 뭔지 너에게 보여줄게 내가 좀 노는 물이 달라 스타일부터 확실히 내가 내가 내가 좀 노는 물이 달라 보여줄게 잘 봐 느낌 느낌 느낌 확 오지 나의 Color 아찔하지 내 Class 내가 내가 내가 좀 노는 물이 달라 Tik Tak Tik Tak 시간을 멈춰줄게 Babe 스타일부터 확실히 내가 내가 내가 좀 노는 물이 달라 보여줄게 잘 봐 느낌 느낌 느낌 확 오지 나의 Color 아찔하지 내 Class 내가 내가 내가 좀 노는 물이 달라 Tik Tak Tik Tak 시간을 멈춰줄게 Babe
  닉쿤 (2PM)  ,Colorful X`mas,Christmas is a time We gather around And paint this world bright With love and joy and you and me Together this day is wonderful With you I cannot describe How I feel inside Like the whole world is mine Coz you bring this happiness to me Everything you do I just adore you Santa I don't need you To make my wish come true You don’t need to come and bring me presents this year My world’s so colorful Because I’ve got you right here My wish list is complete You color up my Christmas When you came into my life No more lonely Christmas Coz this year there’ll be you and me Color the tree and put up the lights Sing you this song and stay up all night Spending happy Christmas with you Red like the color of your dress Brown is your pretty eyes White as your bright pure smile And pink like those lips I need to kiss You paint my life with all the colors that exist Santa I don't need you To make my wish come true I already have the best thing I can ask for My world’s so colorful Because I’ve got you right here You you make my life complete You color up my Christmas When you came into my life No more lonely Christmas Coz this year there’ll be you and me Color the tree and put up the lights Sing you this song and stay up all night Spending happy Christmas with you You color up my Christmas When you came into my life No more lonely Christmas Coz this year there’ll be you and me Color the tree and put up the lights Sing you this song and stay up all night Spending happy Christmas with you Christmas is a time We gather around And paint this world bright With love and joy and you and me Together this day is colorful
  서인영  ,Just Tonight (너를 원해 Lo-Fi House Remix),oh it's oc in the track yea M O B B Mo betta beats Chris tell them this Are you ready Come on Here we go 너를 원해 처음 봤을 때 벌써 너를 갖고 싶었어 잊어줄래 여기에 없는 그 사람을 내 손을 잡고 있을땐 let me put your chick on the curve like a stop sign let me upgrade yours cus I'm hot like you don't wanna hold me I'm the chick that made you say rapped my thighs like a back pack I'm a cold ass chick translation for frionaw it ain't spanish this is creo More like korean 오늘밤에 maybe you could spend the night 너를원해 아무리 둘러봐도 그녀는 여기 없어 오늘은 나 역시도 사랑하는 사람이 없는 척 하고 싶어 널 위한 손을 꼭 잡아줘요 그리고 나의 허릴 감싸안고 나에게 귓가에 속삭여요 나 오늘은 너를 사랑해 Just for tonight 나와 함께 Let's dance with me 너를 원해 Shake that ass like that 부담없이 난 그저 짧은 사랑을 원하는거야 너를 원해 오늘 하루만 너를 원해 이밤이 가면 I don't know you 서둘러줘요 지금 원해 I want you just for tonight Did'nt I tell you to shake your ass shake it fast shake it fast they call me oc cus I make it last Don't try to hold me 너를 원해 See I know you want me why you fronting for The first thing out your mouth is out the door Korean is where u want to be in got you in my screening Baby don't be creeping hey hey 아무리 생각해도 헤어지긴 싫어 누구도 모르는 걸 오늘 우린 아무일 없던 척 하는거야 떨리는 입술을 너에게 줄께 그 후론 어떤 말도 필요없어 걱정마 그녀는 모를거야 나 오늘만 너를 가질께 Just for tonight 나와함께 make love tonight 그걸 원해 Move your ass like that 부담없이 난 그저 짧은 사랑을 원하는거야 너를 원해 오늘 하루만 너를 원해 이밤이 가면 I don't know you 서둘러줘요 지금 원해 I want you just for tonight  Just for tonight 나와 함께 Let's dance with me 너를 원해 Shake that ass like that 부담없이 난 그저 짧은 사랑을 원하는거야 너를 원해 오늘 하루만 너를 원해 이밤이 가면 I don't know you 서둘러줘요 지금 원해 I want you just for tonight
  우주소녀  ,BeBe,콧노래 흥얼거려 나나나 나 오늘따라 조금 예뻐 나를 좀 봐봐 말을 걸어 봐 BeBe ah BeBe ah 가만있지 말고 나를 건드려 줘 Party like that I'll be right there 오늘따라 내 기분이 쿵쿵쿵쿵 오늘 난 너의 귀요미 되고 말거야 널 보면 찌릿해 정신이 삐릿해 BeBe ah BeBe ah 아무 말하지 말고 내게 와줘 지금 날 보고 있는 거 맞죠 부기부기 달콤한 상상 결국 두말하면 잔소리 우당탕탕 날 갖고 다투진 마 난 니 맘 몰라 두근두근 어떡해 정말 널 보면 자꾸만 이상해져 BeBe 떨려와서 BeBe 나 심각해 넘 어지러워 딱 벌어진 어깨 짙은 눈빛이 잘났어 정말 I got a boy 어쩜 그리 완벽한 거니 잠깐 내가 보이니 나는 어떠니 너의 입술이 말해 주기를 바래 잘났어 정말 I got a boy 딱 정했어 누구도 나를 막지마 나 얼떨결에 그러는 거 아니야 눈치가 없는 거야 관심 없는 거야 도저히 모르겠어 나 오늘도 뒤척이다가 잠들어 부기부기 달콤한 상상 이랬다 저랬다 내 맘이 싱숭생숭 어쩌다 이리 됐지 터질 것 같아 두근두근 어떡해 정말 널 보면 자꾸만 이상해져 BeBe 떨려와서 BeBe 나 심각해 넘 어지러워 딱 벌어진 어깨 짙은 눈빛이 잘났어 정말 I got a boy 어쩜 그리 완벽한 거니 잠깐 내가 보이니 나는 어떠니 너의 입술이 말해 주기를 바래 잘났어 정말 I got a boy 얼굴이 화끈화끈 또 살금살금 다가가 난 몰래 훔쳐만 보는건 답이 없잖아 Yes or no 한마디로 애써 널 보채긴 싫지만 불안해져가 널 볼 때마다 맘이 자꾸 막 이상해져 BeBe 떨려와서 BeBe 널 보면 자꾸만 이상해져 BeBe 떨려와서 BeBe 못 참겠어 큰일나겠어 이젠 말해줄래 나도 말할게 찜했어 너를 I got a boy 어쩜 그리 완벽한 거니 이젠 내가 보이니 맘에 든 거니 너의 입술이 말해 주기를 바래 잘났어 정말 I got a boy
  박봄  ,내연인,만나는 사람은 자꾸 줄어가고 이젠 외로움이 익숙해지나 봐 그땐 나도 너무 어렸나봐 이제 와 생각하니 그때 내 모습 참 모질게 느껴지니 딱히 보고 싶은 건 아니지만 오늘따라 수많은 그 연인 중에 도대체 내 연인은 도대체 내 연인은 어딨나요 어딨나요 스쳐 가는 인연 중에 혹시나 내가 너를 못 알아본 건지도 몰라 내 소중한 내 연인을 두 번 다신 안 볼 사인 것처럼 우린 서로 맘에 흉터를 남겼지 그땐 그게 왜 그리도 아팠나 몰라 널 안아주지도 못하고 난 나밖에 몰랐나봐 딱히 보고 싶은 건 아니지만 오늘따라 수많은 그 연인 중에 도대체 내 연인은 도대체 내 연인은 어딨나요 어딨나요 스쳐 가는 인연 중에 혹시나 내가 너를 못 알아본 건지도 몰라 내 소중한 내 연인을 Where u are Where u at Where u are 괜스레 오늘따라 어떻게 지내는지 추워진 날씨 때문에 네가 걱정이 돼 아직도 바보처럼 감기를 달고 사는지 아니면 누군가에 사랑이 되어 있는지 수많은 그 연인 중에 도대체 내 연인은 도대체 내 연인은 어딨나요 어딨나요 스쳐 가는 인연 중에 혹시나 내가 너를 못 알아본 건지도 몰라 내 소중한 내 연인을 Where u are Where u at Where u are
  아스트로 (ASTRO)  ,Dream Night,This song is about our Dream Night  별빛이 비추는 저 옥상 위에서 널 그리며 서 있어 난 애써 혼자 있어도 흐르고 있는 눈물을 닦아보며 한번 더 꾹 참아  슬프지 않은 척 너 그립지 않은 척해 봐도 우리의 행복했었던 그림들은 위를 보면 있어  수많은 저 별 중에 너와 나만을 비춰주는 단 하나에 난 기도해 내 목소리 들리니 우리 같은 하늘 오늘도 같은 꿈을 다시 시작해  Dream Night 매일 밤 너를 꿈꾸고 있어 꿈속에서 난 외치고 있어 사랑해 너만을 위한 이 노래 메아리 되어 너에게  (워어워어어오) 멀리 떨어져 있지만 (워어워어어오) 가끔 눈물이 흐르지만 (워어워어어오) 나를 비춰줘 별빛 아래서 (워어워어어오) 오늘도 춤을 춰 yeah  네가 듣고 있기를 바라면서 하늘에 다 노래해 작은 바램이지만 오히려 크게 외쳐 불러 볼게  나는 밤하늘에 대고 이렇게 말해 널 만나게 해달라고 한결같이 매번 똑같이 말하지  수많은 사람 중에 너와 나 운명 같은 만남 저 하늘에 난 감사해 내 목소리 들리니 우리 같은 하늘 오늘도 같은 꿈을 다시 시작해  Dream Night 매일 밤 너를 꿈꾸고 있어 꿈속에서 난 외치고 있어 사랑해 너만을 위한 이 노래 메아리 되어 너에게  (워어워어어오) 멀리 떨어져 있지만 (워어워어어오) 가끔 눈물이 흐르지만 (워어워어어오) 나를 비춰줘 별빛 아래서 (워어워어어오) 오늘도 춤을 춰 yeah  네가 내게 준 모든 것들 얼마나 소중한지 이제야 깨달았어  우리 못 다한 얘기 endless memory 다시 한번 날 믿어줘 (손을 잡아줘)  Dream Night 매일 밤 너를 꿈꾸고 있어 꿈속에서 난 외치고 있어 사랑해 너만을 위한 이 노래 메아리 되어 너에게  (워어워어어오) 멀리 떨어져 있지만 (워어워어어오) 가끔 눈물이 흐르지만 (워어워어어오) 나를 비춰줘 별빛 아래서 (워어워어어오) 오늘도 춤을 춰 yeah
  Stray Kids (스트레이 키즈)  ,My Pace,"NaNaNaNaNaNa 아 이게 아닌데 NaNaNaNaNaNa 그래 이거지 Let’s go NaNaNaNaNaNa 쟤처럼 되고 싶어 부러워 Yes I’m 부러워 Yes I’m 반의반이라도 닮았으면 난 좋겠어 우스워 내가 우스워 내가 누군가와 날 비교한다는 게 너무 우스워 하지 마 하지 마 그런 비교 따윈 의미 없잖아 그러지 마 Stop it now 그냥 넌 지금 너의 길을 가면 돼 인정하기 싫지만 옆을 보게 되잖아 앞서간다고 먼저 가는 건 아냐 Baby 저 멀리 보고 Take your time 조급할 필요 없어 My Pace 비교 따윈 하지 마 천천히 달려도 괜찮아 나의 길을 따라 My lane 급한 맘 내려놔 앞만 보고 달려가 You ready, let’s go NaNaNaNaNaNa Just stay in my lane NaNaNaNaNaNa 아 근데 또 남을 쳐다봐 그리고 나를 봐 뭔가 나보다 하나씩은 더 잘난 것 같아 왜 일까 왜 일까 자꾸 보게 돼 나도 모르게 모르고 고르는 선택의 연속 이거라도 뭐라도 해볼까 나만 뒤처질까 불안감이 계속 나를 조르거든 다른 애들 봐 다른 애들 봐 난 다른 애들관 다른 애들관 다르다고 말은 하지만 내 빈 잔에 욕심만 가득 인정하기 싫지만 옆을 보게 되잖아 앞서간다고 먼저 가는 건 아냐 Baby 저 멀리 보고 Take your time 조급할 필요 없어 My Pace 비교 따윈 하지 마 천천히 달려도 괜찮아 나의 길을 따라 My lane 급한 맘 내려놔 앞만 보고 달려가 난 아직 나의 목적지가 어디인지는 몰라 I don't know 저기 결승선의 내 모습이 어떤 모습일지 몰라 I want to know 하지만 일단 내 앞에 길을 달려 고민은 다음 갈림길에서 그때까지는 자꾸 나의 옆을 돌아보지 마 잊지마 My speed, My lane, My pace 조급할 필요 없어 My Pace 비교 따윈 하지 마 천천히 달려도 괜찮아 나의 길을 따라 My lane 급한 맘 내려놔 앞만 보고 달려가 You ready, let’s go NaNaNaNaNaNa Just stay in my lane NaNaNaNaNaNa"
